model_id,feature,coefficient,std_error,z_stat,p_value,odds_ratio,intercept,penalty,C,solver
WLOG005,age_final_bin_v2_woe,-0.44061500723706587,0.03195965737931182,-13.786599837653,3.0688695501992305e-43,0.6436404557964803,,,,
BLOG001,const,-4.253911480416609,0.05285795062073879,-80.47817651764178,0.0,0.014208548614373227,,,,
BLOG001,RevolvingUtilization_final_bin_100%+,3.6905700319481367,0.06824766605427438,54.076135424370236,0.0,40.06768030666165,,,,
BLOG001,RevolvingUtilization_final_bin_15-30%,0.9310743484149259,0.0713169675564112,13.055439404072429,5.916766193174188e-39,2.5372335867557148,,,,
BLOG001,RevolvingUtilization_final_bin_30-50%,1.4444705981674835,0.06688956862995751,21.594855935736373,2.0076876875467807e-103,4.2396070928419824,,,,
BLOG001,RevolvingUtilization_final_bin_5-15%,0.46416689387387833,0.07280342615580426,6.375618818824951,1.8222564595148855e-10,1.5906884244413881,,,,
BLOG001,RevolvingUtilization_final_bin_50-75%,2.1092151431199366,0.06241508643328443,33.79335451813368,2.4693110272975448e-250,8.241770135501142,,,,
BLOG001,RevolvingUtilization_final_bin_75-100%,2.768415883999426,0.056501329878578345,48.99735793739309,0.0,15.933373695228456,,,,
BLOG001,RevolvingUtilization_final_bin_=0,0.7537963113188251,0.08671576017225464,8.69272563397314,3.538461656214671e-18,2.125052082140932,,,,
BLOG002,const,-4.302559909140694,0.05297729275293371,-81.21517136042087,0.0,0.013533869154345603,,,,
BLOG002,RevolvingUtilization_final_bin_100%+,3.0491235691489447,0.07240421236175042,42.11251624304294,0.0,21.09684639056507,,,,
BLOG002,RevolvingUtilization_final_bin_15-30%,0.8781581657954858,0.07163255212989267,12.259205342888034,1.4996326939332411e-34,2.406463315676533,,,,
BLOG002,RevolvingUtilization_final_bin_30-50%,1.353616340513094,0.06735701512239532,20.096144968024785,7.975359555623801e-90,3.871400548901787,,,,
BLOG002,RevolvingUtilization_final_bin_5-15%,0.44529347031092814,0.0729802045515843,6.101565116828128,1.0503483239690404e-09,1.5609482205806833,,,,
BLOG002,RevolvingUtilization_final_bin_50-75%,1.9348857854938437,0.06318322283868033,30.623410749939143,5.973102926088545e-206,6.9232532742660835,,,,
BLOG002,RevolvingUtilization_final_bin_75-100%,2.2874954898681152,0.058007455655166476,39.43450827194449,0.0,9.850236744483588,,,,
BLOG002,RevolvingUtilization_final_bin_=0,0.6631988844486943,0.08726915330292433,7.599465095606365,2.973572697901078e-14,1.9409914213071526,,,,
BLOG002,NumberOfTimes90DaysLate_final_bin_1,1.704656126365126,0.04091950667086476,41.658765343299315,0.0,5.499494210954877,,,,
BLOG002,NumberOfTimes90DaysLate_final_bin_2,2.172813773933425,0.06648301506665016,32.682238790691855,2.792642869259302e-234,8.782962575703072,,,,
BLOG002,NumberOfTimes90DaysLate_final_bin_3+,2.516431406827591,0.0685924783098392,36.686696104791764,1.1903348390509686e-294,12.384323102529892,,,,
BLOG003,const,-4.412116312759262,0.05335955576888535,-82.68652632471922,0.0,0.012129481371915192,,,,
BLOG003,RevolvingUtilization_final_bin_100%+,2.6381449393581984,0.07402537444761792,35.6383869591232,3.565637408790325e-278,13.987232361821205,,,,
BLOG003,RevolvingUtilization_final_bin_15-30%,0.7736617293922583,0.07211081529497257,10.728789103653313,7.45668639617922e-27,2.167689230402207,,,,
BLOG003,RevolvingUtilization_final_bin_30-50%,1.201434236844637,0.06800085382528845,17.667928698828227,7.406689482348337e-70,3.324882173187667,,,,
BLOG003,RevolvingUtilization_final_bin_5-15%,0.40848365688286065,0.07323299758128675,5.577863400026119,2.4349073681218448e-08,1.5045346637707453,,,,
BLOG003,RevolvingUtilization_final_bin_50-75%,1.7180068057312035,0.06405723433973322,26.819871688802582,1.895279107564103e-158,5.573408499953177,,,,
BLOG003,RevolvingUtilization_final_bin_75-100%,2.0666559745234636,0.058607254418358116,35.26280142336961,2.183961897798949e-272,7.898366567789273,,,,
BLOG003,RevolvingUtilization_final_bin_=0,0.6083535103813424,0.08785838898568817,6.924250688007052,4.382891748811582e-12,1.837403640859688,,,,
BLOG003,NumberOfTimes90DaysLate_final_bin_1,1.452387951413496,0.04235084584480129,34.29418993745509,9.579318793686897e-258,4.273306789986446,,,,
BLOG003,NumberOfTimes90DaysLate_final_bin_2,1.8955461980708315,0.06859428773874642,27.634169849395587,4.325269053339615e-168,6.656183006253432,,,,
BLOG003,NumberOfTimes90DaysLate_final_bin_3+,2.104924613023941,0.07156459379042197,29.412933149432043,3.7526828931344895e-190,8.206484324238412,,,,
BLOG003,NumberOfTime30-59DaysPastDueNotWorse_final_bin_1,0.8429051086878766,0.034835953072229385,24.196413025938593,2.4268127609524896e-129,2.323106058752814,,,,
BLOG003,NumberOfTime30-59DaysPastDueNotWorse_final_bin_2,1.2371234000666118,0.04977825197646422,24.852688693277926,2.418470186596132e-136,3.4456873309028766,,,,
BLOG003,NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+,1.5608423472651196,0.05369800686996829,29.067044351287695,9.37191216597334e-186,4.762831513981262,,,,
BLOG004,const,-4.422339481434046,0.0534347559019368,-82.76147999159764,0.0,0.01200611132877374,,,,
BLOG004,RevolvingUtilization_final_bin_100%+,2.5216335171572166,0.0747916896735309,33.715423841395484,3.4354956073181936e-249,12.448915580599195,,,,
BLOG004,RevolvingUtilization_final_bin_15-30%,0.763857384550366,0.0722694464102501,10.56957569889489,4.123560121476213e-26,2.1465403027787797,,,,
BLOG004,RevolvingUtilization_final_bin_30-50%,1.1863056050497862,0.06812457564291943,17.413768729627098,6.486947733193148e-68,3.2749598355237097,,,,
BLOG004,RevolvingUtilization_final_bin_5-15%,0.40788740900808507,0.07334277172056464,5.561385252279976,2.676416326343567e-08,1.503637855561509,,,,
BLOG004,RevolvingUtilization_final_bin_50-75%,1.6805440581205688,0.06431938317066724,26.128112168945343,1.7478361159503362e-150,5.368475939663703,,,,
BLOG004,RevolvingUtilization_final_bin_75-100%,2.0066834850728568,0.058839282220898056,34.10448614140536,6.328941628134097e-255,7.438606144118376,,,,
BLOG004,RevolvingUtilization_final_bin_=0,0.5873233546069972,0.08820762656632329,6.658419203303118,2.767883769737886e-11,1.7991662346297352,,,,
BLOG004,NumberOfTimes90DaysLate_final_bin_1,1.3269439524431372,0.043316314536406206,30.63381468725545,4.3417149450822263e-206,3.7695059775780146,,,,
BLOG004,NumberOfTimes90DaysLate_final_bin_2,1.6782432216781662,0.07032890748428425,23.86277964083528,7.461346337625692e-126,5.3561381536382795,,,,
BLOG004,NumberOfTimes90DaysLate_final_bin_3+,1.8613687282530533,0.07515654146302854,24.76655647025361,2.0563212349967293e-135,6.43253514135353,,,,
BLOG004,NumberOfTime30-59DaysPastDueNotWorse_final_bin_1,0.7606995669859432,0.03541438866360951,21.479957601741955,2.397251326052307e-102,2.1397726112992803,,,,
BLOG004,NumberOfTime30-59DaysPastDueNotWorse_final_bin_2,1.0916757963691763,0.05087003207750894,21.46009648088735,3.675402659994714e-102,2.9792625289058945,,,,
BLOG004,NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+,1.3062883646066,0.05649960211251499,23.12031086529102,2.8929849105653354e-118,3.69244324369517,,,,
BLOG004,NumberOfTime60-89DaysPastDueNotWorse_final_bin_1,0.9223424759587239,0.044386279798109836,20.77990045919553,6.57948993959353e-96,2.5151752322080125,,,,
BLOG004,NumberOfTime60-89DaysPastDueNotWorse_final_bin_2,1.054299169156084,0.0861091969025805,12.243746395043768,1.8145920163130683e-34,2.869963090271012,,,,
BLOG004,NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+,0.6995533345577569,0.11385830259557365,6.144069590099025,8.043357557143328e-10,2.012853434578839,,,,
BLOG005,const,-4.110803917242106,0.059916505379627776,-68.60887315100025,0.0,0.016394589334058178,,,,
BLOG005,RevolvingUtilization_final_bin_100%+,2.3425011083836145,0.07594898398787456,30.843086837838417,6.934640091314254e-209,10.407233657755175,,,,
BLOG005,RevolvingUtilization_final_bin_15-30%,0.6631469934063077,0.07279806222129417,9.109404470004291,8.283540801330022e-20,1.940890703852227,,,,
BLOG005,RevolvingUtilization_final_bin_30-50%,1.067473089672349,0.06883085349786584,15.508642351869817,3.0322262694518434e-54,2.9080218973255727,,,,
BLOG005,RevolvingUtilization_final_bin_5-15%,0.3475660691684782,0.0736095018157824,4.7217554880117065,2.3381767668997575e-06,1.415617836218392,,,,
BLOG005,RevolvingUtilization_final_bin_50-75%,1.5507452280275071,0.06511422970734662,23.815765539994427,2.2930848186437611e-125,4.714982610839003,,,,
BLOG005,RevolvingUtilization_final_bin_75-100%,1.850044419821179,0.05999741919155007,30.835400001367656,8.791928719466056e-209,6.360102030922194,,,,
BLOG005,RevolvingUtilization_final_bin_=0,0.4986713461756689,0.08864623814165051,5.625409003581481,1.850689456424925e-08,1.6465321454953863,,,,
BLOG005,NumberOfTimes90DaysLate_final_bin_1,1.314580103387975,0.0434021444811799,30.28836752428224,1.631268393128334e-201,3.7231873032472347,,,,
BLOG005,NumberOfTimes90DaysLate_final_bin_2,1.655569874946134,0.07036465022613603,23.528431813780188,2.0876318052250416e-122,5.23606297321913,,,,
BLOG005,NumberOfTimes90DaysLate_final_bin_3+,1.8334350454698045,0.07519167310407632,24.383485162407027,2.560238744221377e-131,6.255337163287798,,,,
BLOG005,NumberOfTime30-59DaysPastDueNotWorse_final_bin_1,0.7544456007726156,0.035460946367619484,21.275393864319533,1.9189488073592106e-100,2.126432304079907,,,,
BLOG005,NumberOfTime30-59DaysPastDueNotWorse_final_bin_2,1.0912116738475128,0.05094991461777611,21.41734057914978,9.20991096725603e-102,2.9778801068996907,,,,
BLOG005,NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+,1.3295307989183083,0.056736258939443236,23.43352952363967,1.946185310011242e-121,3.779269734054023,,,,
BLOG005,NumberOfTime60-89DaysPastDueNotWorse_final_bin_1,0.9135735212697775,0.04439916733535511,20.576366091944653,4.469584066741653e-94,2.4932161941774837,,,,
BLOG005,NumberOfTime60-89DaysPastDueNotWorse_final_bin_2,1.050192229241812,0.08600794597350436,12.210409368052279,2.7350952602500055e-34,2.858200494972414,,,,
BLOG005,NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+,0.6812935274361688,0.11396138041924148,5.978284265510158,2.2549998849335468e-09,1.9764326493041529,,,,
BLOG005,age_final_bin_v2_40-49,-0.08454517875551452,0.036498168546357165,-2.3164224979708705,0.020535211538165295,0.9189301383189402,,,,
BLOG005,age_final_bin_v2_50-59,-0.20442289917856343,0.03856054284323863,-5.30134910210186,1.1495003821232663e-07,0.8151175857302501,,,,
BLOG005,age_final_bin_v2_60-69,-0.5633803993979598,0.04883730353646917,-11.535862109529788,8.701107360102699e-31,0.5692814090304898,,,,
BLOG005,age_final_bin_v2_70+,-0.5869153856195698,0.06620420899260523,-8.86522767283763,7.634790205875983e-19,0.5560398105314459,,,,
RLOG001,RevolvingUtilization_capped_scaled,0.660273304148922,,,,1.935321193440719,-3.1119358960570938,l1,0.01,liblinear
RLOG001,age_scaled,0.0,,,,1.0,-3.1119358960570938,l1,0.01,liblinear
RLOG001,age_sq_scaled,-0.23303129345647167,,,,0.7921287846888082,-3.1119358960570938,l1,0.01,liblinear
RLOG001,NumberOfTime30-59DaysPastDueNotWorse_scaled,0.7411893980975883,,,,2.0984298993221957,-3.1119358960570938,l1,0.01,liblinear
RLOG001,DebtRatio_capped_scaled,0.0,,,,1.0,-3.1119358960570938,l1,0.01,liblinear
RLOG001,MonthlyIncome_median_scaled,-0.12035889071938086,,,,0.8866021863155642,-3.1119358960570938,l1,0.01,liblinear
RLOG001,NumberOfOpenCreditLinesAndLoans_scaled,0.11221449556919166,,,,1.1187528024300424,-3.1119358960570938,l1,0.01,liblinear
RLOG001,NumberOfTimes90DaysLate_scaled,0.4032761666908139,,,,1.4967201788517461,-3.1119358960570938,l1,0.01,liblinear
RLOG001,NumberRealEstateLoansOrLines_scaled,0.03959383880817282,,,,1.0403881230859244,-3.1119358960570938,l1,0.01,liblinear
RLOG001,NumberOfTime60-89DaysPastDueNotWorse_scaled,-1.0339807496245217,,,,0.35558863012704583,-3.1119358960570938,l1,0.01,liblinear
RLOG001,NumberOfDependents_median_scaled,0.055131437366244145,,,,1.0566794927178993,-3.1119358960570938,l1,0.01,liblinear
RLOG001,RevolvingUtilization_log_scaled,0.2576852130481991,,,,1.2939314417747476,-3.1119358960570938,l1,0.01,liblinear
RLOG001,DebtRatio_log_scaled,0.0,,,,1.0,-3.1119358960570938,l1,0.01,liblinear
RLOG001,MonthlyIncome_missing_flag_scaled,0.0,,,,1.0,-3.1119358960570938,l1,0.01,liblinear
RLOG001,NumberOfDependents_missing_flag_scaled,0.0,,,,1.0,-3.1119358960570938,l1,0.01,liblinear
RLOG001,DebtRatio_high_flag_scaled,-0.0057377925964821,,,,0.9942786370970474,-3.1119358960570938,l1,0.01,liblinear
RLOG001,RevolvingUtilization_high_flag_scaled,-0.13214279786991245,,,,0.8762158643863699,-3.1119358960570938,l1,0.01,liblinear
RLOG002,RevolvingUtilization_capped_scaled,0.6815531717701316,,,,1.9769458854695516,-3.187141016552832,l1,0.1,liblinear
RLOG002,age_scaled,0.0,,,,1.0,-3.187141016552832,l1,0.1,liblinear
RLOG002,age_sq_scaled,-0.2609618780096105,,,,0.7703102848166203,-3.187141016552832,l1,0.1,liblinear
RLOG002,NumberOfTime30-59DaysPastDueNotWorse_scaled,1.125320790866151,,,,3.081205112853476,-3.187141016552832,l1,0.1,liblinear
RLOG002,DebtRatio_capped_scaled,-0.3806237551133179,,,,0.6834349801690329,-3.187141016552832,l1,0.1,liblinear
RLOG002,MonthlyIncome_median_scaled,-0.2349064744659868,,,,0.7906447916473018,-3.187141016552832,l1,0.1,liblinear
RLOG002,NumberOfOpenCreditLinesAndLoans_scaled,0.11761499383638672,,,,1.124810968835519,-3.187141016552832,l1,0.1,liblinear
RLOG002,NumberOfTimes90DaysLate_scaled,1.0301057776074662,,,,2.8013621404124076,-3.187141016552832,l1,0.1,liblinear
RLOG002,NumberRealEstateLoansOrLines_scaled,0.03769101021251085,,,,1.038410325116756,-3.187141016552832,l1,0.1,liblinear
RLOG002,NumberOfTime60-89DaysPastDueNotWorse_scaled,-2.0370203983969457,,,,0.13041672240662341,-3.187141016552832,l1,0.1,liblinear
RLOG002,NumberOfDependents_median_scaled,0.06475029651599407,,,,1.0668925843247055,-3.187141016552832,l1,0.1,liblinear
RLOG002,RevolvingUtilization_log_scaled,0.22790040634262168,,,,1.2559602335300886,-3.187141016552832,l1,0.1,liblinear
RLOG002,DebtRatio_log_scaled,0.45690654224982435,,,,1.5791812906221232,-3.187141016552832,l1,0.1,liblinear
RLOG002,MonthlyIncome_missing_flag_scaled,0.0683391086073824,,,,1.070728340118021,-3.187141016552832,l1,0.1,liblinear
RLOG002,NumberOfDependents_missing_flag_scaled,0.0,,,,1.0,-3.187141016552832,l1,0.1,liblinear
RLOG002,DebtRatio_high_flag_scaled,-0.14100565478167246,,,,0.868484400594111,-3.187141016552832,l1,0.1,liblinear
RLOG002,RevolvingUtilization_high_flag_scaled,-0.14147416025004278,,,,0.8680776062033775,-3.187141016552832,l1,0.1,liblinear
RLOG003,RevolvingUtilization_capped_scaled,0.7041314353627293,,,,2.0220896064391467,-3.1983931792060845,l1,1.0,liblinear
RLOG003,age_scaled,0.070386242641455,,,,1.0729225096576238,-3.1983931792060845,l1,1.0,liblinear
RLOG003,age_sq_scaled,-0.3407522843657595,,,,0.7112350704330065,-3.1983931792060845,l1,1.0,liblinear
RLOG003,NumberOfTime30-59DaysPastDueNotWorse_scaled,1.16215249700356,,,,3.1968069931082286,-3.1983931792060845,l1,1.0,liblinear
RLOG003,DebtRatio_capped_scaled,-0.819931579783024,,,,0.44046178996628926,-3.1983931792060845,l1,1.0,liblinear
RLOG003,MonthlyIncome_median_scaled,-0.24008815849157,,,,0.7865585161976093,-3.1983931792060845,l1,1.0,liblinear
RLOG003,NumberOfOpenCreditLinesAndLoans_scaled,0.11212304630083404,,,,1.118650497982692,-3.1983931792060845,l1,1.0,liblinear
RLOG003,NumberOfTimes90DaysLate_scaled,1.0975117391785902,,,,2.9967001676788954,-3.1983931792060845,l1,1.0,liblinear
RLOG003,NumberRealEstateLoansOrLines_scaled,0.02973386024803414,,,,1.0301803255299378,-3.1983931792060845,l1,1.0,liblinear
RLOG003,NumberOfTime60-89DaysPastDueNotWorse_scaled,-2.1399272587741076,,,,0.11766340169057303,-3.1983931792060845,l1,1.0,liblinear
RLOG003,NumberOfDependents_median_scaled,0.0636623149351831,,,,1.0657324560577868,-3.1983931792060845,l1,1.0,liblinear
RLOG003,RevolvingUtilization_log_scaled,0.2007515187476438,,,,1.2223210102299562,-3.1983931792060845,l1,1.0,liblinear
RLOG003,DebtRatio_log_scaled,0.7287260855114397,,,,2.072438815489017,-3.1983931792060845,l1,1.0,liblinear
RLOG003,MonthlyIncome_missing_flag_scaled,0.10289819019320523,,,,1.1083785595245086,-3.1983931792060845,l1,1.0,liblinear
RLOG003,NumberOfDependents_missing_flag_scaled,-0.0010534248843874375,,,,0.9989471297728257,-3.1983931792060845,l1,1.0,liblinear
RLOG003,DebtRatio_high_flag_scaled,0.0,,,,1.0,-3.1983931792060845,l1,1.0,liblinear
RLOG003,RevolvingUtilization_high_flag_scaled,-0.14343273050562202,,,,0.8663790791096173,-3.1983931792060845,l1,1.0,liblinear
RLOG004,RevolvingUtilization_capped_scaled,0.7073206689443966,,,,2.0285488170079393,-3.1997038780971976,l1,10.0,liblinear
RLOG004,age_scaled,0.08538464434260805,,,,1.0891359161076688,-3.1997038780971976,l1,10.0,liblinear
RLOG004,age_sq_scaled,-0.3573024581156185,,,,0.6995608778682708,-3.1997038780971976,l1,10.0,liblinear
RLOG004,NumberOfTime30-59DaysPastDueNotWorse_scaled,1.1657113365332166,,,,3.208204184562617,-3.1997038780971976,l1,10.0,liblinear
RLOG004,DebtRatio_capped_scaled,-0.8682364527771235,,,,0.4196910419623382,-3.1997038780971976,l1,10.0,liblinear
RLOG004,MonthlyIncome_median_scaled,-0.2411115033287863,,,,0.7857540073161042,-3.1997038780971976,l1,10.0,liblinear
RLOG004,NumberOfOpenCreditLinesAndLoans_scaled,0.11148026686964346,,,,1.1179316834962298,-3.1997038780971976,l1,10.0,liblinear
RLOG004,NumberOfTimes90DaysLate_scaled,1.1042107760758506,,,,3.0168425646749077,-3.1997038780971976,l1,10.0,liblinear
RLOG004,NumberRealEstateLoansOrLines_scaled,0.028820829130187738,,,,1.0292401680975432,-3.1997038780971976,l1,10.0,liblinear
RLOG004,NumberOfTime60-89DaysPastDueNotWorse_scaled,-2.1500359640649047,,,,0.11647996860501664,-3.1997038780971976,l1,10.0,liblinear
RLOG004,NumberOfDependents_median_scaled,0.06334562379581961,,,,1.0653950014692806,-3.1997038780971976,l1,10.0,liblinear
RLOG004,RevolvingUtilization_log_scaled,0.19706384082786463,,,,1.217821784975197,-3.1997038780971976,l1,10.0,liblinear
RLOG004,DebtRatio_log_scaled,0.7570542594622875,,,,2.1319866817759245,-3.1997038780971976,l1,10.0,liblinear
RLOG004,MonthlyIncome_missing_flag_scaled,0.10644090798518878,,,,1.1123121957348785,-3.1997038780971976,l1,10.0,liblinear
RLOG004,NumberOfDependents_missing_flag_scaled,-0.0012875301253314107,,,,0.9987132983859645,-3.1997038780971976,l1,10.0,liblinear
RLOG004,DebtRatio_high_flag_scaled,0.01724798801574222,,,,1.0173975934542612,-3.1997038780971976,l1,10.0,liblinear
RLOG004,RevolvingUtilization_high_flag_scaled,-0.14368305973187273,,,,0.8661622262485409,-3.1997038780971976,l1,10.0,liblinear
RLOG005,RevolvingUtilization_capped_scaled,0.5479153502360282,,,,1.7296435559119572,-3.0748324753401097,l2,0.01,liblinear
RLOG005,age_scaled,-0.0341154363725226,,,,0.9664599335690311,-3.0748324753401097,l2,0.01,liblinear
RLOG005,age_sq_scaled,-0.20227267361720092,,,,0.8168721580857496,-3.0748324753401097,l2,0.01,liblinear
RLOG005,NumberOfTime30-59DaysPastDueNotWorse_scaled,0.7272492180996099,,,,2.0693803571640355,-3.0748324753401097,l2,0.01,liblinear
RLOG005,DebtRatio_capped_scaled,-0.1167883973660592,,,,0.8897734516506929,-3.0748324753401097,l2,0.01,liblinear
RLOG005,MonthlyIncome_median_scaled,-0.2217523251245536,,,,0.8011137555150052,-3.0748324753401097,l2,0.01,liblinear
RLOG005,NumberOfOpenCreditLinesAndLoans_scaled,0.11712147252607803,,,,1.1242559876111247,-3.0748324753401097,l2,0.01,liblinear
RLOG005,NumberOfTimes90DaysLate_scaled,0.5306168858835466,,,,1.6999806793061314,-3.0748324753401097,l2,0.01,liblinear
RLOG005,NumberRealEstateLoansOrLines_scaled,0.04186023305619377,,,,1.042748726762648,-3.0748324753401097,l2,0.01,liblinear
RLOG005,NumberOfTime60-89DaysPastDueNotWorse_scaled,-1.1449809273334237,,,,0.3182299872269797,-3.0748324753401097,l2,0.01,liblinear
RLOG005,NumberOfDependents_median_scaled,0.06699545476034449,,,,1.0692906179814348,-3.0748324753401097,l2,0.01,liblinear
RLOG005,RevolvingUtilization_log_scaled,0.34970468622209905,,,,1.4186485402668967,-3.0748324753401097,l2,0.01,liblinear
RLOG005,DebtRatio_log_scaled,0.24799404850118306,,,,1.2814523056094456,-3.0748324753401097,l2,0.01,liblinear
RLOG005,MonthlyIncome_missing_flag_scaled,0.056457318369164,,,,1.0580814531944678,-3.0748324753401097,l2,0.01,liblinear
RLOG005,NumberOfDependents_missing_flag_scaled,-0.0016282841031773874,,,,0.9983730408321616,-3.0748324753401097,l2,0.01,liblinear
RLOG005,DebtRatio_high_flag_scaled,-0.18851142503297424,,,,0.8281910412746338,-3.0748324753401097,l2,0.01,liblinear
RLOG005,RevolvingUtilization_high_flag_scaled,-0.13053403823941884,,,,0.8776266195753255,-3.0748324753401097,l2,0.01,liblinear
RLOG006,RevolvingUtilization_capped_scaled,0.6519964883938318,,,,1.9193690042290454,-3.184229985448564,l2,0.1,liblinear
RLOG006,age_scaled,0.06673959084429193,,,,1.0690170600948081,-3.184229985448564,l2,0.1,liblinear
RLOG006,age_sq_scaled,-0.33303891811222885,,,,0.7167422993556505,-3.184229985448564,l2,0.1,liblinear
RLOG006,NumberOfTime30-59DaysPastDueNotWorse_scaled,1.0947956964436472,,,,2.9885720451204674,-3.184229985448564,l2,0.1,liblinear
RLOG006,DebtRatio_capped_scaled,-0.512587501285485,,,,0.5989438042053381,-3.184229985448564,l2,0.1,liblinear
RLOG006,MonthlyIncome_median_scaled,-0.24952411984288952,,,,0.7791714871087626,-3.184229985448564,l2,0.1,liblinear
RLOG006,NumberOfOpenCreditLinesAndLoans_scaled,0.11593467716000573,,,,1.1229225172494859,-3.184229985448564,l2,0.1,liblinear
RLOG006,NumberOfTimes90DaysLate_scaled,0.9958532992349398,,,,2.7070332654521065,-3.184229985448564,l2,0.1,liblinear
RLOG006,NumberRealEstateLoansOrLines_scaled,0.035102266812780177,,,,1.0357256237421941,-3.184229985448564,l2,0.1,liblinear
RLOG006,NumberOfTime60-89DaysPastDueNotWorse_scaled,-1.9724553346508333,,,,0.13911486298941209,-3.184229985448564,l2,0.1,liblinear
RLOG006,NumberOfDependents_median_scaled,0.06468499082661433,,,,1.0668229124440018,-3.184229985448564,l2,0.1,liblinear
RLOG006,RevolvingUtilization_log_scaled,0.25731196580714166,,,,1.293448575553836,-3.184229985448564,l2,0.1,liblinear
RLOG006,DebtRatio_log_scaled,0.5451943816619386,,,,1.7249436472036064,-3.184229985448564,l2,0.1,liblinear
RLOG006,MonthlyIncome_missing_flag_scaled,0.09391918023963758,,,,1.098470964169473,-3.184229985448564,l2,0.1,liblinear
RLOG006,NumberOfDependents_missing_flag_scaled,-0.0012609111496231962,,,,0.9987398834648259,-3.184229985448564,l2,0.1,liblinear
RLOG006,DebtRatio_high_flag_scaled,-0.11953317706454483,,,,0.8873345681744516,-3.184229985448564,l2,0.1,liblinear
RLOG006,RevolvingUtilization_high_flag_scaled,-0.14035141395257397,,,,0.8690527844581062,-3.184229985448564,l2,0.1,liblinear
RLOG007,RevolvingUtilization_capped_scaled,0.7002873977423563,,,,2.0143315386256666,-3.1981936376833215,l2,1.0,liblinear
RLOG007,age_scaled,0.08516593443918297,,,,1.0888977373436168,-3.1981936376833215,l2,1.0,liblinear
RLOG007,age_sq_scaled,-0.35663360594615257,,,,0.7000289371929045,-3.1981936376833215,l2,1.0,liblinear
RLOG007,NumberOfTime30-59DaysPastDueNotWorse_scaled,1.1584489783881036,,,,3.1849894556417206,-3.1981936376833215,l2,1.0,liblinear
RLOG007,DebtRatio_capped_scaled,-0.8206657669199965,,,,0.44013852726794633,-3.1981936376833215,l2,1.0,liblinear
RLOG007,MonthlyIncome_median_scaled,-0.24275355086140077,,,,0.7844648206297293,-3.1981936376833215,l2,1.0,liblinear
RLOG007,NumberOfOpenCreditLinesAndLoans_scaled,0.11208060825513487,,,,1.1186030256490607,-3.1981936376833215,l2,1.0,liblinear
