table_name,model_id,split,predicted_prob,actual_rate,bin,count
calibration,GNB003,validation,0.0127570109042391,0.0307898259705488,4,
calibration,GNB003,validation,0.0158240555533569,0.036813922356091,5,
calibration,GNB003,validation,0.019769856464878,0.0419549207766123,6,
calibration,GNB003,validation,0.0255710156094397,0.0526550647032574,7,
calibration,GNB003,validation,0.0365532171952987,0.0700736442758312,8,
calibration,GNB003,validation,0.0607924463681596,0.1202588130298973,9,
calibration,GNB003,validation,0.2011177502334233,0.2333779562695225,10,
calibration,GNB004,train,0.0017330772337915,0.0216102505259131,1,
calibration,GNB004,train,0.0042139702886235,0.0225686143253323,2,
calibration,GNB004,train,0.0071611127591671,0.029645213732428,3,
calibration,GNB004,train,0.0096667436834185,0.0338529214879984,4,
calibration,GNB004,train,0.0122723086121736,0.0367183017785427,5,
calibration,GNB004,train,0.0157345108506908,0.044085301711772,6,
calibration,GNB004,train,0.0212665332604293,0.0481017500239074,7,
calibration,GNB004,train,0.032821227716499,0.0745911829396576,8,
calibration,GNB004,train,0.0615883001919918,0.1188677440948646,9,
calibration,GNB004,train,0.2004086899290927,0.2399120290686555,10,
calibration,GNB004,validation,0.0017557244832758,0.0238732708612226,1,
calibration,GNB004,validation,0.0042723311986864,0.0249888442659527,2,
calibration,GNB004,validation,0.0072137357684248,0.0330283418879714,3,
calibration,GNB004,validation,0.0097008987935705,0.0298973672467648,4,
calibration,GNB004,validation,0.0123210036974769,0.037260151717983,5,
calibration,GNB004,validation,0.0158052431065602,0.0406159339433162,6,
calibration,GNB004,validation,0.021335017289185,0.0522088353413654,7,
calibration,GNB004,validation,0.032643523619532,0.0696273153313992,8,
calibration,GNB004,validation,0.0610064042262406,0.1182507809013833,9,
calibration,GNB004,validation,0.2018488340399803,0.2402945113788487,10,
calibration,GNB005,train,0.00158834408018,0.0204628035953337,1,
calibration,GNB005,train,0.0040555851021872,0.0240030601510949,2,
calibration,GNB005,train,0.0070079772700632,0.0275413598546428,3,
calibration,GNB005,train,0.0095134608970076,0.0327053648273883,4,
calibration,GNB005,train,0.012137895493436,0.0379613692866704,5,
calibration,GNB005,train,0.0156016009727037,0.044085301711772,6,
calibration,GNB005,train,0.0210728440129716,0.0474323419718848,7,
calibration,GNB005,train,0.0325180165482755,0.0757387396002677,8,
