model_id,model_family,model_name,dataset_type,feature_count,features,params,selected_flag,notes,train_auc,train_gini,train_ks,train_pr_auc,train_log_loss,train_brier_score,train_accuracy,train_precision,train_recall,train_f1,train_true_negative,train_false_positive,train_false_negative,train_true_positive,train_threshold,validation_auc,validation_gini,validation_ks,validation_pr_auc,validation_log_loss,validation_brier_score,validation_accuracy,validation_precision,validation_recall,validation_f1,validation_true_negative,validation_false_positive,validation_false_negative,validation_true_positive,validation_threshold,validation_auc_increment,validation_max_vif,validation_vif_flag,validation_num_features_above_vif_threshold,validation_auc_train_validation_gap
RLOG001,logistic,Regularized logistic,scaled,17,"RevolvingUtilization_capped_scaled, age_scaled, age_sq_scaled, NumberOfTime30-59DaysPastDueNotWorse_scaled, DebtRatio_capped_scaled, MonthlyIncome_median_scaled, NumberOfOpenCreditLinesAndLoans_scaled, NumberOfTimes90DaysLate_scaled, NumberRealEstateLoansOrLines_scaled, NumberOfTime60-89DaysPastDueNotWorse_scaled, NumberOfDependents_median_scaled, RevolvingUtilization_log_scaled, DebtRatio_log_scaled, MonthlyIncome_missing_flag_scaled, NumberOfDependents_missing_flag_scaled, DebtRatio_high_flag_scaled, RevolvingUtilization_high_flag_scaled","{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear'}",False,regularized_logistic_scaled_features,0.8037757322496184,0.6075514644992368,0.4742259812116607,0.27600001453503625,0.20403206252714212,0.05532975443854119,0.9334340604171248,0.565597667638484,0.02769055095632315,0.05279629881616547,97418,149,6812,194,0.5,0.806244735000654,0.6124894700013079,0.47780967776663,0.28175373170133444,0.20343738318511875,0.05519870941076537,0.9334181225874111,0.5620915032679739,0.02863802863802864,0.05449936628643853,41747,67,2917,86,0.5,,,,,
RLOG002,logistic,Regularized logistic,scaled,17,"RevolvingUtilization_capped_scaled, age_scaled, age_sq_scaled, NumberOfTime30-59DaysPastDueNotWorse_scaled, DebtRatio_capped_scaled, MonthlyIncome_median_scaled, NumberOfOpenCreditLinesAndLoans_scaled, NumberOfTimes90DaysLate_scaled, NumberRealEstateLoansOrLines_scaled, NumberOfTime60-89DaysPastDueNotWorse_scaled, NumberOfDependents_median_scaled, RevolvingUtilization_log_scaled, DebtRatio_log_scaled, MonthlyIncome_missing_flag_scaled, NumberOfDependents_missing_flag_scaled, DebtRatio_high_flag_scaled, RevolvingUtilization_high_flag_scaled","{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear'}",False,regularized_logistic_scaled_features,0.8045843211466877,0.6091686422933753,0.4749660978702906,0.29039959001495785,0.20256339207350726,0.0546494050359197,0.9341799508477332,0.5977742448330684,0.0536682843277191,0.09849377865094958,97314,253,6630,376,0.5,0.807548910648351,0.615097821296702,0.47920611459139223,0.29372877179149004,0.20176004123897534,0.054521668695544104,0.934042885512194,0.5842293906810035,0.05427905427905428,0.09932967702620353,41698,116,2840,163,0.5,,,,,
RLOG003,logistic,Regularized logistic,scaled,17,"RevolvingUtilization_capped_scaled, age_scaled, age_sq_scaled, NumberOfTime30-59DaysPastDueNotWorse_scaled, DebtRatio_capped_scaled, MonthlyIncome_median_scaled, NumberOfOpenCreditLinesAndLoans_scaled, NumberOfTimes90DaysLate_scaled, NumberRealEstateLoansOrLines_scaled, NumberOfTime60-89DaysPastDueNotWorse_scaled, NumberOfDependents_median_scaled, RevolvingUtilization_log_scaled, DebtRatio_log_scaled, MonthlyIncome_missing_flag_scaled, NumberOfDependents_missing_flag_scaled, DebtRatio_high_flag_scaled, RevolvingUtilization_high_flag_scaled","{'penalty': 'l1', 'C': 1.0, 'solver': 'liblinear'}",False,regularized_logistic_scaled_features,0.8043732113951042,0.6087464227902084,0.47489148200964987,0.2914571468964301,0.2025153400956794,0.054594599654194054,0.9342182016390465,0.5943536404160475,0.05709391949757351,0.10418023180101575,97294,273,6606,400,0.5,0.8073018442153181,0.6146036884306363,0.4778886393178257,0.2939942503265231,0.20171856200259944,0.05447257559513629,0.9340875114353928,0.584192439862543,0.05661005661005661,0.10321797207043108,41693,121,2833,170,0.5,,,,,
RLOG004,logistic,Regularized logistic,scaled,17,"RevolvingUtilization_capped_scaled, age_scaled, age_sq_scaled, NumberOfTime30-59DaysPastDueNotWorse_scaled, DebtRatio_capped_scaled, MonthlyIncome_median_scaled, NumberOfOpenCreditLinesAndLoans_scaled, NumberOfTimes90DaysLate_scaled, NumberRealEstateLoansOrLines_scaled, NumberOfTime60-89DaysPastDueNotWorse_scaled, NumberOfDependents_median_scaled, RevolvingUtilization_log_scaled, DebtRatio_log_scaled, MonthlyIncome_missing_flag_scaled, NumberOfDependents_missing_flag_scaled, DebtRatio_high_flag_scaled, RevolvingUtilization_high_flag_scaled","{'penalty': 'l1', 'C': 10.0, 'solver': 'liblinear'}",False,regularized_logistic_scaled_features,0.8043326806049885,0.608665361209977,0.4748515802843151,0.29155472850644937,0.20251464310521086,0.054589327268238674,0.9342086389412181,0.5931952662721893,0.05723665429631744,0.10439989586045301,97292,275,6605,401,0.5,0.807258759798579,0.614517519597158,0.47767884767454294,0.29398109517254417,0.20171979202957885,0.05446835630324921,0.9341098243969922,0.5856164383561644,0.056943056943056944,0.10379362670713202,41693,121,2832,171,0.5,,,,,
RLOG005,logistic,Regularized logistic,scaled,17,"RevolvingUtilization_capped_scaled, age_scaled, age_sq_scaled, NumberOfTime30-59DaysPastDueNotWorse_scaled, DebtRatio_capped_scaled, MonthlyIncome_median_scaled, NumberOfOpenCreditLinesAndLoans_scaled, NumberOfTimes90DaysLate_scaled, NumberRealEstateLoansOrLines_scaled, NumberOfTime60-89DaysPastDueNotWorse_scaled, NumberOfDependents_median_scaled, RevolvingUtilization_log_scaled, DebtRatio_log_scaled, MonthlyIncome_missing_flag_scaled, NumberOfDependents_missing_flag_scaled, DebtRatio_high_flag_scaled, RevolvingUtilization_high_flag_scaled","{'penalty': 'l2', 'C': 0.01, 'solver': 'liblinear'}",False,regularized_logistic_scaled_features,0.8049277129810656,0.6098554259621312,0.4750926101123989,0.2804740955705454,0.2036407080195369,0.05517213510258951,0.933558375488893,0.580110497237569,0.029974307736226093,0.057003257328990226,97415,152,6796,210,0.5,0.8076789642652751,0.6153579285305502,0.4768545655329986,0.2847490091460692,0.2030529299347145,0.05505599285121338,0.9334850614722092,0.56875,0.030303030303030304,0.05754030983243756,41745,69,2912,91,0.5,,,,,
RLOG006,logistic,Regularized logistic,scaled,17,"RevolvingUtilization_capped_scaled, age_scaled, age_sq_scaled, NumberOfTime30-59DaysPastDueNotWorse_scaled, DebtRatio_capped_scaled, MonthlyIncome_median_scaled, NumberOfOpenCreditLinesAndLoans_scaled, NumberOfTimes90DaysLate_scaled, NumberRealEstateLoansOrLines_scaled, NumberOfTime60-89DaysPastDueNotWorse_scaled, NumberOfDependents_median_scaled, RevolvingUtilization_log_scaled, DebtRatio_log_scaled, MonthlyIncome_missing_flag_scaled, NumberOfDependents_missing_flag_scaled, DebtRatio_high_flag_scaled, RevolvingUtilization_high_flag_scaled","{'penalty': 'l2', 'C': 0.1, 'solver': 'liblinear'}",False,regularized_logistic_scaled_features,0.8046944118721366,0.6093888237442733,0.4765480202408235,0.2902150697636064,0.20255782071776587,0.05466420769534766,0.9340938865672783,0.5943708609271523,0.05124179274907222,0.09434954007884362,97322,245,6647,359,0.5,0.8076700367918621,0.6153400735837242,0.47895575510728333,0.2933839735141989,0.2017977393652506,0.05454493502977246,0.9340875114353928,0.5924528301886792,0.05228105228105228,0.09608323133414932,41706,108,2846,157,0.5,,,,,
RLOG007,logistic,Regularized logistic,scaled,17,"RevolvingUtilization_capped_scaled, age_scaled, age_sq_scaled, NumberOfTime30-59DaysPastDueNotWorse_scaled, DebtRatio_capped_scaled, MonthlyIncome_median_scaled, NumberOfOpenCreditLinesAndLoans_scaled, NumberOfTimes90DaysLate_scaled, NumberRealEstateLoansOrLines_scaled, NumberOfTime60-89DaysPastDueNotWorse_scaled, NumberOfDependents_median_scaled, RevolvingUtilization_log_scaled, DebtRatio_log_scaled, MonthlyIncome_missing_flag_scaled, NumberOfDependents_missing_flag_scaled, DebtRatio_high_flag_scaled, RevolvingUtilization_high_flag_scaled","{'penalty': 'l2', 'C': 1.0, 'solver': 'liblinear'}",False,regularized_logistic_scaled_features,0.8043752785312326,0.6087505570624652,0.4749893601007049,0.29146759571936864,0.2025153442378004,0.05459606540642226,0.9342086389412181,0.5940298507462687,0.05680844990008564,0.10369984366857739,97295,272,6608,398,0.5,0.807308860365253,0.6146177207305059,0.47817925605269557,0.29393229076382504,0.20172425333785737,0.05447541044041566,0.9341098243969922,0.5862068965517241,0.05661005661005661,0.1032493167324628,41694,120,2833,170,0.5,,,,,
RLOG008,logistic,Regularized logistic,scaled,17,"RevolvingUtilization_capped_scaled, age_scaled, age_sq_scaled, NumberOfTime30-59DaysPastDueNotWorse_scaled, DebtRatio_capped_scaled, MonthlyIncome_median_scaled, NumberOfOpenCreditLinesAndLoans_scaled, NumberOfTimes90DaysLate_scaled, NumberRealEstateLoansOrLines_scaled, NumberOfTime60-89DaysPastDueNotWorse_scaled, NumberOfDependents_median_scaled, RevolvingUtilization_log_scaled, DebtRatio_log_scaled, MonthlyIncome_missing_flag_scaled, NumberOfDependents_missing_flag_scaled, DebtRatio_high_flag_scaled, RevolvingUtilization_high_flag_scaled","{'penalty': 'l2', 'C': 10.0, 'solver': 'liblinear'}",False,regularized_logistic_scaled_features,0.804334531225797,0.608669062451594,0.47495483029600916,0.2915601336660888,0.2025146260796574,0.054589512346346056,0.9342086389412181,0.5931952662721893,0.05723665429631744,0.10439989586045301,97292,275,6605,401,0.5,0.8072605994474269,0.6145211988948538,0.47770276310956467,0.29398459298125246,0.20172019663300889,0.054468564711812856,0.9341098243969922,0.5856164383561644,0.056943056943056944,0.10379362670713202,41693,121,2832,171,0.5,,,,,
GNB001,naive_bayes,GaussianNB baseline,scaled,17,"RevolvingUtilization_capped_scaled, age_scaled, age_sq_scaled, NumberOfTime30-59DaysPastDueNotWorse_scaled, DebtRatio_capped_scaled, MonthlyIncome_median_scaled, NumberOfOpenCreditLinesAndLoans_scaled, NumberOfTimes90DaysLate_scaled, NumberRealEstateLoansOrLines_scaled, NumberOfTime60-89DaysPastDueNotWorse_scaled, NumberOfDependents_median_scaled, RevolvingUtilization_log_scaled, DebtRatio_log_scaled, MonthlyIncome_missing_flag_scaled, NumberOfDependents_missing_flag_scaled, DebtRatio_high_flag_scaled, RevolvingUtilization_high_flag_scaled","{'priors': None, 'var_smoothing': 1e-09}",False,all_scaled_features,0.7862362248381805,0.5724724496763609,0.45973510240081816,0.2421572988471863,0.4415747491608605,0.06195836763626947,0.9315693343406042,0.4358974358974359,0.07279474735940622,0.12475538160469667,96907,660,6496,510,0.5,0.7839026138638708,0.5678052277277417,0.4539471147305844,0.24431200038973838,0.4427518603614709,0.06181463611192905,0.9322355356226432,0.4671814671814672,0.08058608058608059,0.1374609485941494,41538,276,2761,242,0.5,,,,,
GNB002,naive_bayes,GaussianNB PCA 0.7,scaled_pca,5,"PC1, PC2, PC3, PC4, PC5","{'pca_variance_threshold': 0.7, 'n_components': 5}",False,pca_variant,0.7491007241000842,0.49820144820016843,0.38659549295097656,0.19545735983806595,0.2894336681828267,0.06307007266462182,0.9310433859600471,0.3322422258592471,0.028975164145018554,0.053301824865432584,97159,408,6803,203,0.5,0.7481805116329439,0.4963610232658877,0.3914902240343481,0.20615462791542885,0.29046838561154553,0.06246656617858608,0.9316330856594596,0.3906810035842294,0.036297036297036296,0.06642291285801341,41644,170,2894,109,0.5,,,,,
GNB003,naive_bayes,GaussianNB PCA 0.8,scaled_pca,6,"PC1, PC2, PC3, PC4, PC5, PC6","{'pca_variance_threshold': 0.8, 'n_components': 6}",False,pca_variant,0.7330532274152483,0.4661064548304965,0.3663946019032439,0.1947243669714082,0.28142374612614024,0.06182860606866123,0.9311677010318151,0.3549848942598187,0.033542677704824435,0.061293688054251436,97140,427,6771,235,0.5,0.7287081710241416,0.4574163420482833,0.3645830899382341,0.20174998087635826,0.2855103398229579,0.061410771445534126,0.9315884597362608,0.3953488372093023,0.039627039627039624,0.07203389830508475,41632,182,2884,119,0.5,,,,,
GNB004,naive_bayes,GaussianNB PCA 0.9,scaled_pca,8,"PC1, PC2, PC3, PC4, PC5, PC6, PC7, PC8","{'pca_variance_threshold': 0.9, 'n_components': 8}",False,pca_variant,0.7374613008490288,0.47492260169805767,0.37639733464842795,0.1975430230790841,0.3387378914164628,0.06170233604796589,0.9311772637296434,0.36258992805755397,0.03596916928347131,0.0654460459680561,97124,443,6754,252,0.5,0.7328281442573307,0.46565628851466134,0.37304889112896,0.20322464435996945,0.3426969244039133,0.06135878202110378,0.9316777115826583,0.40752351097178685,0.04329004329004329,0.07826610475617098,41625,189,2873,130,0.5,,,,,
GNB005,naive_bayes,GaussianNB PCA 0.95,scaled_pca,9,"PC1, PC2, PC3, PC4, PC5, PC6, PC7, PC8, PC9","{'pca_variance_threshold': 0.95, 'n_components': 9}",False,pca_variant,0.7390585899555073,0.47811717991101466,0.37710451171960996,0.19718704470606996,0.33886431505063236,0.06182175744334024,0.9309573216795922,0.36455696202531646,0.041107622038252925,0.07388404309902515,97065,502,6718,288,0.5,0.7349559330833546,0.4699118661667092,0.37896145085124855,0.20205377065739238,0.34400800192849573,0.06162450736145561,0.9312314523506705,0.38935574229691877,0.04628704628704629,0.08273809523809524,41596,218,2864,139,0.5,,,,,
GNB006,naive_bayes,GaussianNB PCA 0.99,scaled_pca,11,"PC1, PC2, PC3, PC4, PC5, PC6, PC7, PC8, PC9, PC10, PC11","{'pca_variance_threshold': 0.99, 'n_components': 11}",False,pca_variant,0.7383955073995705,0.476791014799141,0.3734002622954362,0.19690715497257943,0.3390255137963222,0.0616852497379693,0.9307947558165109,0.3603385731559855,0.042534970025692266,0.07608834418485894,97038,529,6708,298,0.5,0.7333519743119399,0.46670394862387976,0.37431853553248295,0.2004146786975554,0.3448225005719047,0.0615605598634494,0.9311645134658724,0.3867403314917127,0.046620046620046623,0.08320950965824665,41592,222,2863,140,0.5,,,,,
GNB007,naive_bayes,GaussianNB top_5_permutation_features,scaled_pruned,5,"RevolvingUtilization_log_scaled, RevolvingUtilization_capped_scaled, NumberOfTime30-59DaysPastDueNotWorse_scaled, age_sq_scaled, NumberOfTimes90DaysLate_scaled","{'top_k': 5, 'ranking_method': 'validation_permutation_importance'}",False,feature_pruning_from_permutation_importance,0.8011560863300533,0.6023121726601066,0.4739605158741996,0.27105185489543193,0.31583038248189194,0.06047655185568085,0.9320379065341914,0.4486266531027467,0.06294604624607479,0.1104018024784078,97025,542,6565,441,0.5,0.8018421526815844,0.6036843053631689,0.4711139293575798,0.2792513876473453,0.31572983862170717,0.06002683641075946,0.9326371689314322,0.4817351598173516,0.07026307026307026,0.12263876780005813,41587,227,2792,211,0.5,,,,,
GNB008,naive_bayes,GaussianNB top_8_permutation_features,scaled_pruned,8,"RevolvingUtilization_log_scaled, RevolvingUtilization_capped_scaled, NumberOfTime30-59DaysPastDueNotWorse_scaled, age_sq_scaled, NumberOfTimes90DaysLate_scaled, NumberRealEstateLoansOrLines_scaled, MonthlyIncome_median_scaled, NumberOfDependents_missing_flag_scaled","{'top_k': 8, 'ranking_method': 'validation_permutation_importance'}",False,feature_pruning_from_permutation_importance,0.7931662423849039,0.5863324847698077,0.4695310439972853,0.26318795382651944,0.3084399703889326,0.059480767267962226,0.9314928327579777,0.455518018018018,0.11547245218384242,0.18424049191528125,96600,967,6197,809,0.5,0.7941222136228593,0.5882444272457186,0.46718240863742366,0.27462899965276855,0.30459828115442367,0.058659408776815976,0.9324140393154383,0.4830287206266319,0.12321012321012322,0.19633855133987796,41418,396,2633,370,0.5,,,,,
GNB009,naive_bayes,GaussianNB top_10_permutation_features,scaled_pruned,10,"RevolvingUtilization_log_scaled, RevolvingUtilization_capped_scaled, NumberOfTime30-59DaysPastDueNotWorse_scaled, age_sq_scaled, NumberOfTimes90DaysLate_scaled, NumberRealEstateLoansOrLines_scaled, MonthlyIncome_median_scaled, NumberOfDependents_missing_flag_scaled, NumberOfTime60-89DaysPastDueNotWorse_scaled, age_scaled","{'top_k': 10, 'ranking_method': 'validation_permutation_importance'}",False,feature_pruning_from_permutation_importance,0.7925396814283117,0.5850793628566233,0.469372396785472,0.26297669591341793,0.35615791677370645,0.06128913758407341,0.9317127748080288,0.43744207599629287,0.06737082500713674,0.11675943104514533,96960,607,6534,472,0.5,0.79337473482975,0.5867494696594999,0.4653687298973566,0.2751496486810548,0.3524777588535744,0.06051474605629127,0.9328826115090256,0.494949494949495,0.08158508158508158,0.1400800457404231,41564,250,2758,245,0.5,,,,,
GNB010,naive_bayes,GaussianNB top_12_permutation_features,scaled_pruned,12,"RevolvingUtilization_log_scaled, RevolvingUtilization_capped_scaled, NumberOfTime30-59DaysPastDueNotWorse_scaled, age_sq_scaled, NumberOfTimes90DaysLate_scaled, NumberRealEstateLoansOrLines_scaled, MonthlyIncome_median_scaled, NumberOfDependents_missing_flag_scaled, NumberOfTime60-89DaysPastDueNotWorse_scaled, age_scaled, RevolvingUtilization_high_flag_scaled, NumberOfOpenCreditLinesAndLoans_scaled","{'top_k': 12, 'ranking_method': 'validation_permutation_importance'}",False,feature_pruning_from_permutation_importance,0.7921325170545825,0.5842650341091651,0.469798749097954,0.25246464834395876,0.4405464269081551,0.06255353575814951,0.931320704197068,0.41164658634538154,0.058521267485012844,0.10247438140464883,96981,586,6596,410,0.5,0.7926794630410643,0.5853589260821286,0.4633831276104199,0.2624142345555394,0.43800943197638625,0.061779752022522824,0.9325702300466341,0.4793028322440087,0.07326007326007326,0.1270941652224148,41575,239,2783,220,0.5,,,,,
BNB001,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+","{'alpha': 0.01, 'fit_prior': True}",False,bernoulli_nb_alpha_fit_prior_grid,0.8534560165117626,0.7069120330235252,0.5498928788991984,0.37109583897727183,0.34521656977692006,0.07581222533491871,0.908896177789678,0.37030558699454674,0.5137025406794177,0.43037369207772797,91447,6120,3407,3599,0.5,0.8587046911411955,0.717409382282391,0.5678471334950026,0.38267977340044035,0.33962973132100044,0.0751062548403582,0.9093201240600665,0.37293413173652695,0.5184815184815185,0.43382557815547507,39196,2618,1446,1557,0.5,,,,,
BNB002,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+","{'alpha': 0.01, 'fit_prior': False}",False,bernoulli_nb_alpha_fit_prior_grid,0.8534560165117626,0.7069120330235252,0.5498928788991984,0.37109583897727183,0.5888785465532299,0.13361178661438608,0.8296787889799471,0.23818754543251758,0.7015415358264345,0.3556311276726602,81847,15720,2091,4915,0.5,0.8587046911411955,0.717409382282391,0.5678471334950026,0.38267977340044035,0.5833827669345046,0.13223089276170333,0.8312247584621907,0.24129325014180375,0.7082917082917083,0.3599593839905229,35126,6688,876,2127,0.5,,,,,
BNB003,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+","{'alpha': 0.05, 'fit_prior': True}",False,bernoulli_nb_alpha_fit_prior_grid,0.8534560618629444,0.7069121237258889,0.5500151149637391,0.3710951464567882,0.34521312918609615,0.07581166658062871,0.908896177789678,0.37030558699454674,0.5137025406794177,0.43037369207772797,91447,6120,3407,3599,0.5,0.8587046991050434,0.7174093982100869,0.5678471334950026,0.3826792807161465,0.3396263797845208,0.07510571574219214,0.9093201240600665,0.37293413173652695,0.5184815184815185,0.43382557815547507,39196,2618,1446,1557,0.5,,,,,
BNB004,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+","{'alpha': 0.05, 'fit_prior': False}",False,bernoulli_nb_alpha_fit_prior_grid,0.8534560618629444,0.7069121237258889,0.5500151149637391,0.3710951464567882,0.5888702774644591,0.1336098707791113,0.8296787889799471,0.23818754543251758,0.7015415358264345,0.3556311276726602,81847,15720,2091,4915,0.5,0.8587046991050434,0.7174093982100869,0.5678471334950026,0.3826792807161465,0.5833746193959687,0.13222900894736592,0.8312247584621907,0.24129325014180375,0.7082917082917083,0.3599593839905229,35126,6688,876,2127,0.5,,,,,
