model_id,split,top_population_pct,top_bucket_bad_rate,top_bucket_default_capture,top_bucket_avg_pd,row_count
BNB007,train,0.2,0.23596633833795544,0.7043962318013132,0.5041701728132437,20914
BNB007,validation,0.05,0.4732142857142857,0.35298035298035296,0.987356404301497,2240
BNB007,validation,0.1,0.3624191028788217,0.5407925407925408,0.8440736521357282,4481
BNB007,validation,0.2,0.2384246346089479,0.7116217116217116,0.5048607866514128,8963
BNB008,train,0.05,0.46958684009181334,0.3504139309163574,0.9989892262073458,5228
BNB008,train,0.1,0.35746389978005166,0.5335426777048244,0.9822359559753852,10457
BNB008,train,0.2,0.23596633833795544,0.7043962318013132,0.8371637124552466,20914
BNB008,validation,0.05,0.4732142857142857,0.35298035298035296,0.999060443458697,2240
BNB008,validation,0.1,0.3624191028788217,0.5407925407925408,0.9823556104126373,4481
BNB008,validation,0.2,0.2384246346089479,0.7116217116217116,0.8367312286501598,8963
BNB009,train,0.05,0.46958684009181334,0.3504139309163574,0.9864358053905395,5228
BNB009,train,0.1,0.3573682700583341,0.5333999429060805,0.8430232131409653,10457
BNB009,train,0.2,0.23596633833795544,0.7043962318013132,0.5041342087151234,20914
BNB009,validation,0.05,0.4732142857142857,0.35298035298035296,0.9873517744909043,2240
BNB009,validation,0.1,0.3624191028788217,0.5407925407925408,0.8440407044798931,4481
BNB009,validation,0.2,0.2384246346089479,0.7116217116217116,0.5048255754977771,8963
BNB010,train,0.05,0.46958684009181334,0.3504139309163574,0.9989888276155848,5228
BNB010,train,0.1,0.3573682700583341,0.5333999429060805,0.9822305657184415,10457
BNB010,train,0.2,0.23596633833795544,0.7043962318013132,0.8371277001591048,20914
BNB010,validation,0.05,0.4732142857142857,0.35298035298035296,0.999060086579898,2240
BNB010,validation,0.1,0.3624191028788217,0.5407925407925408,0.9823502882768792,4481
BNB010,validation,0.2,0.2384246346089479,0.7116217116217116,0.8366969007283389,8963
BNB011,train,0.05,0.46958684009181334,0.3504139309163574,0.9864254800354523,5228
BNB011,train,0.1,0.35746389978005166,0.5335426777048244,0.8429563924761717,10457
BNB011,train,0.2,0.23596633833795544,0.7043962318013132,0.5040622283950206,20914
BNB011,validation,0.05,0.4732142857142857,0.35298035298035296,0.9873424953579185,2240
BNB011,validation,0.1,0.3626422673510377,0.5411255411255411,0.8439747752401217,4481
BNB011,validation,0.2,0.2384246346089479,0.7116217116217116,0.5047551015178945,8963
BNB012,train,0.05,0.46958684009181334,0.3504139309163574,0.9989880287728612,5228
BNB012,train,0.1,0.35746389978005166,0.5335426777048244,0.982219769477489,10457
BNB012,train,0.2,0.23596633833795544,0.7043962318013132,0.8370556025669857,20914
BNB012,validation,0.05,0.4732142857142857,0.35298035298035296,0.9990593712509904,2240
BNB012,validation,0.1,0.3626422673510377,0.5411255411255411,0.9823396417761058,4481
BNB012,validation,0.2,0.2384246346089479,0.7116217116217116,0.8366281763544584,8963
BNB013,train,0.05,0.46958684009181334,0.3504139309163574,0.986404758035063,5228
BNB013,train,0.1,0.35746389978005166,0.5335426777048244,0.8428223905091713,10457
BNB013,train,0.2,0.23596633833795544,0.7043962318013132,0.5039180634532697,20914
BNB013,validation,0.05,0.47276785714285713,0.35264735264735264,0.9873238807052138,2240
BNB013,validation,0.1,0.3624191028788217,0.5407925407925408,0.8438428404571365,4481
BNB013,validation,0.2,0.2384246346089479,0.7116217116217116,0.5046139496870616,8963
BNB014,train,0.05,0.46958684009181334,0.3504139309163574,0.9989864252747901,5228
BNB014,train,0.1,0.35746389978005166,0.5335426777048244,0.982198092824132,10457
BNB014,train,0.2,0.23596633833795544,0.7043962318013132,0.836911129905326,20914
BNB014,validation,0.05,0.47276785714285713,0.35264735264735264,0.9990579360658696,2240
BNB014,validation,0.1,0.3624191028788217,0.5407925407925408,0.9823183600087986,4481
BNB014,validation,0.2,0.2384246346089479,0.7116217116217116,0.8364904623451054,8963
BNB015,train,0.05,0.46958684009181334,0.3504139309163574,0.9863424894607657,5228
BNB015,train,0.1,0.3578464186669217,0.5341136168998002,0.8424179943658937,10457
BNB015,train,0.2,0.23596633833795544,0.7043962318013132,0.503483944862799,20914
BNB015,validation,0.05,0.47276785714285713,0.35264735264735264,0.9872677477777415,2240
BNB015,validation,0.1,0.3624191028788217,0.5407925407925408,0.8434462097765325,4481
BNB015,validation,0.2,0.2384246346089479,0.7116217116217116,0.504188653353538,8963
BNB016,train,0.05,0.46958684009181334,0.3504139309163574,0.998981606439104,5228
BNB016,train,0.1,0.3578464186669217,0.5341136168998002,0.982132555129132,10457
BNB016,train,0.2,0.23596633833795544,0.7043962318013132,0.8364754638918506,20914
BNB016,validation,0.05,0.47276785714285713,0.35264735264735264,0.9990536074561326,2240
BNB016,validation,0.1,0.3624191028788217,0.5407925407925408,0.9822545290619367,4481
BNB016,validation,0.2,0.2384246346089479,0.7116217116217116,0.8360742255721039,8963
BNB017,train,0.05,0.46920428462127006,0.35012846131886954,0.9862369820001305,5228
BNB017,train,0.1,0.3580376781103567,0.5343990864972881,0.8417375865281446,10457
BNB017,train,0.2,0.23587070861623793,0.7041107622038253,0.5027550615446491,20914
