pd_band,predicted_pd,actual_default_rate,count,abs_error,split,model_id
"(0.2, 0.4]",0.2872549018644639,0.2915348101265823,5056,0.0042799082621183815,train,CAT002
"(0.4, 1.0]",0.5510724424577825,0.5684350132625995,3770,0.017362570804816957,train,CAT002
"(-0.001, 0.05]",0.01801103917407166,0.016375200912175623,72793,0.0016358382618960367,train,CAT003
"(0.05, 0.1]",0.07182941158086706,0.07138519668038594,14821,0.00044421490048111856,train,CAT003
"(0.1, 0.2]",0.1365819003032348,0.14566784797751436,8183,0.00908594767427956,train,CAT003
"(0.2, 0.4]",0.2866349086775124,0.2936460212467428,4989,0.007011112569230427,train,CAT003
"(0.4, 1.0]",0.5485650892798536,0.5542645893847372,3787,0.005699500104883626,train,CAT003
"(-0.001, 0.05]",0.01809927560061832,0.01631675976116446,72686,0.001782515839453859,train,CAT004
"(0.05, 0.1]",0.07194962324044403,0.07208291541290539,14955,0.00013329217246135783,train,CAT004
"(0.1, 0.2]",0.1365406056419314,0.145263671875,8192,0.008723066233068594,train,CAT004
"(0.2, 0.4]",0.2867669775756338,0.29771451483560546,4988,0.010947537259971662,train,CAT004
"(0.4, 1.0]",0.5488039923979554,0.55090618336887,3752,0.0021021909709145747,train,CAT004
"(-0.001, 0.05]",0.017176142184803924,0.015365685743163075,68269,0.0018104564416408491,train,EASTACK001
"(0.05, 0.1]",0.07185841110734997,0.05651519177960847,11289,0.015343219327741506,train,EASTACK001
"(0.1, 0.2]",0.14444866569434398,0.09316935055742347,11302,0.05127931513692051,train,EASTACK001
"(0.2, 0.4]",0.29280848011412025,0.18934136441010868,7637,0.10346711570401157,train,EASTACK001
"(0.4, 1.0]",0.5331629603039566,0.4641211323238973,6076,0.06904182798005931,train,EASTACK001
"(-0.001, 0.05]",0.033199874738711235,0.013560124442039767,59144,0.01963975029667147,train,ET001
"(0.05, 0.1]",0.07053314550190079,0.06418355707642362,22794,0.006349588425477171,train,ET001
"(0.1, 0.2]",0.14067322987941427,0.1715612020522844,20465,0.03088797217287012,train,ET001
"(0.2, 0.4]",0.23519295148544792,0.5641406636948985,2019,0.3289477122094505,train,ET001
"(0.4, 1.0]",0.5361713334569487,0.6026490066225165,151,0.06647767316556785,train,ET001
"(-0.001, 0.05]",0.027938279823559113,0.013999127075217018,61861,0.013939152748342095,train,ET002
"(0.05, 0.1]",0.0709746953267715,0.06303801529166445,18703,0.007936680035107058,train,ET002
"(0.1, 0.2]",0.1433977219713418,0.14067822461741827,19669,0.0027194973539235168,train,ET002
"(0.2, 0.4]",0.2500119072100956,0.5016722408026756,4186,0.25166033359258,train,ET002
"(0.4, 1.0]",0.5404591435221737,0.6103896103896104,154,0.06993046686743665,train,ET002
"(-0.001, 0.05]",0.025467483381736346,0.013882520357340502,63245,0.011584963024395845,train,ET003
"(0.05, 0.1]",0.07166256815843448,0.06272727272727273,17600,0.008935295431161755,train,ET003
"(0.1, 0.2]",0.1417890686326516,0.12964213369345037,17772,0.012146934939201215,train,ET003
"(0.2, 0.4]",0.26137702110432337,0.4474973748687434,5714,0.18612035376442004,train,ET003
"(0.4, 1.0]",0.4986123454712633,0.6735537190082644,242,0.17494137353700112,train,ET003
"(-0.001, 0.05]",0.030934636551851732,0.013818838604143948,58688,0.017115797947707782,train,ET004
"(0.05, 0.1]",0.06967060543409259,0.06397583745194947,21852,0.00569476798214312,train,ET004
"(0.1, 0.2]",0.1466383091249728,0.17094017094017094,22113,0.02430186181519814,train,ET004
"(0.2, 0.4]",0.22159013042635686,0.5296875,1920,0.3080973695736431,train,ET004
"(0.05, 0.1]",0.09629254248523852,0.0018832391713747645,1062,0.09440930331386375,train,ET005
"(0.1, 0.2]",0.1565454482098731,0.006864149811735697,30011,0.1496812983981374,train,ET005
"(0.2, 0.4]",0.27666822871326646,0.024004129742751443,34869,0.252664098970515,train,ET005
"(0.4, 1.0]",0.628364296245904,0.1543061272035412,38631,0.47405816904236275,train,ET005
"(-0.001, 0.05]",0.01767980666187168,0.01515818431911967,72700,0.0025216223427520085,train,GB001
"(0.05, 0.1]",0.07161609404833547,0.07206216048958261,14543,0.0004460664412471449,train,GB001
"(0.1, 0.2]",0.13597597580255993,0.14657863145258104,8330,0.010602655650021109,train,GB001
"(0.2, 0.4]",0.292774060564893,0.2933565083043646,5178,0.000582447739471581,train,GB001
"(0.4, 1.0]",0.5369853583491029,0.5536368393511251,3822,0.016651481002022184,train,GB001
"(-0.001, 0.05]",0.01743627324262751,0.014145914769155072,73166,0.0032903584734724385,train,GB002
"(0.05, 0.1]",0.07095214720278781,0.07017924255565192,13836,0.0007729046471358914,train,GB002
"(0.1, 0.2]",0.13804539511038194,0.14668750751472887,8317,0.008642112404346924,train,GB002
"(0.2, 0.4]",0.2868026429205911,0.2952807312068644,5361,0.008478088286273278,train,GB002
"(0.4, 1.0]",0.5357058757967255,0.5643462625224762,3893,0.028640386725750755,train,GB002
"(-0.001, 0.05]",0.01745052010788892,0.015077934763169118,72689,0.002372585344719803,train,GB003
"(0.05, 0.1]",0.07132149900822447,0.07192302367437353,14446,0.0006015246661490586,train,GB003
"(0.1, 0.2]",0.13633079082458746,0.14492753623188406,8418,0.008596745407296602,train,GB003
"(0.2, 0.4]",0.29147909703335073,0.2957334891876096,5133,0.004254392154258879,train,GB003
"(0.4, 1.0]",0.5363554845484398,0.5487522510933882,3887,0.012396766544948368,train,GB003
"(-0.001, 0.05]",0.017678716404446185,0.01535344625604697,72557,0.0023252701483992156,train,GB004
"(0.05, 0.1]",0.07160760986441596,0.07211179702869548,14741,0.0005041871642795237,train,GB004
"(0.1, 0.2]",0.13607110234987557,0.14442966009435104,8267,0.00835855774447547,train,GB004
"(0.2, 0.4]",0.2923005651891618,0.29556459422816195,5163,0.003264029039000138,train,GB004
"(0.4, 1.0]",0.5340161986820574,0.5485045513654097,3845,0.014488352683352246,train,GB004
"(-0.001, 0.05]",0.0028764255902331347,0.045174691095014916,93880,0.04229826550478178,train,GNB001
"(0.05, 0.1]",0.07284209449008665,0.18421824581988852,3409,0.11137615132980187,train,GNB001
"(0.1, 0.2]",0.1418262325436332,0.21557155715571558,4444,0.07374532461208239,train,GNB001
"(0.2, 0.4]",0.2719810406612153,0.389242745930644,1413,0.1172617052694287,train,GNB001
"(0.4, 1.0]",0.7875791618780992,0.44078486334968464,1427,0.34679429852841454,train,GNB001
"(-0.001, 0.05]",0.003433639471134682,0.03975737524124621,90675,0.036323735770111526,train,GNB007
"(0.05, 0.1]",0.07374787499939947,0.16893203883495145,5150,0.09518416383555198,train,GNB007
"(0.1, 0.2]",0.12762364146476596,0.22652180383985712,6719,0.09889816237509116,train,GNB007
"(0.2, 0.4]",0.2694206032148878,0.5349369988545246,873,0.2655163956396368,train,GNB007
"(0.4, 1.0]",0.8019959057706588,0.4688581314878893,1156,0.3331377742827695,train,GNB007
"(-0.001, 0.05]",0.00408134998133086,0.03414058299632997,85558,0.03005923301499911,train,GNB008
"(0.05, 0.1]",0.07252484774876868,0.12423780487804878,3936,0.051712957129280104,train,GNB008
"(0.1, 0.2]",0.1475198164333627,0.16049129989764585,4885,0.012971483464283146,train,GNB008
"(0.2, 0.4]",0.2767234389096957,0.22130418202618532,7867,0.055419256883510376,train,GNB008
"(0.4, 1.0]",0.7283930583183036,0.46024924795874517,2327,0.2681438103595584,train,GNB008
"(-0.001, 0.05]",0.0030944804054960293,0.04240560102384307,92983,0.03931112061834704,train,GNB009
"(0.05, 0.1]",0.07343092662402126,0.19385665529010238,4395,0.12042572866608112,train,GNB009
"(0.1, 0.2]",0.13336634955511553,0.23880301228695996,5046,0.10543666273184443,train,GNB009
"(0.2, 0.4]",0.27476225450180947,0.492622020431328,881,0.21785976592951856,train,GNB009
"(0.4, 1.0]",0.8050587330237723,0.45110410094637227,1268,0.3539546320774,train,GNB009
"(-0.001, 0.05]",0.0029149804271839616,0.044766655393980385,94624,0.041851674966796426,train,GNB010
"(0.05, 0.1]",0.0734223846496153,0.2007338657457371,4633,0.12731148109612178,train,GNB010
"(0.1, 0.2]",0.12940059010155303,0.2866933181039406,3502,0.15729272800238758,train,GNB010
"(0.2, 0.4]",0.27749611852431527,0.5169366715758469,679,0.2394405530515316,train,GNB010
"(0.4, 1.0]",0.839648872849646,0.42731277533039647,1135,0.4123360975192495,train,GNB010
"(-0.001, 0.05]",0.022388222854440285,0.021151600963807537,80514,0.0012366218906327484,train,LASSOSTACK001
"(0.05, 0.1]",0.07146869335749491,0.08743291592128802,8944,0.01596422256379311,train,LASSOSTACK001
"(0.1, 0.2]",0.14108982097625955,0.145878026356114,6526,0.004788205379854443,train,LASSOSTACK001
"(0.2, 0.4]",0.28447819619376413,0.2832443970117396,4685,0.001233799182024542,train,LASSOSTACK001
"(0.4, 1.0]",0.5944380948528906,0.5742827868852459,3904,0.020155307967644642,train,LASSOSTACK001
"(-0.001, 0.05]",0.016929623269259217,0.014356951065811824,72996,0.0025726722034473924,train,LGB001
"(0.05, 0.1]",0.07096120269870299,0.07056151061262157,14087,0.00039969208608141293,train,LGB001
"(0.1, 0.2]",0.13834923109755523,0.1439914671723157,8438,0.0056422360747604705,train,LGB001
"(0.2, 0.4]",0.2903296802551162,0.30108550752237667,5251,0.010755827267260487,train,LGB001
"(0.4, 1.0]",0.5467163229484588,0.5703762167850566,3801,0.023659893836597723,train,LGB001
"(-0.001, 0.05]",0.016271460972373405,0.012127158020956819,73389,0.004144302951416587,train,LGB002
"(0.05, 0.1]",0.07078523103557754,0.0665575964899234,13447,0.004227634545654141,train,LGB002
"(0.1, 0.2]",0.13887696625864587,0.14326207629620882,8467,0.00438511003756295,train,LGB002
"(0.2, 0.4]",0.28791110003048265,0.3064456035767511,5368,0.018534503546268455,train,LGB002
"(0.4, 1.0]",0.5475793966096265,0.605586878523834,3902,0.05800748191420746,train,LGB002
"(-0.001, 0.05]",0.01678225496659072,0.014419254913786013,72958,0.0023630000528047073,train,LGB003
"(0.05, 0.1]",0.07106925586454542,0.07149985742800113,14028,0.0004306015634557153,train,LGB003
"(0.1, 0.2]",0.13851465634879015,0.14181818181818182,8525,0.003303525469391666,train,LGB003
"(0.2, 0.4]",0.28910269206076955,0.3016267942583732,5225,0.012524102197603637,train,LGB003
"(0.4, 1.0]",0.5450199565613895,0.5645035183737295,3837,0.01948356181234001,train,LGB003
"(-0.001, 0.05]",0.01671066988796643,0.014748048455913624,72891,0.001962621432052806,train,LGB004
"(0.05, 0.1]",0.0712351500578978,0.07144392690791831,13955,0.00020877685002052004,train,LGB004
"(0.1, 0.2]",0.13805471558864923,0.14149959439100707,8629,0.0034448788023578314,train,LGB004
"(0.2, 0.4]",0.2885171477146596,0.29561420163280805,5267,0.007097053918148466,train,LGB004
"(0.4, 1.0]",0.5426914980785852,0.5627773427303576,3831,0.020085844651772433,train,LGB004
"(-0.001, 0.05]",0.022022522138896626,0.021007985273265504,80398,0.0010145368656311222,train,LRSTACK001
"(0.05, 0.1]",0.07141236936858356,0.08625666074600355,9008,0.014844291377419994,train,LRSTACK001
"(0.1, 0.2]",0.14095906366336977,0.14650269023827825,6505,0.005543626574908478,train,LRSTACK001
"(0.2, 0.4]",0.28472946483734035,0.28169014084507044,4757,0.0030393239922699156,train,LRSTACK001
"(0.4, 1.0]",0.5953658866853088,0.5754161331626121,3905,0.019949753522696678,train,LRSTACK001
"(-0.001, 0.05]",0.017519549831751077,0.018601590200924036,74456,0.001082040369172959,train,NN001
"(0.05, 0.1]",0.07255417581245446,0.07879834254143646,14480,0.006244166728981995,train,NN001
"(0.1, 0.2]",0.13837626021905197,0.1516371443907676,7452,0.013260884171715615,train,NN001
"(0.2, 0.4]",0.2796495966860931,0.3049288061336254,4565,0.025279209447532258,train,NN001
"(0.4, 1.0]",0.5459522951456396,0.5408839779005525,3620,0.005068317245087051,train,NN001
"(-0.001, 0.05]",0.0191928592340265,0.017799732314103183,72473,0.001393126919923316,train,NN002
"(0.05, 0.1]",0.07228121981062556,0.07379976193625182,15122,0.0015185421256262571,train,NN002
"(0.1, 0.2]",0.13644893953662704,0.14718019257221457,8724,0.010731253035587529,train,NN002
"(0.2, 0.4]",0.2801509634195096,0.301381331100879,4778,0.021230367681369378,train,NN002
"(0.4, 1.0]",0.5318681092097318,0.5397008055235903,3476,0.007832696313858523,train,NN002
"(-0.001, 0.05]",0.01620449048241084,0.016751400493409844,73367,0.0005469100109990049,train,NN003
"(0.05, 0.1]",0.07140233188648598,0.07142306803297635,12979,2.0736146490368812e-05,train,NN003
"(0.1, 0.2]",0.1365346010391596,0.1378733838609006,8972,0.0013387828217409914,train,NN003
"(0.2, 0.4]",0.28769038841804717,0.2713966253303517,4919,0.01629376308769548,train,NN003
"(0.4, 1.0]",0.5474386178031493,0.5253690036900369,4336,0.022069614113112368,train,NN003
"(-0.001, 0.05]",0.01790647895298312,0.01700968607123501,71959,0.000896792881748109,train,NN004
"(0.05, 0.1]",0.07336810272331495,0.07661814400831816,15388,0.0032500412850032107,train,NN004
"(0.1, 0.2]",0.13499563301830417,0.13711830953210263,8613,0.002122676513798466,train,NN004
"(0.2, 0.4]",0.284954188509466,0.28983086239298395,4789,0.0048766738835179235,train,NN004
"(0.4, 1.0]",0.535783017294653,0.5319037656903766,3824,0.00387925160427649,train,NN004
"(-0.001, 0.05]",0.0192887201547618,0.01868965415268146,67631,0.0005990660020803382,train,NN005
"(0.05, 0.1]",0.07197436667603174,0.06382406348779339,14869,0.008150303188238353,train,NN005
"(0.1, 0.2]",0.13846847720205127,0.12516102786629602,14749,0.013307449335755256,train,NN005
"(0.2, 0.4]",0.27416900828110197,0.32237497509464036,5019,0.04820596681353839,train,NN005
"(0.4, 1.0]",0.5450223990156068,0.5765726681127983,2305,0.0315502690971915,train,NN005
"(-0.001, 0.05]",0.017993815599153296,0.01780407339749707,73354,0.00018974220165622613,train,NN006
"(0.05, 0.1]",0.07276167399574379,0.07667882718551547,14802,0.003917153189771677,train,NN006
"(0.1, 0.2]",0.13751676209432812,0.14551775515271914,8054,0.008000993058391026,train,NN006
"(0.2, 0.4]",0.2794392025012583,0.3025192143467122,4684,0.023080011845453885,train,NN006
"(0.4, 1.0]",0.5449714509922186,0.5371024734982333,3679,0.007868977493985296,train,NN006
"(-0.001, 0.05]",0.016723338925932533,0.01691277355901811,73613,0.00018943463308557576,train,NN007
"(0.05, 0.1]",0.07190423669726416,0.07272452373752646,13228,0.0008202870402622964,train,NN007
"(0.1, 0.2]",0.13566158009657533,0.14137616769195716,8778,0.00571458759538182,train,NN007
"(0.2, 0.4]",0.28688734323638887,0.2945296233200833,5283,0.0076422800836944416,train,NN007
"(0.4, 1.0]",0.5333641337882785,0.5453554889675838,3671,0.011991355179305274,train,NN007
"(-0.001, 0.05]",0.015117591946180365,0.018385961238991323,76417,0.003268369292810958,train,NN008
"(0.05, 0.1]",0.07180954015459204,0.08579723431889373,13089,0.013987694164301692,train,NN008
"(0.1, 0.2]",0.13789272622641535,0.16218511180300027,7066,0.02429238557658492,train,NN008
"(0.2, 0.4]",0.28484264541390186,0.3240663900414938,4820,0.03922374462759193,train,NN008
"(0.4, 1.0]",0.5291212340920698,0.5564287959761082,3181,0.027307561884038378,train,NN008
"(-0.001, 0.05]",0.016098156833558697,0.015535372848948376,71128,0.0005627839846103211,train,NN009
"(0.05, 0.1]",0.07194234317800371,0.06761006289308176,15264,0.004332280284921955,train,NN009
"(0.1, 0.2]",0.13730899760694967,0.13988553819062294,9086,0.0025765405836732647,train,NN009
"(0.2, 0.4]",0.2848765816092047,0.2900313248571955,5427,0.005154743247990812,train,NN009
"(0.4, 1.0]",0.5370795654484197,0.5517993456924755,3668,0.014719780244055736,train,NN009
"(-0.001, 0.05]",0.021194063384624942,0.015672794010545634,68654,0.005521269374079308,train,NN010
"(0.05, 0.1]",0.07100647319374734,0.06628295581136279,16158,0.004723517382384551,train,NN010
"(0.1, 0.2]",0.13938253196619355,0.11849771119434041,9612,0.020884820771853135,train,NN010
"(0.2, 0.4]",0.28056871530901006,0.2524392407308852,5637,0.02812947457812487,train,NN010
"(0.4, 1.0]",0.5271920693647245,0.5090868794326241,4512,0.01810518993210042,train,NN010
"(-0.001, 0.05]",0.01942684752898572,0.017798076257698428,72255,0.0016287712712872923,train,NN011
"(0.05, 0.1]",0.0722109125962556,0.07291805908301029,14962,0.0007071464867546839,train,NN011
"(0.1, 0.2]",0.13583547781573146,0.1445916114790287,9060,0.008756133663297222,train,NN011
"(0.2, 0.4]",0.2802971727424615,0.2991080688653806,4821,0.018810896122919085,train,NN011
"(0.4, 1.0]",0.5305375950830211,0.5401438848920863,3475,0.009606289809065194,train,NN011
"(-0.001, 0.05]",0.018905757168312245,0.016996606334841628,70720,0.0019091508334706173,train,NN012
"(0.05, 0.1]",0.07175667028858791,0.06804021523647692,14124,0.0037164550521109896,train,NN012
"(0.1, 0.2]",0.1358284598065939,0.12712674440833494,10462,0.008701715398258952,train,NN012
"(0.2, 0.4]",0.2781476687926933,0.2753403933434191,5288,0.002807275449274227,train,NN012
"(0.4, 1.0]",0.5569186533421336,0.5169640613219402,3979,0.03995459202019347,train,NN012
"(-0.001, 0.05]",0.018690248070014858,0.01796733459563281,73411,0.0007229134743820496,train,NN013
"(0.05, 0.1]",0.07241445609321345,0.07582491582491582,14850,0.00341045973170237,train,NN013
"(0.1, 0.2]",0.13757431258825883,0.1510442565887618,8044,0.01346994400050297,train,NN013
"(0.2, 0.4]",0.27899147828371434,0.3012099341965612,4711,0.02221845591284688,train,NN013
"(0.4, 1.0]",0.5396436713534316,0.5417486646050043,3557,0.002104993251572651,train,NN013
"(-0.001, 0.05]",0.017949150414734126,0.01763978568484682,72790,0.0003093647298873063,train,NN014
"(0.05, 0.1]",0.07333904521319422,0.07671758339612302,14599,0.0033785381829287975,train,NN014
"(0.1, 0.2]",0.1344080805418589,0.13881510567040073,8659,0.004407025128541825,train,NN014
"(0.2, 0.4]",0.2875392797776292,0.29745676500508644,4915,0.009917485227457223,train,NN014
"(0.4, 1.0]",0.5354642246161088,0.5368421052631579,3610,0.0013778806470491345,train,NN014
"(-0.001, 0.05]",0.018253519464678854,0.01621567275652074,69624,0.002037846708158115,train,NN015
"(0.05, 0.1]",0.0716363409232243,0.06617547654454509,14794,0.005460864378679209,train,NN015
"(0.1, 0.2]",0.13004169235646382,0.12008859784283513,10384,0.00995309451362869,train,NN015
"(0.2, 0.4]",0.28640258336937663,0.2659974905897114,5579,0.020405092779665235,train,NN015
"(0.4, 1.0]",0.5360353562707905,0.5169370229007634,4192,0.019098333370027087,train,NN015
"(-0.001, 0.05]",0.01985532054692147,0.01637014721764338,70372,0.0034851733292780886,train,NN016
"(0.05, 0.1]",0.07302800489768485,0.07269930444087748,14952,0.0003287004568073709,train,NN016
"(0.1, 0.2]",0.1354662217565793,0.12704719449559065,10319,0.008419027260988643,train,NN016
"(0.2, 0.4]",0.2797511347477347,0.27689559348947995,5038,0.002855541258254768,train,NN016
"(0.4, 1.0]",0.5561635873940199,0.5295477903391572,3892,0.026615797054862722,train,NN016
"(-0.001, 0.05]",0.017359309223786177,0.016582187837856813,71221,0.0007771213859293635,train,NN017
"(0.05, 0.1]",0.07289583764681584,0.07369658957271658,15306,0.0008007519259007334,train,NN017
"(0.1, 0.2]",0.13425300008312352,0.13553873275951467,9643,0.0012857326763911492,train,NN017
"(0.2, 0.4]",0.28318389073179334,0.30298210735586484,5030,0.019798216624071496,train,NN017
"(0.4, 1.0]",0.5369106239822863,0.5532167210198636,3373,0.01630609703757735,train,NN017
"(-0.001, 0.05]",0.016488586180155675,0.016991381775109258,73449,0.0005027955949535833,train,NN018
"(0.05, 0.1]",0.07095239507970812,0.0793766096546259,15143,0.00842421457491778,train,NN018
"(0.1, 0.2]",0.13952097621915066,0.14557229339715613,7103,0.006051317178005472,train,NN018
"(0.2, 0.4]",0.2838834734715672,0.29809160305343513,5240,0.014208129581867901,train,NN018
"(0.4, 1.0]",0.5406143493872134,0.5387575590984057,3638,0.001856790288807697,train,NN018
"(-0.001, 0.05]",0.017979455017996023,0.01565825264611785,70953,0.002321202371878172,train,NN019
"(0.05, 0.1]",0.07183912678684627,0.06737149106817353,13715,0.004467635718672744,train,NN019
"(0.1, 0.2]",0.13691304484912947,0.12568252730109206,10256,0.011230517548037416,train,NN019
"(0.2, 0.4]",0.2845220786096433,0.27627789776817857,5556,0.008244180841464721,train,NN019
"(0.4, 1.0]",0.5379861919304461,0.5245541167847545,4093,0.013432075145691558,train,NN019
"(-0.001, 0.05]",0.020613066648739905,0.02089101748609344,80178,0.00027795083735353623,train,NNSTACK001
"(0.05, 0.1]",0.071445005561962,0.08676470588235294,8840,0.015319700320390942,train,NNSTACK001
"(0.1, 0.2]",0.14149888937505245,0.14508580343213728,7051,0.0035869140570848335,train,NNSTACK001
"(0.2, 0.4]",0.2787735328466646,0.2923702950152594,4915,0.01359676216859479,train,NNSTACK001
"(0.4, 1.0]",0.6041886903777576,0.5862357202563389,3589,0.01795297012141872,train,NNSTACK001
"(-0.001, 0.05]",0.036062241696182086,0.0017897091722595079,2235,0.03427253252392258,train,RASTACK001
"(0.05, 0.1]",0.0767171693719443,0.00435085276714236,5746,0.07236631660480193,train,RASTACK001
"(0.1, 0.2]",0.1478937175268773,0.0059278350515463915,11640,0.1419658824753309,train,RASTACK001
"(0.2, 0.4]",0.305083355029522,0.011189871160447595,22431,0.2938934838690744,train,RASTACK001
"(0.4, 1.0]",0.6909802534495254,0.10647622398873978,62521,0.5845040294607856,train,RASTACK001
"(-0.001, 0.05]",0.02269239194043018,0.016427046263345197,70250,0.006265345677084984,train,RF001
"(0.05, 0.1]",0.07229240909691312,0.06747942227053891,12878,0.00481298682637421,train,RF001
"(0.1, 0.2]",0.13027596373170827,0.12748630729316807,13876,0.0027896564385402056,train,RF001
"(0.2, 0.4]",0.29678539936018095,0.35337078651685394,5340,0.056585387156672995,train,RF001
"(0.4, 1.0]",0.4888038024732125,0.5953342305966801,2229,0.10653042812346764,train,RF001
"(-0.001, 0.05]",0.019699321256966284,0.01499771245567883,69944,0.004701608801287454,train,RF002
"(0.05, 0.1]",0.07410645967977766,0.06690824382037013,15454,0.007198215859407539,train,RF002
"(0.1, 0.2]",0.13447866261459296,0.13595222543622282,10717,0.001473562821629859,train,RF002
"(0.2, 0.4]",0.28983207417652834,0.32311530921404386,5611,0.03328323503751551,train,RF002
"(0.4, 1.0]",0.4961315455552241,0.5806111696522656,2847,0.08447962409704146,train,RF002
"(-0.001, 0.05]",0.01761142819289087,0.013519525811960906,69677,0.004091902380929963,train,RF003
"(0.05, 0.1]",0.07335518344509959,0.06392895383258802,15877,0.009426229612511564,train,RF003
"(0.1, 0.2]",0.1386644666232937,0.1433666897849995,10093,0.004702223161705793,train,RF003
"(0.2, 0.4]",0.2890345738710732,0.3151586765698852,5924,0.026124102698812046,train,RF003
"(0.4, 1.0]",0.4991138810740326,0.5779480346435709,3002,0.07883415356953832,train,RF003
"(-0.001, 0.05]",0.019795729822836776,0.014790587281831602,69098,0.005005142541005174,train,RF004
"(0.05, 0.1]",0.07409949130985342,0.06456621595393673,15457,0.009533275355916693,train,RF004
"(0.1, 0.2]",0.13539325048942688,0.1359372334982091,11726,0.0005439830087822228,train,RF004
"(0.2, 0.4]",0.28988536060737025,0.3313359182234755,5674,0.04145055761610528,train,RF004
"(0.4, 1.0]",0.480820766078589,0.5775401069518716,2618,0.09671934087328266,train,RF004
"(0.05, 0.1]",0.08474914063913812,0.0038900067069081155,14910,0.08085913393223,train,RF005
"(0.1, 0.2]",0.14624807487012093,0.010805956312648473,34518,0.13544211855747246,train,RF005
"(0.2, 0.4]",0.2955346494535707,0.029356435643564355,20200,0.2661782138100064,train,RF005
"(0.4, 1.0]",0.6353956732406016,0.17118328802403776,34945,0.4642123852165639,train,RF005
"(-0.001, 0.05]",0.01812691803026881,0.016158262433423255,72285,0.0019686555968455553,train,RFSTACK001
"(0.05, 0.1]",0.07258650708204603,0.06933297362919,14827,0.0032535334528560333,train,RFSTACK001
"(0.1, 0.2]",0.1317351593861819,0.1401723725161599,8354,0.008437213129978,train,RFSTACK001
"(0.2, 0.4]",0.29205171230617255,0.2983856661344687,5637,0.006333953828296157,train,RFSTACK001
"(0.4, 1.0]",0.540449365124118,0.5639769452449568,3470,0.023527580120838776,train,RFSTACK001
"(-0.001, 0.05]",0.022873540717071362,0.02108418685985511,80060,0.0017893538572162533,train,RIDGESTACK001
"(0.05, 0.1]",0.07163435256420199,0.08775055679287305,8980,0.016116204228671063,train,RIDGESTACK001
"(0.1, 0.2]",0.1415271644459248,0.13996316758747698,6516,0.0015639968584478248,train,RIDGESTACK001
"(0.2, 0.4]",0.2848773538862574,0.27653415669625625,5182,0.00834319719000115,train,RIDGESTACK001
"(0.4, 1.0]",0.5667896033777335,0.5697522816166884,3835,0.002962678238954908,train,RIDGESTACK001
"(-0.001, 0.05]",0.024106651345160934,0.02167487684729064,66990,0.0024317744978702947,train,RLOG001
"(0.05, 0.1]",0.07078486245679308,0.07094689519527957,14236,0.0001620327384864867,train,RLOG001
"(0.1, 0.2]",0.14854941102860578,0.1396381247057241,14867,0.008911286322881684,train,RLOG001
"(0.2, 0.4]",0.24424187325949723,0.26919648541958485,7853,0.024954612160087625,train,RLOG001
"(0.4, 1.0]",0.5691958052573007,0.5645933014354066,627,0.004602503821894088,train,RLOG001
"(-0.001, 0.05]",0.022649684978256847,0.022259345554725165,68241,0.0003903394235316819,train,RLOG002
"(0.05, 0.1]",0.07116237743960027,0.07847741017431518,14055,0.007315032734714913,train,RLOG002
"(0.1, 0.2]",0.14702457486415532,0.13074811256005492,14570,0.016276462304100403,train,RLOG002
"(0.2, 0.4]",0.2573876880184934,0.27647595861229457,6572,0.019088270593801193,train,RLOG002
"(0.4, 1.0]",0.5607946159904887,0.5832599118942732,1135,0.022465295903784432,train,RLOG002
"(-0.001, 0.05]",0.022461811964215084,0.022268391174577164,68348,0.00019342078963792073,train,RLOG003
"(0.05, 0.1]",0.07109625148820027,0.0791024639636441,14083,0.008006212475443836,train,RLOG003
"(0.1, 0.2]",0.14657117239216888,0.12961296129612962,14443,0.01695821109603926,train,RLOG003
"(0.2, 0.4]",0.25853181937711417,0.2787767020132165,6507,0.020244882636102357,train,RLOG003
"(0.4, 1.0]",0.5631818245886417,0.5738255033557047,1192,0.010643678767062958,train,RLOG003
"(-0.001, 0.05]",0.022440930031535248,0.022222547327149837,68354,0.00021838270438541071,train,RLOG004
"(0.05, 0.1]",0.07110040975406703,0.07948663404949302,14103,0.008386224295425987,train,RLOG004
"(0.1, 0.2]",0.14660387373977093,0.1296873916961253,14427,0.016916482043645625,train,RLOG004
"(0.2, 0.4]",0.2587285822311655,0.278693575720228,6491,0.0199649934890625,train,RLOG004
"(0.4, 1.0]",0.563418959111807,0.5726210350584308,1198,0.009202075946623811,train,RLOG004
"(-0.001, 0.05]",0.024609473114259154,0.021008275061833948,65498,0.0036011980524252064,train,RLOG005
"(0.05, 0.1]",0.07085752653746623,0.06695507487520799,15025,0.0039024516622582356,train,RLOG005
"(0.1, 0.2]",0.147813433850075,0.13516326265122935,15374,0.01265017119884565,train,RLOG005
"(0.2, 0.4]",0.247951447535802,0.2701012879829936,7997,0.022149840447191593,train,RLOG005
"(0.4, 1.0]",0.5620511469381271,0.5684830633284241,679,0.006431916390297054,train,RLOG005
"(-0.001, 0.05]",0.022656089622693793,0.02201891538088164,67987,0.0006371742418121544,train,RLOG006
"(0.05, 0.1]",0.07114816584856226,0.07783669141039236,14145,0.006688525561830097,train,RLOG006
"(0.1, 0.2]",0.1470875227322177,0.13005800068236098,14655,0.01702952204985672,train,RLOG006
"(0.2, 0.4]",0.2572557367574105,0.2791392707710699,6692,0.021883534013659445,train,RLOG006
