model_id,split,threshold,approval_rate,rejection_rate,approved_bad_rate,rejected_bad_rate,captured_bad_share_rejected,avg_approved_pd,avg_rejected_pd
BLOG001,train,0.18,0.8183565547512264,0.18164344524877357,0.03606066979831265,0.20637009739405107,0.5595204110762204,0.036060669798312725,0.20637009739405096
BLOG001,train,0.19,0.9778049783404894,0.02219502165951058,0.060282439463286784,0.36277466609220166,0.12018270054239223,0.06028243946328682,0.3627746660922017
BLOG001,train,0.2,0.9778049783404894,0.02219502165951058,0.060282439463286784,0.36277466609220166,0.12018270054239223,0.06028243946328682,0.3627746660922017
BLOG001,train,0.21,0.9778049783404894,0.02219502165951058,0.060282439463286784,0.36277466609220166,0.12018270054239223,0.06028243946328682,0.3627746660922017
BLOG001,train,0.22,0.9778049783404894,0.02219502165951058,0.060282439463286784,0.36277466609220166,0.12018270054239223,0.06028243946328682,0.3627746660922017
BLOG001,train,0.23,0.9778049783404894,0.02219502165951058,0.060282439463286784,0.36277466609220166,0.12018270054239223,0.06028243946328682,0.3627746660922017
BLOG001,train,0.24,0.9778049783404894,0.02219502165951058,0.060282439463286784,0.36277466609220166,0.12018270054239223,0.06028243946328682,0.3627746660922017
BLOG001,train,0.25,0.9778049783404894,0.02219502165951058,0.060282439463286784,0.36277466609220166,0.12018270054239223,0.06028243946328682,0.3627746660922017
BLOG001,train,0.26,0.9778049783404894,0.02219502165951058,0.060282439463286784,0.36277466609220166,0.12018270054239223,0.06028243946328682,0.3627746660922017
BLOG001,train,0.27,0.9778049783404894,0.02219502165951058,0.060282439463286784,0.36277466609220166,0.12018270054239223,0.06028243946328682,0.3627746660922017
BLOG001,train,0.28,0.9778049783404894,0.02219502165951058,0.060282439463286784,0.36277466609220166,0.12018270054239223,0.06028243946328682,0.3627746660922017
BLOG001,train,0.29,0.9778049783404894,0.02219502165951058,0.060282439463286784,0.36277466609220166,0.12018270054239223,0.06028243946328682,0.3627746660922017
BLOG001,train,0.3,0.9778049783404894,0.02219502165951058,0.060282439463286784,0.36277466609220166,0.12018270054239223,0.06028243946328682,0.3627746660922017
BLOG001,train,0.31,0.9778049783404894,0.02219502165951058,0.060282439463286784,0.36277466609220166,0.12018270054239223,0.06028243946328682,0.3627746660922017
BLOG001,train,0.32,0.9778049783404894,0.02219502165951058,0.060282439463286784,0.36277466609220166,0.12018270054239223,0.06028243946328682,0.3627746660922017
BLOG001,train,0.33,0.9778049783404894,0.02219502165951058,0.060282439463286784,0.36277466609220166,0.12018270054239223,0.06028243946328682,0.3627746660922017
BLOG001,train,0.34,0.9778049783404894,0.02219502165951058,0.060282439463286784,0.36277466609220166,0.12018270054239223,0.06028243946328682,0.3627746660922017
BLOG001,train,0.35,0.9778049783404894,0.02219502165951058,0.060282439463286784,0.36277466609220166,0.12018270054239223,0.06028243946328682,0.3627746660922017
BLOG001,train,0.36,0.9778049783404894,0.02219502165951058,0.060282439463286784,0.36277466609220166,0.12018270054239223,0.06028243946328682,0.3627746660922017
BLOG001,train,0.37,1.0,0.0,0.06699626098514913,,0.0,0.06699626098514917,
BLOG001,train,0.38,1.0,0.0,0.06699626098514913,,0.0,0.06699626098514917,
BLOG001,train,0.39,1.0,0.0,0.06699626098514913,,0.0,0.06699626098514917,
BLOG001,train,0.4,1.0,0.0,0.06699626098514913,,0.0,0.06699626098514917,
BLOG001,train,0.41,1.0,0.0,0.06699626098514913,,0.0,0.06699626098514917,
BLOG001,train,0.42,1.0,0.0,0.06699626098514913,,0.0,0.06699626098514917,
BLOG001,train,0.43,1.0,0.0,0.06699626098514913,,0.0,0.06699626098514917,
BLOG001,train,0.44,1.0,0.0,0.06699626098514913,,0.0,0.06699626098514917,
BLOG001,train,0.45,1.0,0.0,0.06699626098514913,,0.0,0.06699626098514917,
BLOG001,train,0.46,1.0,0.0,0.06699626098514913,,0.0,0.06699626098514917,
