decile,predicted_pd,actual_default_rate,count,split,model_id
6,0.012598966386692344,0.010997417997513628,10457,train,LGB001
7,0.009444014653045854,0.006694080520225686,10457,train,LGB001
8,0.007108027305084963,0.0031557808166778234,10457,train,LGB001
9,0.00466277594799383,0.001434308663224326,10458,train,LGB001
0,0.3734255610654156,0.4067699368904188,10458,train,LGB002
1,0.11881776307586318,0.11934589270345224,10457,train,LGB002
2,0.06421367998489057,0.059194797743138565,10457,train,LGB002
3,0.03982711331611799,0.035956775365783684,10457,train,LGB002
4,0.0261419743575467,0.021421057664722194,10457,train,LGB002
5,0.017250235070098003,0.01367374258940524,10458,train,LGB002
6,0.01180196311362461,0.007841637180835803,10457,train,LGB002
7,0.008520832997096373,0.0036339294252653725,10457,train,LGB002
8,0.006143599727675879,0.0013388161040451371,10457,train,LGB002
9,0.0036128311078734315,0.0007649646203863071,10458,train,LGB002
0,0.36910239567984765,0.3832472748135399,10458,train,LGB003
1,0.11727052751813244,0.12135411685951994,10457,train,LGB003
2,0.06512500242033965,0.06359376494214401,10457,train,LGB003
3,0.04074016968410393,0.039877593956201586,10457,train,LGB003
4,0.026728427330369838,0.02323802237735488,10457,train,LGB003
5,0.017713281655741278,0.01596863645056416,10458,train,LGB003
6,0.012448920955338779,0.010519269388926078,10457,train,LGB003
7,0.009253147206024173,0.007172229128813235,10457,train,LGB003
8,0.006907917814778504,0.0036339294252653725,10457,train,LGB003
9,0.004463349719097564,0.0013386880856760374,10458,train,LGB003
0,0.36807067114297815,0.3808567603748327,10458,train,LGB004
1,0.11783909300437748,0.12164100602467247,10457,train,LGB004
2,0.06568773650792402,0.06196805967294635,10457,train,LGB004
3,0.04085966724716578,0.042172707277421825,10457,train,LGB004
4,0.026785695315148766,0.02323802237735488,10457,train,LGB004
5,0.017674125767593654,0.015681774717919296,10458,train,LGB004
6,0.012336572124368774,0.011858085492971215,10457,train,LGB004
7,0.009157249768569712,0.006791009086561454,10455,train,LGB004
8,0.006819281277122195,0.004111684834576401,10458,train,LGB004
9,0.004341114980616383,0.0016253943971699016,10459,train,LGB004
