decile,predicted_pd,actual_default_rate,count,split,model_id
0,0.38259927447672376,0.3738764582138076,10458,train,LRSTACK001
1,0.10094088396613334,0.11188677440948647,10457,train,LRSTACK001
2,0.04556640792566425,0.06560198909821173,10457,train,LRSTACK001
3,0.028254416804359552,0.043415893659749454,10457,train,LRSTACK001
4,0.022360950269525077,0.027732619298077844,10457,train,LRSTACK001
5,0.019901573496172803,0.017498565691336777,10458,train,LRSTACK001
6,0.018601269803110138,0.012144974658123744,10457,train,LRSTACK001
7,0.017840161909647646,0.008989193841445921,10457,train,LRSTACK001
8,0.017355035051515137,0.0053552644161805486,10457,train,LRSTACK001
9,0.016918603289739716,0.0034423407917383822,10458,train,LRSTACK001
0,0.3490818440079175,0.3627844712182062,10458,train,NN001
1,0.10551117293620006,0.11676389021707947,10457,train,NN001
2,0.06134325889794506,0.06550635937649421,10457,train,NN001
3,0.03731663150500277,0.04752797169360237,10457,train,NN001
4,0.024573729709627515,0.026871951802620253,10457,train,NN001
5,0.017635761169851286,0.018741633199464525,10458,train,NN001
6,0.013387924754102413,0.011666826049536196,10457,train,NN001
7,0.010617115288712316,0.009180453284880942,10457,train,NN001
8,0.00871033472883373,0.006598450798508177,10457,train,NN001
9,0.006686363228296683,0.004302925989672977,10458,train,NN001
0,0.34211466062398843,0.3609676802447887,10458,train,NN002
1,0.11114615821930308,0.11437314717414172,10457,train,NN002
2,0.0663341985675377,0.068279621306302,10457,train,NN002
3,0.04179425987775795,0.04867552835421249,10457,train,NN002
4,0.028371437129575978,0.026776322080902745,10457,train,NN002
5,0.02090210392698141,0.017689806846433353,10458,train,NN002
6,0.016189652336895344,0.011858085492971215,10457,train,NN002
7,0.012809596964536494,0.00937171272831596,10457,train,NN002
8,0.010162518558934188,0.0067897102419431955,10457,train,NN002
9,0.006324094270155521,0.0051635111876075735,10458,train,NN002
0,0.3837770829336026,0.36947791164658633,10458,train,NN003
1,0.11944990923082006,0.11752892799081954,10457,train,NN003
2,0.06562135831325162,0.06627139715023429,10457,train,NN003
3,0.03887746413117662,0.04236396672085684,10457,train,NN003
4,0.024233060096543482,0.026202543750597686,10457,train,NN003
5,0.016126147646038667,0.018741633199464525,10458,train,NN003
6,0.011626287912077688,0.010519269388926078,10457,train,NN003
7,0.00905726308209381,0.006980969685378215,10457,train,NN003
8,0.007376176848812778,0.007459118293965765,10457,train,NN003
9,0.0056025502687229835,0.004398546567221266,10458,train,NN003
0,0.3583940835532424,0.35962899215911265,10458,train,NN004
1,0.11215376006775327,0.11628574160849192,10457,train,NN004
2,0.06888374060166658,0.06961843741034714,10457,train,NN004
3,0.042159131819554635,0.04351152338146696,10457,train,NN004
4,0.02726329026805625,0.02859328679353543,10457,train,NN004
5,0.019052198139010077,0.01788104800152993,10458,train,NN004
6,0.01441545069468931,0.013005642153581333,10457,train,NN004
7,0.011376134343653628,0.009180453284880942,10457,train,NN004
8,0.008902100579737747,0.007459118293965765,10457,train,NN004
9,0.006170724905450888,0.004781028877414419,10458,train,NN004
0,0.30536976644092256,0.3384968445209409,10458,train,NN005
1,0.13027802399185967,0.10979342004590666,10456,train,NN005
2,0.08340961476441976,0.07391470644482692,10458,train,NN005
3,0.05138974279202325,0.04810175002390743,10457,train,NN005
4,0.033584559781815376,0.03423544037486851,10457,train,NN005
5,0.02377020745892426,0.0214190093708166,10458,train,NN005
6,0.017792104475396486,0.01577890408338912,10457,train,NN005
7,0.013547007254821272,0.011858085492971215,10457,train,NN005
8,0.009830044520788967,0.009754231615186,10457,train,NN005
9,0.005124495830779981,0.006597819850831899,10458,train,NN005
0,0.3525377736760514,0.3639319181487856,10458,train,NN006
1,0.10942625798024219,0.11561633355646934,10457,train,NN006
2,0.06454400548228328,0.06627139715023429,10457,train,NN006
3,0.03974090136685914,0.04714545280673233,10457,train,NN006
4,0.026181764777814878,0.026967581524337765,10457,train,NN006
5,0.01872667405384146,0.018072289156626505,10458,train,NN006
6,0.014259823572691796,0.012910012431863823,10457,train,NN006
7,0.011320116244431366,0.007554748015683274,10457,train,NN006
8,0.009092333634718194,0.0073634885722482545,10457,train,NN006
9,0.006170196961337306,0.004111684834576401,10458,train,NN006
0,0.3585547956471379,0.36909542933639317,10458,train,NN007
1,0.11543270405104514,0.11733766854738453,10457,train,NN007
2,0.06494551725454437,0.06722769436740939,10457,train,NN007
3,0.0386862285058928,0.04236396672085684,10457,train,NN007
4,0.024473193193398846,0.027254470689490294,10457,train,NN007
5,0.017019666782380344,0.017689806846433353,10458,train,NN007
6,0.01258005106278918,0.010041120780338529,10457,train,NN007
7,0.009685246747777085,0.009180453284880942,10457,train,NN007
8,0.007637329533547032,0.0053552644161805486,10457,train,NN007
9,0.005691783878475421,0.004398546567221266,10458,train,NN007
0,0.3324455698680279,0.3682348441384586,10458,train,NN008
1,0.10061203419636729,0.1181027063211246,10457,train,NN008
2,0.056381700257762755,0.06684517548053935,10457,train,NN008
3,0.033007348074286465,0.0419814478339868,10457,train,NN008
4,0.020400140486431517,0.027158840967772782,10457,train,NN008
5,0.013622183863733608,0.01855039204436795,10458,train,NN008
6,0.010103958525403463,0.011093047719231136,10457,train,NN008
7,0.00794382966936047,0.007746007459118294,10457,train,NN008
8,0.006432728449909752,0.006024672468203118,10457,train,NN008
9,0.004804682993504596,0.004207305412124689,10458,train,NN008
0,0.3604873150796092,0.3698603939567795,10458,train,NN009
1,0.119408583663743,0.12211915463326002,10457,train,NN009
2,0.07022556980365796,0.06378502438557904,10457,train,NN009
3,0.043853569997430356,0.041885818112269296,10457,train,NN009
4,0.0274549562387155,0.027158840967772782,10457,train,NN009
5,0.017723004890993203,0.015012430675081278,10458,train,NN009
6,0.012275945702579878,0.011953715214688725,10457,train,NN009
7,0.008656684250419117,0.009084823563163431,10457,train,NN009
8,0.006001603972884413,0.005833413024768098,10457,train,NN009
9,0.0039326659175370465,0.003251099636641805,10458,train,NN009
0,0.38450825174041653,0.3613501625549818,10458,train,NN010
1,0.13298066349613238,0.11427751745242422,10457,train,NN010
2,0.07526769710008503,0.07067036434923975,10457,train,NN010
3,0.04917589160056041,0.045041598928947116,10457,train,NN010
4,0.034115309730416044,0.028497657071817922,10457,train,NN010
5,0.024834392117475516,0.01663798049340218,10458,train,NN010
6,0.018864281809118456,0.011762455771253707,10457,train,NN010
7,0.014947039352432651,0.009754231615186,10457,train,NN010
8,0.011958881829652154,0.006694080520225686,10457,train,NN010
9,0.00901009778969936,0.005259131765155862,10458,train,NN010
0,0.34226771673233636,0.3598202333142092,10458,train,NN011
1,0.11251094729886425,0.11494692550444678,10457,train,NN011
2,0.06710727540317667,0.06761021325427943,10457,train,NN011
3,0.042262870124083016,0.04963182557138759,10457,train,NN011
4,0.02884663009691333,0.027445730132925315,10457,train,NN011
5,0.021348808123400127,0.016446739338305604,10458,train,NN011
6,0.01656119092933989,0.012910012431863823,10457,train,NN011
7,0.01310038341854319,0.008797934398010902,10457,train,NN011
8,0.010355752554589277,0.006885339963660706,10457,train,NN011
9,0.006376379921670076,0.005450372920252439,10458,train,NN011
0,0.3739590988719254,0.3584815452285332,10458,train,NN012
1,0.12546588404486525,0.11456440661757675,10457,train,NN012
2,0.07333296901537456,0.06856651047145453,10457,train,NN012
3,0.04484649123277462,0.049536195849670075,10457,train,NN012
4,0.029703384945764955,0.02868891651525294,10457,train,NN012
5,0.021359108829912186,0.01596863645056416,10458,train,NN012
6,0.016147807012839598,0.01434445825762647,10457,train,NN012
7,0.012328902100304611,0.008702304676293392,10457,train,NN012
8,0.009419880690147979,0.0065028210767906665,10457,train,NN012
9,0.006639680766016003,0.004589787722317842,10458,train,NN012
0,0.34631719608454015,0.3627844712182062,10458,train,NN013
1,0.10856977150647101,0.11523381466959931,10457,train,NN013
2,0.06399533507184436,0.06655828631538682,10457,train,NN013
3,0.03986969884230446,0.05001434445825763,10457,train,NN013
4,0.02676517639963818,0.026202543750597686,10457,train,NN013
5,0.0194939630870332,0.017498565691336777,10458,train,NN013
6,0.015156314326730943,0.012049344936406236,10457,train,NN013
7,0.012073283070989035,0.009084823563163431,10457,train,NN013
8,0.009765109667598184,0.006024672468203118,10457,train,NN013
9,0.007084784224324433,0.004494167144769554,10458,train,NN013
0,0.3534563101551464,0.35876840696117807,10458,train,NN014
1,0.11072412724066981,0.11590322272162187,10457,train,NN014
2,0.06749073769593411,0.07038347518408722,10457,train,NN014
3,0.04031752005932104,0.041790188390551784,10457,train,NN014
4,0.02565640385413745,0.027254470689490294,10457,train,NN014
5,0.01887356731673298,0.01855039204436795,10458,train,NN014
6,0.01446086516959463,0.013388161040451372,10457,train,NN014
7,0.011341605477511644,0.010806158554078607,10457,train,NN014
8,0.008857448451374,0.0070765994070957254,10457,train,NN014
9,0.00741724636835443,0.006024096385542169,10458,train,NN014
0,0.3802639746215961,0.3598202333142092,10458,train,NN015
1,0.12364004661218693,0.11485129578272928,10457,train,NN015
2,0.07562000053153624,0.0711072829935879,10449,train,NN015
3,0.04698458100708204,0.04166268514094601,10465,train,NN015
4,0.029845647751272835,0.027350100411207803,10457,train,NN015
5,0.020080204061475995,0.01835915088927137,10458,train,NN015
6,0.01526190529195348,0.012336234101558765,10457,train,NN015
7,0.01185278577769796,0.011379936884383667,10457,train,NN015
8,0.00893140483201903,0.007855911094079326,10438,train,NN015
9,0.007207554241676451,0.005249594349527537,10477,train,NN015
0,0.36901831352111747,0.3565483593226825,10453,train,NN016
1,0.12204086591769546,0.11556107818772701,10462,train,NN016
2,0.0744580096281708,0.07344362627904753,10457,train,NN016
3,0.04552330309992789,0.04226833699913933,10457,train,NN016
4,0.03005375017832653,0.028306397628382902,10457,train,NN016
5,0.021829448285973448,0.019219736087205966,10458,train,NN016
6,0.017251783879784093,0.011953715214688725,10457,train,NN016
7,0.014000890450614955,0.010901788275796118,10457,train,NN016
8,0.011267565850598816,0.007267858850530745,10457,train,NN016
9,0.008131673650203912,0.004589787722317842,10458,train,NN016
0,0.344996194385164,0.36115892139988526,10458,train,NN017
1,0.11410663306655919,0.11399062828727169,10457,train,NN017
2,0.07087739235991487,0.07258295878358995,10457,train,NN017
3,0.044041847905344225,0.03968633451276657,10457,train,NN017
4,0.02882541599800905,0.02983647317586306,10457,train,NN017
5,0.0196344822435713,0.018741633199464525,10458,train,NN017
6,0.014217620125634049,0.012049344936406236,10457,train,NN017
7,0.010292531159462916,0.010519269388926078,10457,train,NN017
8,0.007021810006082538,0.0065028210767906665,10457,train,NN017
9,0.0040848126025042055,0.004876649454962708,10458,train,NN017
0,0.35769671613311005,0.3638362975712373,10458,train,NN018
1,0.10852641072545391,0.11647700105192695,10457,train,NN018
2,0.0627745577014401,0.07143540212297982,10457,train,NN018
3,0.039605353971835996,0.04284211532944439,10457,train,NN018
4,0.02512557322881989,0.027063211246055274,10457,train,NN018
5,0.016728813984918607,0.017594186268885065,10458,train,NN018
6,0.012165710393213538,0.011762455771253707,10457,train,NN018
7,0.00920345093020649,0.008797934398010902,10457,train,NN018
8,0.007023410571686271,0.0062159319116381374,10457,train,NN018
9,0.0047805825517150975,0.003920443679479824,10458,train,NN018
0,0.3765850179825237,0.3653662268120099,10458,train,NN019
1,0.12880420823057875,0.11896337381658219,10457,train,NN019
2,0.07346752533250032,0.06770584297599694,10457,train,NN019
3,0.04401586795334133,0.04370278282490198,10457,train,NN019
4,0.028248588069180035,0.025341876255140096,10457,train,NN019
5,0.01930714507863009,0.018072289156626505,10458,train,NN019
6,0.014221543979246107,0.010997417997513628,10457,train,NN019
7,0.011319488921810963,0.008797934398010902,10457,train,NN019
8,0.009187068198484815,0.006311561633355647,10457,train,NN019
9,0.007048700237574521,0.004685408299866131,10458,train,NN019
0,0.3719774888989669,0.37416331994645247,10458,train,NNSTACK001
1,0.10332737715645018,0.11179114468776896,10457,train,NNSTACK001
2,0.04594703526155719,0.06598450798508176,10457,train,NNSTACK001
3,0.02736218666967105,0.04284211532944439,10457,train,NNSTACK001
4,0.02095190356257117,0.027828249019795352,10457,train,NNSTACK001
5,0.01838786682756618,0.0173073245362402,10458,train,NNSTACK001
6,0.017050605314730048,0.012240604379841254,10457,train,NNSTACK001
7,0.016250349926024765,0.008989193841445921,10457,train,NNSTACK001
8,0.015715872549156865,0.00497274552931051,10457,train,NNSTACK001
9,0.01524280637026068,0.0038248231019315355,10458,train,NNSTACK001
0,0.9343324254951677,0.3527443105756359,10458,train,RASTACK001
1,0.836254325699897,0.11590322272162187,10457,train,RASTACK001
2,0.7414457512765742,0.07392177488763507,10457,train,RASTACK001
3,0.6426981791234242,0.04676293391986229,10457,train,RASTACK001
4,0.5414229980432883,0.02888017595868796,10457,train,RASTACK001
5,0.4435000840859962,0.01855039204436795,10458,train,RASTACK001
6,0.35581849836653306,0.013770679927321412,10457,train,RASTACK001
7,0.26459713039450683,0.008415415511140863,10457,train,RASTACK001
8,0.16418409054849342,0.007172229128813235,10457,train,RASTACK001
9,0.07579876605518486,0.0038248231019315355,10458,train,RASTACK001
0,0.30383628761561243,0.3657487091222031,10458,train,RF001
1,0.11964347136219057,0.10796595581906857,10457,train,RF001
2,0.07908672020374109,0.07239169934015492,10457,train,RF001
3,0.04547429649274965,0.04609352586783973,10457,train,RF001
4,0.030192403601804085,0.02868891651525294,10457,train,RF001
5,0.024196768467475357,0.01788104800152993,10458,train,RF001
6,0.022519902530238493,0.009183966325456807,10453,train,RF001
7,0.017857064533260636,0.012618296529968454,10461,train,RF001
8,0.014332320616978237,0.006312769010043041,10455,train,RF001
9,0.01292767278302585,0.0030592734225621415,10460,train,RF001
0,0.3252908058213872,0.3703384968445209,10458,train,RF002
1,0.11935310713397815,0.11580759299990437,10457,train,RF002
2,0.07651843832852025,0.06694080520225686,10457,train,RF002
3,0.04610865385623689,0.04274648560772688,10457,train,RF002
4,0.029597517749228724,0.026967581524337765,10457,train,RF002
5,0.02107294604367608,0.01826353031172308,10458,train,RF002
6,0.017666530097548535,0.008989193841445921,10457,train,RF002
7,0.014709800128751518,0.010614899110643589,10457,train,RF002
8,0.010823271839813004,0.0065028210767906665,10457,train,RF002
9,0.008523055683636923,0.0027729967489003634,10458,train,RF002
0,0.3343877125141004,0.37416331994645247,10458,train,RF003
1,0.12393049031180604,0.12498804628478531,10457,train,RF003
2,0.07555868101018295,0.0653150999330592,10457,train,RF003
3,0.04657008460045522,0.0410251506168117,10457,train,RF003
4,0.029516976593825312,0.02409868987281247,10457,train,RF003
5,0.01987263007833194,0.01615987760566074,10458,train,RF003
6,0.0145621048873436,0.011093047719231136,10457,train,RF003
7,0.011404620300852288,0.007746007459118294,10457,train,RF003
8,0.008374075172930876,0.0037295591469828824,10457,train,RF003
9,0.005377299899474039,0.0016255498183209026,10458,train,RF003
0,0.31571295903027746,0.3664180531650411,10458,train,RF004
1,0.12222053428102742,0.1181027063211246,10457,train,RF004
2,0.07944365972434844,0.06694080520225686,10457,train,RF004
3,0.04800238582094328,0.04322463421631443,10457,train,RF004
4,0.030508643503772175,0.02897580568040547,10457,train,RF004
5,0.02172916411669723,0.018072289156626505,10458,train,RF004
6,0.01792418164772151,0.00889356411972841,10457,train,RF004
7,0.01500163044134098,0.010136750502056039,10457,train,RF004
8,0.010898043685424186,0.0065028210767906665,10457,train,RF004
9,0.008356534645833897,0.002677376171352075,10458,train,RF004
0,0.8475323850986207,0.36613119143239625,10458,train,RF005
1,0.6195489271001834,0.11896337381658219,10457,train,RF005
2,0.5112156158418775,0.068279621306302,10457,train,RF005
3,0.3823679704212195,0.04274648560772688,10457,train,RF005
4,0.2758185061940996,0.025341876255140096,10457,train,RF005
5,0.1894422414768502,0.017594186268885065,10458,train,RF005
6,0.15677516266563193,0.011188677440948647,10457,train,RF005
7,0.1325983434941353,0.00965860189346849,10457,train,RF005
8,0.10184251465195203,0.0073634885722482545,10457,train,RF005
9,0.08059046373928032,0.002677376171352075,10458,train,RF005
3,0.3603396452056199,0.37196404666284183,10458,train,RFSTACK001
4,0.1126636432665548,0.11886774409486468,10457,train,RFSTACK001
5,0.06740957560091955,0.06158554078607631,10457,train,RFSTACK001
6,0.04153406577741337,0.04332026393803194,10457,train,RFSTACK001
7,0.022715756649565814,0.026106914028880174,10457,train,RFSTACK001
8,0.014453172346818316,0.01753531417437896,10265,train,RFSTACK001
9,0.012779850187274792,0.007686449954785589,42022,train,RFSTACK001
0,0.3743711174284972,0.3717728055077453,10458,train,RIDGESTACK001
1,0.10478724740971197,0.11169551496605144,10457,train,RIDGESTACK001
2,0.04663554920567824,0.0654107296547767,10457,train,RIDGESTACK001
3,0.029021080836824757,0.04360715310318447,10457,train,RIDGESTACK001
4,0.02327064538965033,0.028497657071817922,10457,train,RIDGESTACK001
5,0.020841120145361103,0.01835915088927137,10458,train,RIDGESTACK001
6,0.019598785174144605,0.012623123266711294,10457,train,RIDGESTACK001
7,0.018870225665502473,0.00937171272831596,10457,train,RIDGESTACK001
8,0.018404516057516786,0.0050683752510280195,10457,train,RIDGESTACK001
9,0.018024184307579696,0.0035379613692866703,10458,train,RIDGESTACK001
0,0.25402884494969186,0.2701281315739147,10458,train,RLOG001
1,0.14976288164294632,0.14172324758534952,10457,train,RLOG001
2,0.08725556999437409,0.08472793344171368,10457,train,RLOG001
3,0.05277522247719857,0.05288323610978292,10457,train,RLOG001
4,0.03628423365453587,0.037008702304676296,10457,train,RLOG001
5,0.027952339717178275,0.026965002868617326,10458,train,RLOG001
6,0.023309546273441686,0.01903031462178445,10457,train,RLOG001
7,0.019894686466244253,0.01577890408338912,10457,train,RLOG001
8,0.016402402720068848,0.012623123266711294,10457,train,RLOG001
9,0.011850896167803424,0.009083954867087397,10458,train,RLOG001
0,0.2723977473412292,0.2777777777777778,10458,train,RLOG002
1,0.14151684916016044,0.126805010997418,10457,train,RLOG002
2,0.08266205141080543,0.09295208950941952,10457,train,RLOG002
3,0.050165488751050515,0.056612795256765804,10457,train,RLOG002
4,0.03443606796698757,0.03547862675719614,10457,train,RLOG002
5,0.02629627087970795,0.022757697456492636,10458,train,RLOG002
6,0.02143143677144944,0.0185521660131969,10457,train,RLOG002
7,0.017814335921774737,0.015683274361671606,10457,train,RLOG002
8,0.014302217202822123,0.012431863823276275,10457,train,RLOG002
9,0.009888657804901748,0.010900745840504877,10458,train,RLOG002
0,0.27466414827510455,0.27787339835532604,10458,train,RLOG003
1,0.14068143215242063,0.12709190016257052,10457,train,RLOG003
2,0.0820339436435054,0.09199579229224443,10457,train,RLOG003
3,0.049883103425969993,0.05709094386535335,10457,train,RLOG003
4,0.03428596040121888,0.03557425647891364,10457,train,RLOG003
5,0.026170778675300904,0.02256645630139606,10458,train,RLOG003
6,0.021265394783898106,0.017691498517739313,10457,train,RLOG003
7,0.01760368928886971,0.016065793248541647,10457,train,RLOG003
8,0.014027720558841729,0.012718752988428804,10457,train,RLOG003
9,0.00942924297916825,0.01128322815069803,10458,train,RLOG003
0,0.2748935402320498,0.27749091604513293,10458,train,RLOG004
1,0.1406085472273848,0.12757004877115807,10457,train,RLOG004
2,0.08196325554346191,0.0917089031270919,10457,train,RLOG004
3,0.04985426699423149,0.05709094386535335,10457,train,RLOG004
4,0.03427254583604037,0.03586114564406617,10457,train,RLOG004
5,0.026162328617801513,0.02256645630139606,10458,train,RLOG004
6,0.021255436276267043,0.017500239074304293,10457,train,RLOG004
7,0.017587433451279853,0.015970163526824135,10457,train,RLOG004
8,0.013999558893570019,0.012814382710146314,10457,train,RLOG004
9,0.009364186364086946,0.011378848728246318,10458,train,RLOG004
0,0.259105882338039,0.2712755785044942,10458,train,RLOG005
1,0.15166632781893194,0.13837620732523667,10457,train,RLOG005
2,0.09110122937675422,0.08759682509323898,10457,train,RLOG005
3,0.05584588448641125,0.054030792770393035,10457,train,RLOG005
4,0.038507142829066414,0.0371043320263938,10457,train,RLOG005
5,0.02952533884975196,0.02562631478294129,10458,train,RLOG005
6,0.02432073139095204,0.01931720378693698,10457,train,RLOG005
7,0.02047288310589676,0.015396385196519077,10457,train,RLOG005
8,0.016752979084156495,0.011571196327818686,10457,train,RLOG005
9,0.012059839404981497,0.009657678332377127,10458,train,RLOG005
0,0.2717004635784009,0.2767259514247466,10458,train,RLOG006
1,0.14252383064150045,0.12804819737974563,10457,train,RLOG006
2,0.08345143864506437,0.09295208950941952,10457,train,RLOG006
3,0.050676204234421755,0.056039016926460745,10457,train,RLOG006
4,0.03473751706362428,0.03614803480921871,10457,train,RLOG006
5,0.026475441682769316,0.022279594568751195,10458,train,RLOG006
6,0.021543564429607042,0.01903031462178445,10457,train,RLOG006
7,0.017882600575469698,0.015587644639954098,10457,train,RLOG006
8,0.014301851574600906,0.012336234101558765,10457,train,RLOG006
9,0.009704532148395052,0.010805125262956588,10458,train,RLOG006
0,0.2745455660041643,0.2777777777777778,10458,train,RLOG007
1,0.1408204474352431,0.12718752988428803,10457,train,RLOG007
2,0.08212103645946194,0.0918045328488094,10457,train,RLOG007
3,0.04993898050247163,0.05709094386535335,10457,train,RLOG007
4,0.03431806532562075,0.035956775365783684,10457,train,RLOG007
5,0.026191053412620572,0.022183973991202907,10458,train,RLOG007
6,0.021281974411919827,0.017691498517739313,10457,train,RLOG007
7,0.017616459904190473,0.016161422970259156,10457,train,RLOG007
8,0.01402874885194734,0.012718752988428804,10457,train,RLOG007
9,0.009395692040753025,0.011378848728246318,10458,train,RLOG007
0,0.2748921884559377,0.2773952954675846,10458,train,RLOG008
1,0.14061617957649164,0.12766567849287558,10457,train,RLOG008
2,0.08196509891020798,0.0917089031270919,10457,train,RLOG008
3,0.049857037758727026,0.05709094386535335,10457,train,RLOG008
4,0.03427629121797667,0.03576551592234867,10457,train,RLOG008
5,0.026166536151312675,0.02256645630139606,10458,train,RLOG008
6,0.021259209161658684,0.017500239074304293,10457,train,RLOG008
7,0.01758997625409471,0.016065793248541647,10457,train,RLOG008
8,0.014000172334281039,0.012814382710146314,10457,train,RLOG008
9,0.009360004837895087,0.011378848728246318,10458,train,RLOG008
8,0.35942788514029916,0.35942788514029916,9159,train,T001
9,0.038925105330454596,0.03892510533045465,95414,train,T001
5,0.3875788774493524,0.3875788774493524,9033,train,T002
6,0.14200497100248544,0.1420049710024855,6035,train,T002
7,0.0908752674169844,0.09087526741698447,10751,train,T002
8,0.05304704767919163,0.05304704767919166,9501,train,T002
9,0.016851255541276113,0.01685125554127619,69253,train,T002
4,0.37231833910034595,0.372318339100346,10115,train,T003
5,0.12417256334170278,0.1241725633417028,8762,train,T003
6,0.07169117647058823,0.07169117647058823,11424,train,T003
7,0.047240465491415994,0.04724046549141606,8679,train,T003
8,0.03174603174603169,0.031746031746031744,8442,train,T003
9,0.011460866826477187,0.011460866826477227,57151,train,T003
5,0.38054625931123826,0.38054625931123826,9263,train,T004
6,0.1471663619744058,0.14716636197440586,5470,train,T004
7,0.09065488002886517,0.09065488002886524,11086,train,T004
8,0.05304704767919163,0.05304704767919166,9501,train,T004
9,0.016851255541276113,0.01685125554127619,69253,train,T004
4,0.3665322977091731,0.3665322977091731,10171,train,T005
5,0.12161194640482761,0.12161194640482766,9777,train,T005
6,0.07278537191549794,0.07278537191549796,11266,train,T005
7,0.04847923421337031,0.04847923421337039,6477,train,T005
8,0.030829308395848267,0.03082930839584832,9731,train,T005
9,0.011460866826477187,0.011460866826477227,57151,train,T005
5,0.8727969448665894,0.3703665779234077,9766,train,T006
6,0.6894157942754746,0.1384443617417194,5374,train,T006
7,0.5619547439413337,0.08434952016740024,13859,train,T006
8,0.41871309156812386,0.04939140931495825,9941,train,T006
9,0.16947427031120632,0.015007694300123414,65633,train,T006
3,0.8717560591108696,0.37271364317841077,10005,train,T007
4,0.6358368943126794,0.11504098738141291,10857,train,T007
5,0.5420710575279355,0.07921772496596113,8079,train,T007
6,0.4026716602276388,0.046420141620771044,10168,train,T007
7,0.2878212425046932,0.028621541895878178,12543,train,T007
8,0.19731875503520802,0.017361111111111112,1152,train,T007
9,0.12544787238289962,0.010373003148602445,51769,train,T007
0,0.46008648744150255,0.361732644865175,10458,train,WASTACK001
1,0.18732382179057513,0.11685951993879698,10457,train,WASTACK001
2,0.09603157585377455,0.0701922157406522,10457,train,WASTACK001
3,0.0504775750140407,0.0419814478339868,10457,train,WASTACK001
4,0.02988085532954434,0.028019508463230373,10457,train,WASTACK001
5,0.019953688725290866,0.019219736087205966,10458,train,WASTACK001
6,0.014571108994104399,0.013101271875298843,10457,train,WASTACK001
7,0.011024202148450287,0.008702304676293392,10457,train,WASTACK001
8,0.008373330346947266,0.006311561633355647,10457,train,WASTACK001
9,0.006193291048498474,0.0038248231019315355,10458,train,WASTACK001
0,0.4624296677484099,0.36125454197743356,10458,train,WASTACK002
1,0.18751309081289938,0.11733766854738453,10457,train,WASTACK002
2,0.09589280769576441,0.07009658601893469,10457,train,WASTACK002
3,0.05037536016794098,0.0419814478339868,10457,train,WASTACK002
4,0.02981411888528316,0.028210767906665393,10457,train,WASTACK002
5,0.019898653037188692,0.019124115509657678,10458,train,WASTACK002
6,0.014522858656986033,0.013005642153581333,10457,train,WASTACK002
7,0.010981925985792831,0.008797934398010902,10457,train,WASTACK002
8,0.0083381992456549,0.006311561633355647,10457,train,WASTACK002
9,0.006166055148317581,0.0038248231019315355,10458,train,WASTACK002
0,0.3598544727105142,0.3644100210365271,10458,train,WASTACK003
1,0.13881082639458056,0.11599885244333939,10457,train,WASTACK003
2,0.08050830611620131,0.06894902935832457,10457,train,WASTACK003
3,0.046625791515576956,0.04332026393803194,10457,train,WASTACK003
4,0.028958427449901798,0.02859328679353543,10457,train,WASTACK003
5,0.0205457667649531,0.0173073245362402,10458,train,WASTACK003
6,0.015869693807574425,0.012336234101558765,10457,train,WASTACK003
7,0.012621728594816991,0.00889356411972841,10457,train,WASTACK003
8,0.009884777141466211,0.0065028210767906665,10457,train,WASTACK003
9,0.0075073884673691835,0.003633581946834959,10458,train,WASTACK003
0,0.3658386463174106,0.377318799005546,10458,train,WASTACK004
1,0.113486368109567,0.1161901118867744,10457,train,WASTACK004
2,0.06519041837191784,0.06349813522042651,10457,train,WASTACK004
3,0.04068145600301325,0.040451372286506644,10457,train,WASTACK004
4,0.026248847312956947,0.026585062637467724,10457,train,WASTACK004
5,0.01833076118737184,0.016446739338305604,10458,train,WASTACK004
6,0.013917782616603754,0.011475566606101176,10457,train,WASTACK004
7,0.010937426557111087,0.008511045232858372,10457,train,WASTACK004
8,0.00845862938667384,0.006311561633355647,10457,train,WASTACK004
9,0.006298103900434536,0.003155479059093517,10458,train,WASTACK004
0,0.9760927683728532,0.34911072862880094,10458,train,WGNB001
1,0.12423036028857005,0.12241775057383321,10456,train,WGNB001
2,0.014815728189455504,0.06951615987760566,10458,train,WGNB001
3,0.005054267877514131,0.040846026971960804,10307,train,WGNB001
4,0.002323862651775816,0.026218994624162974,10603,train,WGNB001
5,0.0012588097923154115,0.019124115509657678,10458,train,WGNB001
6,0.0007016047828259144,0.01560682435052346,10316,train,WGNB001
7,0.0003392877069233744,0.011144692104268984,10588,train,WGNB001
8,0.00013776075190387302,0.0065908873817938675,10469,train,WGNB001
9,3.365184732425728e-05,0.009655831739961759,10460,train,WGNB001
0,0.9760927690666981,0.34911072862880094,10458,train,WGNB002
1,0.12423036707424386,0.12241775057383321,10456,train,WGNB002
2,0.014815729143098153,0.06951615987760566,10458,train,WGNB002
3,0.005054268198456287,0.040846026971960804,10307,train,WGNB002
4,0.0023238627902531536,0.026218994624162974,10603,train,WGNB002
5,0.0012588098640698073,0.019124115509657678,10458,train,WGNB002
6,0.0007016048105313324,0.01560682435052346,10316,train,WGNB002
7,0.00033928770395464465,0.011144692104268984,10588,train,WGNB002
8,0.0001377607456254668,0.0065908873817938675,10469,train,WGNB002
9,3.365184462408258e-05,0.009655831739961759,10460,train,WGNB002
0,0.9760927690604471,0.34911072862880094,10458,train,WGNB003
