model_id,split,risk_band,applicant_count,default_count,actual_default_rate,min_pd,mean_pd,max_pd,min_percentile,max_percentile,total_applicants,applicant_pct
BLOG002,validation,High Risk,14018,715,0.05100584962191468,0.031541492355901,0.05301324022043238,0.1040875510962569,0.5486199433250776,0.7995068835486534,44817,0.3127830957002923
BLOG002,validation,Very High Risk,6853,1015,0.1481103166496425,0.1062390943241355,0.12914901906071216,0.2221058587952178,0.8007452529174197,0.9457125644286766,44817,0.15291072584064083
BLOG002,validation,Extreme Risk,2085,933,0.4474820143884892,0.2224253747668911,0.4788469280600038,0.7795412609570519,0.9537787000468572,0.9991855769016221,44817,0.046522524934734584
BLOG003,train,Low Risk,23881,207,0.008667978727858967,0.0119841202090803,0.0119841202090803,0.0119841202090803,0.11418817476786551,0.11418817476786551,104573,0.2283667868379027
BLOG003,train,Medium Risk,22979,333,0.014491492232037948,0.0179221596504773,0.019022698054943075,0.0218008823492839,0.3070677899649049,0.41693840666328785,104573,0.2197412333967659
BLOG003,train,High Risk,34439,1580,0.04587821946049537,0.0256193382592646,0.04306990296863287,0.0869565539893443,0.500583324567527,0.7769118223633251,104573,0.32932975050921365
BLOG003,train,Very High Risk,18035,2444,0.13551427779317993,0.0874272859909712,0.1261875974874334,0.2827084425916109,0.82657569353466,0.9481223642814111,104573,0.17246325533359472
BLOG003,train,Extreme Risk,5239,2442,0.46611948845199463,0.2858983449525352,0.48169630419160164,0.8689601267021568,0.9502261578036396,0.999813527392348,104573,0.05009897392252302
BLOG003,validation,Low Risk,10417,93,0.00892771431314198,0.0119841202090803,0.0119841202090803,0.0119841202090803,0.1162282169712386,0.1162282169712386,44817,0.2324341209808778
BLOG003,validation,Medium Risk,9721,133,0.013681719987655591,0.0179221596504773,0.01901822499906507,0.0218008823492839,0.3102505745587612,0.4187027244126113,44817,0.2169042997077002
BLOG003,validation,High Risk,14578,626,0.04294141857593634,0.0256193382592646,0.043062820644861326,0.0869565539893443,0.5017738804471518,0.7740924202869447,44817,0.3252783541959524
BLOG003,validation,Very High Risk,7860,1124,0.1430025445292621,0.0874272859909712,0.12617985755136069,0.2890498240314496,0.8248990338487627,0.949929714170962,44817,0.17537987817122966
BLOG003,validation,Extreme Risk,2241,1027,0.45827755466309683,0.2904762018013412,0.48480999135987884,0.8689601267021568,0.9543142111252426,0.9998103398264051,44817,0.050003346944239906
BLOG004,train,Low Risk,23664,192,0.008113590263691683,0.0118636747292065,0.011863674729206498,0.0118636747292065,0.11315062205349373,0.11315062205349373,104573,0.22629168140915915
BLOG004,train,Medium Risk,24108,347,0.014393562302969969,0.0177327175179894,0.019068087103224645,0.0250468849929873,0.30411769768487085,0.4501305308253564,104573,0.23053751924492938
BLOG004,train,High Risk,32687,1419,0.04341175390828158,0.0251241132045973,0.041489920317928614,0.0776055283372745,0.5084295181356564,0.7635288267526035,104573,0.31257590391401224
BLOG004,train,Very High Risk,18970,2595,0.13679493937796522,0.0819866129324633,0.12212381438158688,0.2518608864990668,0.816133227506144,0.9472473774301206,104573,0.1814043778030658
BLOG004,train,Extreme Risk,5144,2453,0.47686625194401244,0.253245472117343,0.5040230896331023,0.910621754375722,0.9508381704646515,0.9999856559532575,104573,0.04919051762883345
BLOG004,validation,Low Risk,10318,86,0.008334948633456097,0.0118636747292065,0.0118636747292065,0.0118636747292065,0.11512372537206864,0.11512372537206864,44817,0.23022513778253786
BLOG004,validation,Medium Risk,10172,133,0.013075108139992134,0.0177327175179894,0.019055160545290176,0.0250468849929873,0.30709329049244705,0.45076645023093914,44817,0.2269674453890265
BLOG004,validation,High Risk,13844,556,0.04016180294712511,0.0251241132045973,0.041390294801115675,0.0776055283372745,0.5088917151973581,0.7602360711337216,44817,0.3089006403819979
BLOG004,validation,Very High Risk,8247,1170,0.14186977082575483,0.0819866129324633,0.12105482275546033,0.2518608864990668,0.8144230983778477,0.9464712051230559,44817,0.1840149943101948
BLOG004,validation,Extreme Risk,2236,1058,0.4731663685152057,0.253245472117343,0.5052934135611102,0.910621754375722,0.9501305308253565,0.9999665305576009,44817,0.04989178213624294
BLOG005,train,Low Risk,23362,165,0.007062751476757127,0.0090336928028422,0.011025306285489618,0.013187289495457,0.028951067675212532,0.19885630133973398,104573,0.22340374666500915
BLOG005,train,Medium Risk,28601,416,0.014544945980909758,0.0147878958105241,0.019356386040803603,0.0258250435427776,0.22845763246727166,0.49394681227467896,104573,0.27350272058753217
BLOG005,train,High Risk,31769,1551,0.048821177877805405,0.0262846838554488,0.046811563772681745,0.0783353551113828,0.503901580713951,0.7911315540340241,104573,0.3037973473076224
BLOG005,train,Very High Risk,15612,2380,0.15244683576735843,0.0790566353475836,0.13346633690828802,0.2762662090364542,0.8007181586069062,0.949991871706846,104573,0.14929283849559638
BLOG005,train,Extreme Risk,5229,2494,0.4769554408108625,0.2763578687375402,0.5018133058135099,0.9201844113180492,0.9500205598003308,1.0,104573,0.050003346944239906
