model_id,split,top_population_share,top_population_count,overall_default_rate,top_group_default_rate,top_group_default_count,default_capture_share,lift_vs_overall
BLOG001,validation,0.25,11204,0.06700582368297744,0.17636558372009997,1976,0.658008658008658,2.6320933618327405
BLOG001,validation,0.26,11652,0.06700582368297744,0.17361826295914864,2023,0.6736596736596736,2.591092138208513
BLOG001,validation,0.27,12100,0.06700582368297744,0.1712396694214876,2072,0.6899766899766899,2.5555938276599433
BLOG001,validation,0.28,12548,0.06700582368297744,0.16743704175964297,2101,0.6996336996336996,2.4988431237235824
BLOG001,validation,0.29,12996,0.06700582368297744,0.1639735303170206,2131,0.7096237096237096,2.447153415989981
BLOG001,validation,0.3,13445,0.06700582368297744,0.16072889550018593,2161,0.7196137196137196,2.39873023963764
BLOG001,validation,0.31,13893,0.06700582368297744,0.1574174044482833,2187,0.7282717282717283,2.349309295757147
BLOG001,validation,0.32,14341,0.06700582368297744,0.1550798410152709,2224,0.7405927405927406,2.3144233216055263
BLOG001,validation,0.33,14789,0.06700582368297744,0.15180201501115695,2245,0.7475857475857476,2.2655047974542195
BLOG001,validation,0.34,15237,0.06700582368297744,0.14858567959572094,2264,0.7539127539127539,2.217503963516958
BLOG001,validation,0.35,15685,0.06700582368297744,0.14657315906917437,2299,0.7655677655677655,2.187468954380016
BLOG001,validation,0.36,16134,0.06700582368297744,0.1444155200198339,2330,0.7758907758907759,2.1552681853909075
BLOG001,validation,0.37,16582,0.06700582368297744,0.14214208177541912,2357,0.7848817848817848,2.1213392204225636
BLOG001,validation,0.38,17030,0.06700582368297744,0.13992953611274223,2383,0.7935397935397935,2.0883190209672886
BLOG001,validation,0.39,17478,0.06700582368297744,0.1370866231834306,2396,0.7978687978687978,2.045891172564705
BLOG001,validation,0.4,17926,0.06700582368297744,0.13460894789690953,2413,0.8035298035298035,2.008914158473458
BLOG001,validation,0.41,18374,0.06700582368297744,0.13219767062153043,2429,0.8088578088578089,1.9729280733417012
BLOG001,validation,0.42,18823,0.06700582368297744,0.12973489879402858,2442,0.8131868131868132,1.9361734796043886
BLOG001,validation,0.43,19271,0.06700582368297744,0.12760105858543927,2459,0.8188478188478189,1.9043278863215556
BLOG001,validation,0.44,19719,0.06700582368297744,0.12561488919316396,2477,0.8248418248418249,1.8746861435131632
BLOG001,validation,0.45,20167,0.06700582368297744,0.1237665493132345,2496,0.8311688311688312,1.8471013788115984
BLOG001,validation,0.46,20615,0.06700582368297744,0.12170749454280863,2509,0.8354978354978355,1.8163718890859322
BLOG001,validation,0.47,21063,0.06700582368297744,0.11964107676969092,2520,0.8391608391608392,1.7855325133490636
