model_id,split,threshold,predicted_0_count,predicted_1_count,predicted_1_share,actual_1_count,true_positive_count,false_positive_count,false_negative_count,true_negative_count
BLOG003,validation,0.62,44242,575,0.012829952919651026,3003,351,224,2652,41590
BLOG003,validation,0.63,44295,522,0.011647365954883191,3003,325,197,2678,41617
BLOG003,validation,0.64,44295,522,0.011647365954883191,3003,325,197,2678,41617
BLOG003,validation,0.65,44358,459,0.010241649374121427,3003,289,170,2714,41644
BLOG003,validation,0.66,44365,452,0.010085458642925675,3003,285,167,2718,41647
BLOG003,validation,0.67,44448,369,0.00823348283017605,3003,239,130,2764,41684
BLOG003,validation,0.68,44448,369,0.00823348283017605,3003,239,130,2764,41684
BLOG003,validation,0.69,44487,330,0.0073632773277997185,3003,219,111,2784,41703
BLOG003,validation,0.7,44487,330,0.0073632773277997185,3003,219,111,2784,41703
BLOG003,validation,0.71,44487,330,0.0073632773277997185,3003,219,111,2784,41703
BLOG003,validation,0.72,44519,298,0.00664926255661914,3003,200,98,2803,41716
BLOG003,validation,0.73,44544,273,0.006091438516634313,3003,185,88,2818,41726
BLOG003,validation,0.74,44575,242,0.0053997367070531275,3003,161,81,2842,41733
BLOG003,validation,0.75,44575,242,0.0053997367070531275,3003,161,81,2842,41733
BLOG003,validation,0.76,44601,216,0.004819599705468907,3003,147,69,2856,41745
BLOG003,validation,0.77,44624,193,0.004306401588682866,3003,130,63,2873,41751
BLOG003,validation,0.78,44655,162,0.00361469977910168,3003,112,50,2891,41764
BLOG003,validation,0.79,44754,63,0.0014057165807617644,3003,49,14,2954,41800
BLOG003,validation,0.8,44768,49,0.0010933351183702613,3003,39,10,2964,41804
BLOG003,validation,0.81,44768,49,0.0010933351183702613,3003,39,10,2964,41804
BLOG003,validation,0.82,44768,49,0.0010933351183702613,3003,39,10,2964,41804
BLOG003,validation,0.83,44780,37,0.0008255795791775443,3003,30,7,2973,41807
BLOG003,validation,0.84,44780,37,0.0008255795791775443,3003,30,7,2973,41807
BLOG003,validation,0.85,44799,18,0.00040163330878907556,3003,15,3,2988,41811
BLOG003,validation,0.86,44799,18,0.00040163330878907556,3003,15,3,2988,41811
BLOG003,validation,0.87,44817,0,0.0,3003,0,0,3003,41814
BLOG003,validation,0.88,44817,0,0.0,3003,0,0,3003,41814
BLOG003,validation,0.89,44817,0,0.0,3003,0,0,3003,41814
BLOG003,validation,0.9,44817,0,0.0,3003,0,0,3003,41814
BLOG003,validation,0.91,44817,0,0.0,3003,0,0,3003,41814
BLOG003,validation,0.92,44817,0,0.0,3003,0,0,3003,41814
BLOG003,validation,0.93,44817,0,0.0,3003,0,0,3003,41814
BLOG003,validation,0.94,44817,0,0.0,3003,0,0,3003,41814
BLOG003,validation,0.95,44817,0,0.0,3003,0,0,3003,41814
BLOG003,validation,0.96,44817,0,0.0,3003,0,0,3003,41814
BLOG003,validation,0.97,44817,0,0.0,3003,0,0,3003,41814
BLOG003,validation,0.98,44817,0,0.0,3003,0,0,3003,41814
BLOG003,validation,0.99,44817,0,0.0,3003,0,0,3003,41814
BLOG004,validation,0.01,0,44817,1.0,3003,3003,41814,0,0
BLOG004,validation,0.02,17207,27610,0.6160608697592431,3003,2836,24774,167,17040
BLOG004,validation,0.03,25219,19598,0.43728942142490573,3003,2682,16916,321,24898
BLOG004,validation,0.04,29492,15325,0.34194613651069905,3003,2532,12793,471,29021
BLOG004,validation,0.05,29871,14946,0.3334895240645291,3003,2494,12452,509,29362
BLOG004,validation,0.06,30519,14298,0.31903072494812235,3003,2457,11841,546,29973
BLOG004,validation,0.07,33624,11193,0.24974897918200684,3003,2296,8897,707,32917
BLOG004,validation,0.08,34334,10483,0.23390677644643773,3003,2228,8255,775,33559
BLOG004,validation,0.09,38907,5910,0.13186960305241316,3003,1839,4071,1164,37743
BLOG004,validation,0.1,38913,5904,0.1317357252828168,3003,1837,4067,1166,37747
BLOG004,validation,0.11,39078,5739,0.12805408661891693,3003,1807,3932,1196,37882
BLOG004,validation,0.12,39104,5713,0.12747394961733272,3003,1799,3914,1204,37900
BLOG004,validation,0.13,39799,5018,0.11196644130575452,3003,1697,3321,1306,38493
BLOG004,validation,0.14,40240,4577,0.10212642524042216,3003,1627,2950,1376,38864
BLOG004,validation,0.15,40269,4548,0.10147934935403977,3003,1620,2928,1383,38886
BLOG004,validation,0.16,40285,4532,0.10112234196844948,3003,1616,2916,1387,38898
BLOG004,validation,0.17,41249,3568,0.07961264698663453,3003,1437,2131,1566,39683
BLOG004,validation,0.18,41310,3507,0.07825155632907156,3003,1423,2084,1580,39730
BLOG004,validation,0.19,41465,3352,0.07479304728116563,3003,1380,1972,1623,39842
