model_id,split,count,mean,std,min,max,p01,p05,p25,p50,p75,p95,p99
BNB001,train,104573,0.10678182321057991,0.25809332680286495,4.2189458228834704e-05,0.999999,9.571736544998027e-05,0.0001916357809114,0.0008620436197215,0.0039795834222446,0.0325261874478287,0.93253681990772,0.9998577160867737
BNB001,validation,44817,0.10691590576276469,0.2584261857308037,4.2189458228834704e-05,0.999999,9.571736544998027e-05,0.0001895519519847,0.0008671887244265,0.0039887486376174,0.032337347843019,0.9357510175831687,0.9998770072301381
BNB002,train,104573,0.2305140455871025,0.32755238003983295,0.0005872188513389,0.999999,0.0013313325517713,0.0026621648714057,0.011872700177197,0.0527090948687849,0.3188915586997166,0.9948320563044116,0.9999897816601447
BNB002,validation,44817,0.23053630086659144,0.3273834475862619,0.0005872188513389,0.999999,0.0013313325517713,0.0026332875033248,0.011942776830401,0.0528245350010645,0.3175859081595847,0.9950938899031292,0.9999911672416761
BNB003,train,104573,0.10678050729363846,0.2580919934227587,4.220828927492383e-05,0.999999,9.572432007918085e-05,0.0001916585417062,0.000862081580349,0.0039792913810665,0.0325227047696495,0.9325367251648684,0.9998577171646653
BNB003,validation,44817,0.106914604509974,0.25842487046831264,4.220828927492383e-05,0.999999,9.572432007918085e-05,0.0001895708288149,0.0008672256710286,0.0039888195369891,0.0323395366675841,0.9357486784820729,0.9998769846981456
BNB004,train,104573,0.2305118864763963,0.3275503960918284,0.0005874808105076,0.999999,0.0013314291641447,0.0026624802782933,0.011873217237113,0.0527054160472211,0.3188675198315224,0.9948320485619122,0.9999897817375654
BNB004,validation,44817,0.2305341293375845,0.3273815155905566,0.0005874808105076,0.999999,0.0013314291641447,0.0026335491023849,0.0119432800121362,0.0528254279100993,0.3176010675982889,0.9950937000128719,0.9999911656233516
BNB005,train,104573,0.10677886223227341,0.2580903265275378,4.223183195381917e-05,0.999999,9.573301196666767e-05,0.0001916869899945,0.0008621290173773,0.0039789263484024,0.0325183519699726,0.9325366061353086,0.9998577185101587
BNB005,validation,44817,0.10691297777773466,0.2584232262298532,4.223183195381917e-05,0.999999,9.573301196666767e-05,0.0001895944204882,0.0008672718428777,0.0039889080929622,0.0323422722701355,0.9357457539466227,0.9998769565304928
BNB006,train,104573,0.23050918688874844,0.32754791619121065,0.0005878083131428,0.999999,0.0013315499101522,0.0026628744991552,0.0118738633739318,0.0527008177200536,0.3188374728866622,0.9948320388346718,0.9999897818342094
BNB006,validation,44817,0.2305314142289877,0.32737910062822106,0.0005878083131428,0.999999,0.0013315499101522,0.0026338760405479,0.0119439088333312,0.0528265431847702,0.3176200130808769,0.9950934625935379,0.9999911636002539
BNB007,train,104573,0.10677392594768922,0.25808532470854456,4.230248578737262e-05,0.999999,9.575907830267512e-05,0.0001917723168199,0.0008622712367703,0.0039778313758421,0.032505297223815,0.9325362450410436,0.9998577225341917
BNB007,validation,44817,0.10690809647343055,0.2584182924460161,4.230248578737262e-05,0.999999,9.575907830267512e-05,0.0001896651664114,0.0008674102824144,0.0039891733060793,0.0323469747487652,0.9357369759467437,0.9998768720097682
BNB008,train,104573,0.23050108346656475,0.3275404767188136,0.0005887911787128,0.999999,0.0013319120184508,0.0026640569100246,0.0118758005307611,0.0526870240710334,0.3187473429894665,0.9948320093255888,0.9999897821232392
BNB008,validation,44817,0.23052326425684774,0.3273718559567503,0.0005887911787128,0.999999,0.0013319120184508,0.0026348564506152,0.0119457942572679,0.0528298832664771,0.3176525780040066,0.9950927499587823,0.9999911575296808
BNB009,train,104573,0.1067656951431776,0.25807698456948225,4.242032809304844e-05,0.999999,9.580249110975738e-05,0.0001919144680337,0.0008625079635466,0.0039760068399287,0.0324835514849236,0.9325356298717916,0.9998577291994457
BNB009,validation,44817,0.10689995727898613,0.25841006591445775,4.242032809304844e-05,0.999999,9.580249110975738e-05,0.0001897829792904,0.0008676407616855,0.0039896138128212,0.0323259398099374,0.9357223313038996,0.9998767310826238
BNB010,train,104573,0.2304875622478896,0.3275280783643786,0.0005904304791875,0.999999,0.0013325150998968,0.00266602675534,0.0118790249480524,0.0526640391011322,0.3185971629614208,0.9948319590531328,0.9999897826019775
BNB010,validation,44817,0.2305096654981539,0.32735978222419665,0.0005904304791875,0.999999,0.0013325150998968,0.0026364891192762,0.0119489331661069,0.0528354309398458,0.317506888205934,0.9950915609784293,0.999991147407804
BNB011,train,104573,0.1067492198314953,0.25806029016626914,4.265633434222952e-05,0.999999,9.588920016486932e-05,0.0001921985446286,0.0008629802720141,0.0039745625791784,0.0324401056132752,0.9325380601913765,0.9998577423746455
BNB011,validation,44817,0.10688366509787951,0.2583935995299575,4.265633434222952e-05,0.999999,9.588920016486932e-05,0.000190018241296,0.0008681007709792,0.0039904891512545,0.0322839132618888,0.9356929871223044,0.9998764490055826
BNB012,train,104573,0.23046046174716303,0.327503284539137,0.000593713539422,0.999999,0.0013337196415518,0.0026699632948828,0.011885458127305,0.0526458439953313,0.3182969397274368,0.9948321576600889,0.9999897835483014
BNB012,validation,44817,0.23048241008157952,0.32733563746946254,0.000593713539422,0.999999,0.0013337196415518,0.0026397494008217,0.0119551980006247,0.0528464546375732,0.3172156413039546,0.995089178309167,0.9999911271480436
BNB013,train,104573,0.10671621467279113,0.2580268450732621,4.312962912031431e-05,0.999999,9.606215215294636e-05,0.0001927430726534,0.0008639203141397,0.0039717322019746,0.0323533960108286,0.9326334667992145,0.9998577681053833
BNB013,validation,44817,0.1068510258378751,0.25836061365296464,4.312962912031431e-05,0.999999,9.606215215294636e-05,0.0001904873100929,0.0008690169971563,0.0039897063056265,0.0322157279165144,0.9355956814977976,0.9998758839568229
