split,score_col_1,score_col_2,correlation
train,LGB001,NN011,0.954885323065836
train,LGB001,NN012,0.9533271271474884
train,LGB001,NN013,0.9600536644546946
train,LGB001,NN014,0.9550163547907864
train,LGB001,NN015,0.9600250909476163
train,LGB001,NN016,0.9535432477252579
train,LGB001,NN017,0.9616281453217057
train,LGB001,NN018,0.9659951068435932
train,LGB001,NN019,0.9689969440030693
train,LGB001,NNSTACK001,0.9615529491397199
train,LGB001,RASTACK001,0.6533263778996372
train,LGB001,RF001,0.9595259043334272
train,LGB001,RF002,0.9707255393728635
train,LGB001,RF003,0.9741367115264458
train,LGB001,RF004,0.9622039161379408
train,LGB001,RF005,0.8142353679375863
train,LGB001,RFSTACK001,0.9841138382856003
train,LGB001,RIDGESTACK001,0.9755607165370337
train,LGB001,RLOG001,0.7210002855725347
train,LGB001,RLOG002,0.7517500970766652
train,LGB001,RLOG003,0.7540976189091536
train,LGB001,RLOG004,0.7543255372110458
train,LGB001,RLOG005,0.7284622984888146
train,LGB001,RLOG006,0.7510424672014027
train,LGB001,RLOG007,0.7540298148358874
train,LGB001,RLOG008,0.7543187073702726
train,LGB001,T001,0.8917204919458914
train,LGB001,T002,0.9444681528455223
train,LGB001,T003,0.9515264100308665
train,LGB001,T004,0.9444949235429837
train,LGB001,T005,0.9514177986493576
train,LGB001,T006,0.7945659942430053
train,LGB001,T007,0.7997210295553582
train,LGB001,WASTACK001,0.9542611603716432
train,LGB001,WASTACK002,0.9541269458384702
train,LGB001,WASTACK003,0.9698336905052288
train,LGB001,WASTACK004,0.989662288323896
train,LGB001,WGNB001,0.8312435345159962
train,LGB001,WGNB002,0.831243533173877
train,LGB001,WGNB003,0.8312435331859633
train,LGB001,WGNB004,0.8312435333069038
train,LGB001,WGNB005,0.8312435345159962
train,LGB001,WGNB006,0.8312435466072515
train,LGB001,WGNB007,0.8312436675280898
train,LGB001,WGNB008,0.8312448775597056
train,LGB001,WGNB009,0.8312570608927361
train,LGB001,WGNB010,0.8313874740735466
train,LGB001,WGNB011,0.8322912196301112
train,LGB001,WGNB012,0.823017325701969
train,LGB001,WGNB013,0.8287134791121398
train,LGB001,WGNB014,0.8304317054856484
train,LGB001,WLOG001,0.6323860414288466
train,LGB001,WLOG002,0.8589560878810388
train,LGB001,WLOG003,0.9139875807730727
train,LGB001,WLOG004,0.9343059494182945
train,LGB001,WLOG005,0.9393263519741227
train,LGB001,XGB001,0.9902367879394822
train,LGB001,XGB002,0.991169136571212
train,LGB001,XGB003,0.980347926299366
train,LGB001,XGB004,0.9789739914465395
train,LGB001,XGBSTACK001,0.9858289248258852
train,LGB002,BLOG001,0.6256239772310974
train,LGB002,BLOG002,0.8478906989596537
train,LGB002,BLOG003,0.8999891292212132
train,LGB002,BLOG004,0.9207494812090465
train,LGB002,BLOG005,0.9254869205561986
train,LGB002,BNB001,0.8913399638232695
train,LGB002,BNB002,0.8021789594129349
train,LGB002,BNB003,0.8913406617891969
train,LGB002,BNB004,0.8021825687300015
train,LGB002,BNB005,0.8913415339790961
train,LGB002,BNB006,0.8021870802246587
train,LGB002,BNB007,0.8913441487673025
train,LGB002,BNB008,0.8022006136977585
train,LGB002,BNB009,0.8913485008193447
train,LGB002,BNB010,0.8022231661198588
train,LGB002,BNB011,0.8913571827668467
train,LGB002,BNB012,0.8022682583620396
train,LGB002,BNB013,0.8913744586102645
train,LGB002,BNB014,0.8023583926051918
train,LGB002,BNB015,0.8914255932294826
train,LGB002,BNB016,0.8026283966252978
train,LGB002,BNB017,0.8915085805508889
train,LGB002,BNB018,0.8030770931364758
train,LGB002,CAT001,0.978278698526715
train,LGB002,CAT002,0.9824193543552205
train,LGB002,CAT003,0.9786825274007563
train,LGB002,CAT004,0.9779309763369891
train,LGB002,EASTACK001,0.9437606324933292
train,LGB002,ET001,0.797056236730782
train,LGB002,ET002,0.8455741997801933
train,LGB002,ET003,0.880260914615207
train,LGB002,ET004,0.7471155136372905
train,LGB002,ET005,0.7052545697410253
train,LGB002,GB001,0.9836593860506121
train,LGB002,GB002,0.9880760354005541
train,LGB002,GB003,0.9832252297052492
train,LGB002,GB004,0.9816762479162076
train,LGB002,GNB001,0.52381483270523
train,LGB002,GNB007,0.5629428814590368
train,LGB002,GNB008,0.6610395978704737
train,LGB002,GNB009,0.5411141179310307
train,LGB002,GNB010,0.4914856251791955
train,LGB002,LASSOSTACK001,0.9574645568902146
train,LGB002,LGB001,0.9929540530519968
train,LGB002,LGB002,1.0
train,LGB002,LGB003,0.9913550528454748
train,LGB002,LGB004,0.989145526488138
train,LGB002,LRSTACK001,0.9538731547979054
train,LGB002,NN001,0.9534762603379523
train,LGB002,NN002,0.9443934727525117
train,LGB002,NN003,0.9618380970426614
train,LGB002,NN004,0.9492785123768466
train,LGB002,NN005,0.8858361476111251
train,LGB002,NN006,0.9541550193080772
train,LGB002,NN007,0.9626821261351495
train,LGB002,NN008,0.9589803934989978
train,LGB002,NN009,0.9660971613087326
train,LGB002,NN010,0.9472852000029691
train,LGB002,NN011,0.9433868760298747
train,LGB002,NN012,0.9413527378859091
train,LGB002,NN013,0.948857644365273
train,LGB002,NN014,0.9439290384745928
train,LGB002,NN015,0.9490808888230474
train,LGB002,NN016,0.9420333878467557
train,LGB002,NN017,0.9514949965586762
train,LGB002,NN018,0.9556981174430558
train,LGB002,NN019,0.9596485417634072
train,LGB002,NNSTACK001,0.9572609771338917
train,LGB002,RASTACK001,0.6490302036144021
train,LGB002,RF001,0.9488851982185755
train,LGB002,RF002,0.9612770786831182
train,LGB002,RF003,0.9660759194689876
train,LGB002,RF004,0.9515566184090062
train,LGB002,RF005,0.8094767250495583
train,LGB002,RFSTACK001,0.9746408311755177
train,LGB002,RIDGESTACK001,0.9679314458233692
train,LGB002,RLOG001,0.7117189221937756
train,LGB002,RLOG002,0.7420431384589943
train,LGB002,RLOG003,0.7444089496360712
train,LGB002,RLOG004,0.7446400685053369
train,LGB002,RLOG005,0.7191960932161492
train,LGB002,RLOG006,0.7414001016950005
train,LGB002,RLOG007,0.7443481965443327
train,LGB002,RLOG008,0.7446340998551406
train,LGB002,T001,0.8818961125455875
train,LGB002,T002,0.9352665278080836
train,LGB002,T003,0.9460969864591101
train,LGB002,T004,0.933920829575784
train,LGB002,T005,0.9437129050579464
train,LGB002,T006,0.7881879029128442
train,LGB002,T007,0.7958582151179682
train,LGB002,WASTACK001,0.9442751681488183
train,LGB002,WASTACK002,0.9441562602449812
train,LGB002,WASTACK003,0.958872554557353
train,LGB002,WASTACK004,0.9824193543552205
train,LGB002,WGNB001,0.8231662099227797
train,LGB002,WGNB002,0.823166208515724
train,LGB002,WGNB003,0.8231662085284063
train,LGB002,WGNB004,0.8231662086551677
train,LGB002,WGNB005,0.8231662099227797
train,LGB002,WGNB006,0.8231662225988975
train,LGB002,WGNB007,0.8231663493676672
train,LGB002,WGNB008,0.8231676177954256
train,LGB002,WGNB009,0.8231803769398756
train,LGB002,WGNB010,0.8233158887274397
train,LGB002,WGNB011,0.8207620912722076
train,LGB002,WGNB012,0.815260364911292
train,LGB002,WGNB013,0.8207426073184183
train,LGB002,WGNB014,0.8223887270107242
train,LGB002,WLOG001,0.6253324653478215
train,LGB002,WLOG002,0.8464192615304301
train,LGB002,WLOG003,0.8997459671631743
train,LGB002,WLOG004,0.9203010821206175
train,LGB002,WLOG005,0.9250664707054741
train,LGB002,XGB001,0.9808588593072599
train,LGB002,XGB002,0.9820694239779706
train,LGB002,XGB003,0.9677918074224992
train,LGB002,XGB004,0.9660915275225579
train,LGB002,XGBSTACK001,0.9795802636317573
train,LGB003,BLOG001,0.6336235913134651
train,LGB003,BLOG002,0.8614798905986981
train,LGB003,BLOG003,0.9151020496445802
train,LGB003,BLOG004,0.9368372251183803
train,LGB003,BLOG005,0.9417259334181609
train,LGB003,BNB001,0.9042709692265918
train,LGB003,BNB002,0.8113508874059685
train,LGB003,BNB003,0.9042717433275131
train,LGB003,BNB004,0.8113545049652215
train,LGB003,BNB005,0.9042727106938142
train,LGB003,BNB006,0.8113590267858274
train,LGB003,BNB007,0.904275611061899
train,LGB003,BNB008,0.8113725913916331
train,LGB003,BNB009,0.9042804392492811
train,LGB003,BNB010,0.8113951962170487
train,LGB003,BNB011,0.9042900740992436
train,LGB003,BNB012,0.8114403951946151
train,LGB003,BNB013,0.9043092582631607
train,LGB003,BNB014,0.8115307505910633
train,LGB003,BNB015,0.9043661377333932
train,LGB003,BNB016,0.8118014788749395
train,LGB003,BNB017,0.9044587645610337
train,LGB003,BNB018,0.8122515809730477
train,LGB003,CAT001,0.9875863101312297
train,LGB003,CAT002,0.9892707852459064
train,LGB003,CAT003,0.988490301456263
train,LGB003,CAT004,0.9882584569114817
train,LGB003,EASTACK001,0.955674167755513
train,LGB003,ET001,0.8078691488136289
train,LGB003,ET002,0.8566381996251919
train,LGB003,ET003,0.8915254789741295
train,LGB003,ET004,0.7564637220942351
train,LGB003,ET005,0.7130509700721798
train,LGB003,GB001,0.9933077026502343
train,LGB003,GB002,0.9922177793562981
train,LGB003,GB003,0.9936738752372086
train,LGB003,GB004,0.9928088084657376
train,LGB003,GNB001,0.531629928940757
train,LGB003,GNB007,0.5712214885992735
train,LGB003,GNB008,0.6699671071460114
train,LGB003,GNB009,0.549386670773293
train,LGB003,GNB010,0.4992184188110444
train,LGB003,LASSOSTACK001,0.9597772328349252
train,LGB003,LGB001,0.9968720886230793
train,LGB003,LGB002,0.9913550528454748
train,LGB003,LGB003,1.0
train,LGB003,LGB004,0.9981377635477866
train,LGB003,LRSTACK001,0.9555405487653269
train,LGB003,NN001,0.9662798685644928
train,LGB003,NN002,0.9565894449962691
train,LGB003,NN003,0.9716877430039863
train,LGB003,NN004,0.9612132755959275
train,LGB003,NN005,0.8997118236240583
train,LGB003,NN006,0.9670192327916218
train,LGB003,NN007,0.9725633808879195
train,LGB003,NN008,0.9693560073343274
train,LGB003,NN009,0.9747031985264463
train,LGB003,NN010,0.9582810855947581
train,LGB003,NN011,0.9556133849842036
train,LGB003,NN012,0.9541548875591236
train,LGB003,NN013,0.960934868505878
train,LGB003,NN014,0.9560406061738986
train,LGB003,NN015,0.9610045548095666
train,LGB003,NN016,0.9547792262016427
train,LGB003,NN017,0.9631895100182587
train,LGB003,NN018,0.9672851857252416
train,LGB003,NN019,0.9702757138906073
train,LGB003,NNSTACK001,0.9596898575873726
train,LGB003,RASTACK001,0.6553285353803391
train,LGB003,RF001,0.9614019589638757
train,LGB003,RF002,0.9724116133271328
train,LGB003,RF003,0.9758236855326906
train,LGB003,RF004,0.9637902021304044
train,LGB003,RF005,0.8165250625925451
train,LGB003,RFSTACK001,0.9848880170757427
train,LGB003,RIDGESTACK001,0.9747257746557901
train,LGB003,RLOG001,0.7214912487047395
train,LGB003,RLOG002,0.7518796226216258
train,LGB003,RLOG003,0.7542210840878361
train,LGB003,RLOG004,0.7544482752460383
train,LGB003,RLOG005,0.7289913714365369
train,LGB003,RLOG006,0.7512150288917941
train,LGB003,RLOG007,0.7541569959127962
train,LGB003,RLOG008,0.7544424030228621
train,LGB003,T001,0.8933597470516821
train,LGB003,T002,0.9458078201970999
train,LGB003,T003,0.953295986479935
train,LGB003,T004,0.945706395944348
train,LGB003,T005,0.9531969189817637
train,LGB003,T006,0.7967824503640137
train,LGB003,T007,0.8021238940136524
train,LGB003,WASTACK001,0.9561437102965622
train,LGB003,WASTACK002,0.9560116868396773
train,LGB003,WASTACK003,0.9712245393917486
train,LGB003,WASTACK004,0.9892707852459066
train,LGB003,WGNB001,0.8335137272999491
train,LGB003,WGNB002,0.8335137259602613
train,LGB003,WGNB003,0.8335137259723261
train,LGB003,WGNB004,0.8335137260930183
train,LGB003,WGNB005,0.8335137272999491
train,LGB003,WGNB006,0.8335137393692527
train,LGB003,WGNB007,0.833513860069977
train,LGB003,WGNB008,0.8335150678314743
train,LGB003,WGNB009,0.833527221586889
train,LGB003,WGNB010,0.8336566833974501
train,LGB003,WGNB011,0.8329753242208279
train,LGB003,WGNB012,0.8250003981501906
train,LGB003,WGNB013,0.8309424895611988
train,LGB003,WGNB014,0.8326975446340122
train,LGB003,WLOG001,0.6333059460207747
train,LGB003,WLOG002,0.8599898126919722
train,LGB003,WLOG003,0.9147171727147148
train,LGB003,WLOG004,0.9359646221587884
train,LGB003,WLOG005,0.9409652154452176
train,LGB003,XGB001,0.9907621130985498
train,LGB003,XGB002,0.9916728537614579
train,LGB003,XGB003,0.9822094435868808
train,LGB003,XGB004,0.9809145197287495
train,LGB003,XGBSTACK001,0.9849782706874084
train,LGB004,BLOG001,0.6367378204027225
train,LGB004,BLOG002,0.8645736470590005
train,LGB004,BLOG003,0.9182781616016487
train,LGB004,BLOG004,0.9397131030825013
train,LGB004,BLOG005,0.9444948030709572
train,LGB004,BNB001,0.9073655130974706
train,LGB004,BNB002,0.814966678376088
train,LGB004,BNB003,0.9073662761764782
train,LGB004,BNB004,0.8149703043787376
train,LGB004,BNB005,0.907367229760379
train,LGB004,BNB006,0.8149748367495441
train,LGB004,BNB007,0.9073700887480625
train,LGB004,BNB008,0.8149884329790483
train,LGB004,BNB009,0.9073748478572427
train,LGB004,BNB010,0.815011090421035
train,LGB004,BNB011,0.9073843441355862
train,LGB004,BNB012,0.8150563942962441
train,LGB004,BNB013,0.9074032494972056
train,LGB004,BNB014,0.8151469581497548
train,LGB004,BNB015,0.9074592793302428
train,LGB004,BNB016,0.8154183011768127
train,LGB004,BNB017,0.9075504462881463
train,LGB004,BNB018,0.8158693929332214
train,LGB004,CAT001,0.9881318066152626
train,LGB004,CAT002,0.9894069182233195
train,LGB004,CAT003,0.9892608231592102
train,LGB004,CAT004,0.9891273001578278
train,LGB004,EASTACK001,0.9588983166644723
train,LGB004,ET001,0.8112809065876097
train,LGB004,ET002,0.859978205322207
train,LGB004,ET003,0.8947957942503106
train,LGB004,ET004,0.75963516006279
train,LGB004,ET005,0.7162679304258089
train,LGB004,GB001,0.9944997400153758
train,LGB004,GB002,0.9927812962328907
train,LGB004,GB003,0.9954537142311065
train,LGB004,GB004,0.9949400841208638
train,LGB004,GNB001,0.5349431978909316
train,LGB004,GNB007,0.5756722687688782
train,LGB004,GNB008,0.6725704112347887
train,LGB004,GNB009,0.5524021092232176
train,LGB004,GNB010,0.5032888335832111
train,LGB004,LASSOSTACK001,0.9576629990750603
train,LGB004,LGB001,0.9956537807632423
train,LGB004,LGB002,0.989145526488138
train,LGB004,LGB003,0.9981377635477866
train,LGB004,LGB004,1.0
train,LGB004,LRSTACK001,0.953167236752659
train,LGB004,NN001,0.967565062187729
train,LGB004,NN002,0.9587818335931448
train,LGB004,NN003,0.9725562410464257
train,LGB004,NN004,0.9645253415261658
train,LGB004,NN005,0.903171286780477
train,LGB004,NN006,0.9680797857408622
train,LGB004,NN007,0.973100479157635
train,LGB004,NN008,0.9704840402336562
train,LGB004,NN009,0.9753890835635068
train,LGB004,NN010,0.9608587612214297
train,LGB004,NN011,0.95780706547504
train,LGB004,NN012,0.956069341179576
train,LGB004,NN013,0.9622446533621309
train,LGB004,NN014,0.9593615803371958
train,LGB004,NN015,0.9643515313974718
train,LGB004,NN016,0.9585237918018954
train,LGB004,NN017,0.9660083423633444
train,LGB004,NN018,0.9701616928197644
train,LGB004,NN019,0.9728876683041893
train,LGB004,NNSTACK001,0.9571489293210858
train,LGB004,RASTACK001,0.6583438905289302
train,LGB004,RF001,0.9644683091748667
train,LGB004,RF002,0.9751327074413749
train,LGB004,RF003,0.9783586175455751
train,LGB004,RF004,0.9672043236603787
train,LGB004,RF005,0.8201561398200944
train,LGB004,RFSTACK001,0.9863562704275706
train,LGB004,RIDGESTACK001,0.9739834623957992
train,LGB004,RLOG001,0.7211123459824914
train,LGB004,RLOG002,0.7512987218993592
train,LGB004,RLOG003,0.7535848203315675
train,LGB004,RLOG004,0.7538045581583589
train,LGB004,RLOG005,0.7286037376465208
train,LGB004,RLOG006,0.7506287859771751
train,LGB004,RLOG007,0.7535200232365044
train,LGB004,RLOG008,0.7537969528912416
train,LGB004,T001,0.8972752172560571
train,LGB004,T002,0.949341864663769
train,LGB004,T003,0.955653285227266
train,LGB004,T004,0.9493623312737707
train,LGB004,T005,0.9564436258187885
train,LGB004,T006,0.8006862522528996
train,LGB004,T007,0.8059503211880056
train,LGB004,WASTACK001,0.9593491813751637
train,LGB004,WASTACK002,0.9592230711419596
train,LGB004,WASTACK003,0.9736362717358334
train,LGB004,WASTACK004,0.9894069182233193
train,LGB004,WGNB001,0.837672552667054
train,LGB004,WGNB002,0.8376725513516249
train,LGB004,WGNB003,0.8376725513634805
train,LGB004,WGNB004,0.8376725514819808
train,LGB004,WGNB005,0.837672552667054
train,LGB004,WGNB006,0.8376725645178212
train,LGB004,WGNB007,0.8376726830334783
train,LGB004,WGNB008,0.8376738689905661
train,LGB004,WGNB009,0.837685809319876
train,LGB004,WGNB010,0.8378135983020213
train,LGB004,WGNB011,0.8359774696174321
train,LGB004,WGNB012,0.8292253037130642
train,LGB004,WGNB013,0.8350753021173632
train,LGB004,WGNB014,0.8368336868372714
train,LGB004,WLOG001,0.6363953650227149
train,LGB004,WLOG002,0.8631000221065512
train,LGB004,WLOG003,0.9178228033034249
train,LGB004,WLOG004,0.9389659113420121
train,LGB004,WLOG005,0.943856920138875
train,LGB004,XGB001,0.9909689356871134
train,LGB004,XGB002,0.9919698599455918
train,LGB004,XGB003,0.9836135559886638
train,LGB004,XGB004,0.9825754637658858
train,LGB004,XGBSTACK001,0.9847064096230309
train,LRSTACK001,BLOG001,0.5756350364377442
train,LRSTACK001,BLOG002,0.807603130654298
train,LRSTACK001,BLOG003,0.8647484426915969
train,LRSTACK001,BLOG004,0.8770797133594306
train,LRSTACK001,BLOG005,0.8838142776235179
train,LRSTACK001,BNB001,0.8820330450157914
train,LRSTACK001,BNB002,0.7708935804349076
train,LRSTACK001,BNB003,0.8820337225138897
train,LRSTACK001,BNB004,0.7708975117688335
train,LRSTACK001,BNB005,0.8820345690701833
train,LRSTACK001,BNB006,0.7709024259423938
train,LRSTACK001,BNB007,0.8820371066322067
train,LRSTACK001,BNB008,0.7709171685041155
train,LRSTACK001,BNB009,0.8820413288918733
train,LRSTACK001,BNB010,0.7709417395768016
train,LRSTACK001,BNB011,0.8820497472160644
train,LRSTACK001,BNB012,0.7709908822310167
train,LRSTACK001,BNB013,0.8820664798046358
train,LRSTACK001,BNB014,0.7710891695483159
train,LRSTACK001,BNB015,0.8821158595092019
train,LRSTACK001,BNB016,0.7713840468289532
train,LRSTACK001,BNB017,0.8821955231120896
train,LRSTACK001,BNB018,0.7718755527371662
train,LRSTACK001,CAT001,0.9659700985995375
train,LRSTACK001,CAT002,0.9724790501307452
train,LRSTACK001,CAT003,0.9642278546190798
train,LRSTACK001,CAT004,0.9621566560081336
train,LRSTACK001,EASTACK001,0.9094082846813623
train,LRSTACK001,ET001,0.7414214170869992
train,LRSTACK001,ET002,0.7894088862171976
train,LRSTACK001,ET003,0.8253338261016746
train,LRSTACK001,ET004,0.6890381782650317
train,LRSTACK001,ET005,0.6342240951384643
train,LRSTACK001,GB001,0.9512048564530547
train,LRSTACK001,GB002,0.9506909433970735
train,LRSTACK001,GB003,0.9495367509421216
train,LRSTACK001,GB004,0.9483356029056584
train,LRSTACK001,GNB001,0.5108983303964507
train,LRSTACK001,GNB007,0.5385813057924186
train,LRSTACK001,GNB008,0.6383096283938873
train,LRSTACK001,GNB009,0.5243603742252112
train,LRSTACK001,GNB010,0.47376493434732486
train,LRSTACK001,LASSOSTACK001,0.9991310426363925
train,LRSTACK001,LGB001,0.9578605679740664
train,LRSTACK001,LGB002,0.9538731547979054
train,LRSTACK001,LGB003,0.9555405487653269
train,LRSTACK001,LGB004,0.953167236752659
train,LRSTACK001,LRSTACK001,1.0
train,LRSTACK001,NN001,0.9275877204597313
train,LRSTACK001,NN002,0.9152609938965663
train,LRSTACK001,NN003,0.9321426538473702
train,LRSTACK001,NN004,0.9203052343446211
train,LRSTACK001,NN005,0.8461161208018261
train,LRSTACK001,NN006,0.9296328028882593
train,LRSTACK001,NN007,0.9332103254970169
train,LRSTACK001,NN008,0.9304652482672087
train,LRSTACK001,NN009,0.9353206270223653
train,LRSTACK001,NN010,0.9120239621126905
train,LRSTACK001,NN011,0.9142865421993253
train,LRSTACK001,NN012,0.9121881432925154
train,LRSTACK001,NN013,0.9208971267958497
train,LRSTACK001,NN014,0.9111804021143991
train,LRSTACK001,NN015,0.9145073166962989
train,LRSTACK001,NN016,0.9106052823562752
train,LRSTACK001,NN017,0.9222203762677238
train,LRSTACK001,NN018,0.9263117995365551
train,LRSTACK001,NN019,0.9264316014036847
train,LRSTACK001,NNSTACK001,0.9941859588181429
train,LRSTACK001,RASTACK001,0.5725001487196254
train,LRSTACK001,RF001,0.9042793710826189
train,LRSTACK001,RF002,0.9191503612559865
train,LRSTACK001,RF003,0.9218413974508834
train,LRSTACK001,RF004,0.9067210139943079
train,LRSTACK001,RF005,0.7367986977188455
train,LRSTACK001,RFSTACK001,0.9514894712515032
train,LRSTACK001,RIDGESTACK001,0.9878122186786606
train,LRSTACK001,RLOG001,0.6784027546240299
train,LRSTACK001,RLOG002,0.7205474449362318
train,LRSTACK001,RLOG003,0.724142024575249
train,LRSTACK001,RLOG004,0.7244832675203619
train,LRSTACK001,RLOG005,0.6877018631213271
train,LRSTACK001,RLOG006,0.7192456633836428
train,LRSTACK001,RLOG007,0.7239787453334009
train,LRSTACK001,RLOG008,0.7244731470221285
train,LRSTACK001,T001,0.8425544519002389
train,LRSTACK001,T002,0.8984892859800587
train,LRSTACK001,T003,0.9066665717567183
train,LRSTACK001,T004,0.8977613586388798
train,LRSTACK001,T005,0.9030369842746844
train,LRSTACK001,T006,0.7223853709535083
train,LRSTACK001,T007,0.7234764208550778
train,LRSTACK001,WASTACK001,0.9101192604917605
train,LRSTACK001,WASTACK002,0.9100319815654113
train,LRSTACK001,WASTACK003,0.9257277983105202
train,LRSTACK001,WASTACK004,0.9724790501307452
train,LRSTACK001,WGNB001,0.7933320339691341
train,LRSTACK001,WGNB002,0.7933320326062705
train,LRSTACK001,WGNB003,0.7933320326185529
train,LRSTACK001,WGNB004,0.7933320327413401
train,LRSTACK001,WGNB005,0.7933320339691341
train,LRSTACK001,WGNB006,0.7933320462471095
train,LRSTACK001,WGNB007,0.7933321690371927
train,LRSTACK001,WGNB008,0.7933333979675773
train,LRSTACK001,WGNB009,0.7933457917323677
train,LRSTACK001,WGNB010,0.793481211840338
train,LRSTACK001,WGNB011,0.7944565638726352
train,LRSTACK001,WGNB012,0.7821561878323633
train,LRSTACK001,WGNB013,0.7889249006197242
train,LRSTACK001,WGNB014,0.791768981287814
train,LRSTACK001,WLOG001,0.5760497975560372
train,LRSTACK001,WLOG002,0.8079665947441321
train,LRSTACK001,WLOG003,0.8658132049821133
train,LRSTACK001,WLOG004,0.8783342597371605
train,LRSTACK001,WLOG005,0.8849670296717272
train,LRSTACK001,XGB001,0.959525371388503
train,LRSTACK001,XGB002,0.960239784880939
train,LRSTACK001,XGB003,0.9423826569861034
train,LRSTACK001,XGB004,0.9400419738430462
train,LRSTACK001,XGBSTACK001,0.9706430131805156
train,NN001,BLOG001,0.6262058799505836
train,NN001,BLOG002,0.8562221301211883
train,NN001,BLOG003,0.9192906874147698
train,NN001,BLOG004,0.9452109752802285
train,NN001,BLOG005,0.9515047095562298
train,NN001,BNB001,0.8967504829407679
train,NN001,BNB002,0.7898754134599256
train,NN001,BNB003,0.8967512025348409
train,NN001,BNB004,0.7898787099118907
train,NN001,BNB005,0.896752101895546
train,NN001,BNB006,0.7898828304661729
train,NN001,BNB007,0.8967547990997107
train,NN001,BNB008,0.7898951920577854
train,NN001,BNB009,0.8967592915213168
train,NN001,BNB010,0.7899157944740872
train,NN001,BNB011,0.8967682654775263
train,NN001,BNB012,0.789956998426213
train,NN001,BNB013,0.8967861702862484
train,NN001,BNB014,0.7900394028520707
train,NN001,BNB015,0.896839548725939
train,NN001,BNB016,0.7902865890124599
train,NN001,BNB017,0.8969274479992745
train,NN001,BNB018,0.7906984780430699
train,NN001,CAT001,0.9766813993616983
train,NN001,CAT002,0.9734894831571221
train,NN001,CAT003,0.9773807332743963
train,NN001,CAT004,0.9787629566630858
train,NN001,EASTACK001,0.9492473366007605
train,NN001,ET001,0.8242044762180154
train,NN001,ET002,0.8694235114673682
train,NN001,ET003,0.9013884045969892
train,NN001,ET004,0.759823940573137
train,NN001,ET005,0.7100795944385245
train,NN001,GB001,0.9703668090095748
train,NN001,GB002,0.9649482848068913
train,NN001,GB003,0.9690309322774536
train,NN001,GB004,0.970272761124605
train,NN001,GNB001,0.5442495695923462
train,NN001,GNB007,0.5965662821906298
train,NN001,GNB008,0.683523700674868
train,NN001,GNB009,0.5710422132128395
train,NN001,GNB010,0.5212527754210154
train,NN001,LASSOSTACK001,0.9345214917665705
train,NN001,LGB001,0.9646067880697827
train,NN001,LGB002,0.9534762603379523
train,NN001,LGB003,0.9662798685644928
train,NN001,LGB004,0.967565062187729
train,NN001,LRSTACK001,0.9275877204597313
train,NN001,NN001,1.0
train,NN001,NN002,0.9784392362106216
train,NN001,NN003,0.9792237007360584
train,NN001,NN004,0.9788861723781614
train,NN001,NN005,0.9344451160529742
train,NN001,NN006,0.997871908786396
train,NN001,NN007,0.9786238557378922
train,NN001,NN008,0.9772880294024147
train,NN001,NN009,0.9734453490632098
train,NN001,NN010,0.9717633515948054
train,NN001,NN011,0.9776648470405556
train,NN001,NN012,0.9802006659332556
train,NN001,NN013,0.9837501468515712
train,NN001,NN014,0.9755305928193665
train,NN001,NN015,0.9745646604834265
train,NN001,NN016,0.9816420734159337
train,NN001,NN017,0.9766525711926984
train,NN001,NN018,0.9775539182055489
train,NN001,NN019,0.9788363942097932
train,NN001,NNSTACK001,0.9381139785982933
train,NN001,RASTACK001,0.6407132102856867
train,NN001,RF001,0.9528306139395294
train,NN001,RF002,0.9602772874897382
train,NN001,RF003,0.9588361952982457
train,NN001,RF004,0.9527280702106996
train,NN001,RF005,0.7951055429546195
train,NN001,RFSTACK001,0.9799479492394885
train,NN001,RIDGESTACK001,0.9623305404865019
train,NN001,RLOG001,0.7425966756944177
train,NN001,RLOG002,0.7717597560122627
train,NN001,RLOG003,0.7735302722689783
train,NN001,RLOG004,0.773686768549707
train,NN001,RLOG005,0.7489335319377964
train,NN001,RLOG006,0.770774597548501
train,NN001,RLOG007,0.7734349198494068
train,NN001,RLOG008,0.773671877666683
train,NN001,T001,0.8839924762049935
train,NN001,T002,0.9403561023991945
train,NN001,T003,0.9402355583604057
train,NN001,T004,0.9395673271579313
train,NN001,T005,0.938915420954677
train,NN001,T006,0.7793685082831464
train,NN001,T007,0.7797873704248652
train,NN001,WASTACK001,0.9490489339401418
train,NN001,WASTACK002,0.9487575716792591
train,NN001,WASTACK003,0.972505260661041
train,NN001,WASTACK004,0.9734894831571221
train,NN001,WGNB001,0.8136315227981985
train,NN001,WGNB002,0.8136315210587816
train,NN001,WGNB003,0.8136315210744414
train,NN001,WGNB004,0.813631521231144
train,NN001,WGNB005,0.8136315227981985
train,NN001,WGNB006,0.8136315384687041
train,NN001,WGNB007,0.8136316951803503
train,NN001,WGNB008,0.8136332629369324
train,NN001,WGNB009,0.8136490047757945
train,NN001,WGNB010,0.813812705613124
train,NN001,WGNB011,0.8238506737091946
train,NN001,WGNB012,0.8074796612280247
train,NN001,WGNB013,0.8115049892731865
train,NN001,WGNB014,0.812953290803762
train,NN001,WLOG001,0.6252181103002543
train,NN001,WLOG002,0.8555766864807662
train,NN001,WLOG003,0.918416650091885
train,NN001,WLOG004,0.9463999072939856
train,NN001,WLOG005,0.9531552173643311
train,NN001,XGB001,0.9699909791564725
train,NN001,XGB002,0.9702715744423516
