split,model_id,reference_risk_band,risk_band,applicant_count,total_applicants,applicant_pct
train,NN009,Medium Risk,Low Risk,2866,104573,0.027406691975940253
train,NN009,Medium Risk,Medium Risk,26102,104573,0.24960553871458216
train,NN009,Medium Risk,High Risk,2155,104573,0.0206076138200109
train,NN009,High Risk,Low Risk,54,104573,0.0005163856827288115
train,NN009,High Risk,Medium Risk,2336,104573,0.02233846212693525
train,NN009,High Risk,High Risk,27079,104573,0.25894829449284235
train,NN009,High Risk,Very High Risk,2138,104573,0.02044504795692961
train,NN009,Very High Risk,Medium Risk,1,104573,9.562697828311323e-06
train,NN009,Very High Risk,High Risk,2135,104573,0.020416359863444675
train,NN009,Very High Risk,Very High Risk,13036,104573,0.1246593288898664
train,NN009,Very High Risk,Extreme Risk,513,104573,0.004905663985923709
train,NN009,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,NN009,Extreme Risk,High Risk,1,104573,9.562697828311323e-06
train,NN009,Extreme Risk,Very High Risk,512,104573,0.004896101288095397
train,NN009,Extreme Risk,Extreme Risk,4716,104573,0.0450976829583162
train,NN010,Low Risk,Low Risk,15483,104573,0.14805925047574423
train,NN010,Low Risk,Medium Risk,4988,104573,0.04769873676761688
train,NN010,Low Risk,High Risk,454,104573,0.004341464814053341
train,NN010,Low Risk,Very High Risk,3,104573,2.868809348493397e-05
train,NN010,Medium Risk,Low Risk,5428,104573,0.051906323812073864
train,NN010,Medium Risk,Medium Risk,21945,104573,0.20985340384229198
train,NN010,Medium Risk,High Risk,3692,104573,0.03530548038212541
train,NN010,Medium Risk,Very High Risk,58,104573,0.0005546364740420568
train,NN010,High Risk,Low Risk,3,104573,2.868809348493397e-05
train,NN010,High Risk,Medium Risk,4437,104573,0.04242969026421734
train,NN010,High Risk,High Risk,24141,104573,0.23085308827326365
train,NN010,High Risk,Very High Risk,3024,104573,0.02891759823281344
train,NN010,High Risk,Extreme Risk,2,104573,1.9125395656622646e-05
train,NN010,Very High Risk,Medium Risk,1,104573,9.562697828311323e-06
train,NN010,Very High Risk,High Risk,3080,104573,0.029453109311198874
train,NN010,Very High Risk,Very High Risk,11998,104573,0.11473324854407925
train,NN010,Very High Risk,Extreme Risk,606,104573,0.005794994883956662
train,NN010,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,NN010,Extreme Risk,High Risk,5,104573,4.7813489141556616e-05
train,NN010,Extreme Risk,Very High Risk,603,104573,0.005766306790471728
train,NN010,Extreme Risk,Extreme Risk,4621,104573,0.04418922666462662
train,NN011,Low Risk,Low Risk,16001,104573,0.15301272795080947
train,NN011,Low Risk,Medium Risk,4922,104573,0.04706759871094833
train,NN011,Low Risk,High Risk,5,104573,4.7813489141556616e-05
train,NN011,Medium Risk,Low Risk,4638,104573,0.04435179252770792
train,NN011,Medium Risk,Medium Risk,23434,104573,0.22409226090864756
train,NN011,Medium Risk,High Risk,3049,104573,0.029156665678521224
train,NN011,Medium Risk,Very High Risk,2,104573,1.9125395656622646e-05
train,NN011,High Risk,Low Risk,272,104573,0.0026010538093006797
train,NN011,High Risk,Medium Risk,2949,104573,0.02820039589569009
train,NN011,High Risk,High Risk,25888,104573,0.24755912137932354
train,NN011,High Risk,Very High Risk,2496,104573,0.023868493779465063
train,NN011,High Risk,Extreme Risk,2,104573,1.9125395656622646e-05
train,NN011,Very High Risk,Low Risk,2,104573,1.9125395656622646e-05
train,NN011,Very High Risk,Medium Risk,66,104573,0.0006311380566685473
train,NN011,Very High Risk,High Risk,2416,104573,0.02310347795320016
train,NN011,Very High Risk,Very High Risk,12464,104573,0.11918946573207233
train,NN011,Very High Risk,Extreme Risk,737,104573,0.007047708299465445
train,NN011,Extreme Risk,Low Risk,1,104573,9.562697828311323e-06
train,NN011,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,NN011,Extreme Risk,High Risk,14,104573,0.00013387776959635853
train,NN011,Extreme Risk,Very High Risk,724,104573,0.006923393227697398
train,NN011,Extreme Risk,Extreme Risk,4490,104573,0.04293651324911784
train,NN012,Low Risk,Low Risk,17972,104573,0.1718608053704111
train,NN012,Low Risk,Medium Risk,2948,104573,0.02819083319786178
train,NN012,Low Risk,High Risk,8,104573,7.650158262649058e-05
train,NN012,Medium Risk,Low Risk,2881,104573,0.027550132443364923
train,NN012,Medium Risk,Medium Risk,25100,104573,0.24002371549061421
train,NN012,Medium Risk,High Risk,3142,104573,0.030045996576554178
train,NN012,High Risk,Low Risk,59,104573,0.000564199171870368
train,NN012,High Risk,Medium Risk,3286,104573,0.03142302506383101
train,NN012,High Risk,High Risk,25735,104573,0.2460960286115919
train,NN012,High Risk,Very High Risk,2527,104573,0.024164937412142713
train,NN012,Very High Risk,Low Risk,1,104573,9.562697828311323e-06
train,NN012,Very High Risk,Medium Risk,37,104573,0.000353819819647519
train,NN012,Very High Risk,High Risk,2475,104573,0.023667677125070525
train,NN012,Very High Risk,Very High Risk,12370,104573,0.11829057213621107
train,NN012,Very High Risk,Extreme Risk,802,104573,0.0076692836583056815
train,NN012,Extreme Risk,Low Risk,1,104573,9.562697828311323e-06
train,NN012,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,NN012,Extreme Risk,High Risk,12,104573,0.00011475237393973588
train,NN012,Extreme Risk,Very High Risk,789,104573,0.007544968586537634
train,NN012,Extreme Risk,Extreme Risk,4427,104573,0.042334063285934226
train,NN013,Low Risk,Low Risk,17413,104573,0.16651525728438507
train,NN013,Low Risk,Medium Risk,3503,104573,0.033498130492574565
train,NN013,Low Risk,High Risk,12,104573,0.00011475237393973588
train,NN013,Medium Risk,Low Risk,3471,104573,0.033192124162068605
train,NN013,Medium Risk,Medium Risk,24959,104573,0.23867537509682232
train,NN013,Medium Risk,High Risk,2693,104573,0.025752345251642394
train,NN013,High Risk,Low Risk,28,104573,0.00026775553919271706
train,NN013,High Risk,Medium Risk,2900,104573,0.027731823702102837
train,NN013,High Risk,High Risk,26407,104573,0.25252216155221713
train,NN013,High Risk,Very High Risk,2272,104573,0.021726449465923326
train,NN013,Very High Risk,Low Risk,1,104573,9.562697828311323e-06
train,NN013,Very High Risk,Medium Risk,9,104573,8.606428045480191e-05
train,NN013,Very High Risk,High Risk,2255,104573,0.021563883602842032
train,NN013,Very High Risk,Very High Risk,12748,104573,0.12190527191531275
train,NN013,Very High Risk,Extreme Risk,672,104573,0.006426132940625209
train,NN013,Extreme Risk,Low Risk,1,104573,9.562697828311323e-06
train,NN013,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,NN013,Extreme Risk,High Risk,5,104573,4.7813489141556616e-05
train,NN013,Extreme Risk,Very High Risk,666,104573,0.006368756753655341
train,NN013,Extreme Risk,Extreme Risk,4557,104573,0.0435772140036147
train,NN014,Low Risk,Low Risk,16440,104573,0.15721075229743817
train,NN014,Low Risk,Medium Risk,4486,104573,0.0428982624578046
train,NN014,Low Risk,High Risk,2,104573,1.9125395656622646e-05
train,NN014,Medium Risk,Low Risk,4216,104573,0.04031633404416054
train,NN014,Medium Risk,Medium Risk,22687,104573,0.216948925630899
train,NN014,Medium Risk,High Risk,4220,104573,0.040354584835473786
train,NN014,High Risk,Low Risk,257,104573,0.00245761334187601
train,NN014,High Risk,Medium Risk,4144,104573,0.03962781980052212
train,NN014,High Risk,High Risk,24626,104573,0.23549099671999466
train,NN014,High Risk,Very High Risk,2580,104573,0.024671760397043215
train,NN014,Very High Risk,Low Risk,1,104573,9.562697828311323e-06
train,NN014,Very High Risk,Medium Risk,54,104573,0.0005163856827288115
train,NN014,Very High Risk,High Risk,2516,104573,0.02405974773603129
train,NN014,Very High Risk,Very High Risk,12428,104573,0.11884520861025312
train,NN014,Very High Risk,Extreme Risk,686,104573,0.006560010710221568
train,NN014,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,NN014,Extreme Risk,High Risk,8,104573,7.650158262649058e-05
train,NN014,Extreme Risk,Very High Risk,677,104573,0.006473946429766766
train,NN014,Extreme Risk,Extreme Risk,4544,104573,0.04345289893184665
train,NN015,Low Risk,Low Risk,16424,104573,0.15705774913218518
train,NN015,Low Risk,Medium Risk,4504,104573,0.043070391018714196
train,NN015,Medium Risk,Low Risk,4227,104573,0.04042152372027196
train,NN015,Medium Risk,Medium Risk,23092,104573,0.22082181825136507
train,NN015,Medium Risk,High Risk,3804,104573,0.03637650253889627
train,NN015,High Risk,Low Risk,262,104573,0.0025054268310175667
train,NN015,High Risk,Medium Risk,3721,104573,0.035582798619146434
train,NN015,High Risk,High Risk,25084,104573,0.23987071232536122
train,NN015,High Risk,Very High Risk,2540,104573,0.02428925248391076
train,NN015,Very High Risk,Low Risk,1,104573,9.562697828311323e-06
train,NN015,Very High Risk,Medium Risk,54,104573,0.0005163856827288115
train,NN015,Very High Risk,High Risk,2477,104573,0.02368680252072715
train,NN015,Very High Risk,Very High Risk,12516,104573,0.11968672601914453
train,NN015,Very High Risk,Extreme Risk,637,104573,0.006091438516634313
train,NN015,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,NN015,Extreme Risk,High Risk,7,104573,6.693888479817926e-05
train,NN015,Extreme Risk,Very High Risk,632,104573,0.006043625027492756
train,NN015,Extreme Risk,Extreme Risk,4590,104573,0.043892783031948976
train,NN016,Low Risk,Low Risk,16928,104573,0.1618773488376541
train,NN016,Low Risk,Medium Risk,3992,104573,0.0381742897306188
train,NN016,Low Risk,High Risk,8,104573,7.650158262649058e-05
train,NN016,Medium Risk,Low Risk,3914,104573,0.03742839930001052
train,NN016,Medium Risk,Medium Risk,23838,104573,0.22795559083128533
train,NN016,Medium Risk,High Risk,3369,104573,0.03221672898358085
train,NN016,Medium Risk,Very High Risk,2,104573,1.9125395656622646e-05
train,NN016,High Risk,Low Risk,72,104573,0.0006885142436384153
train,NN016,High Risk,Medium Risk,3517,104573,0.03363200826217092
train,NN016,High Risk,High Risk,25296,104573,0.24189800426496322
train,NN016,High Risk,Very High Risk,2722,104573,0.02602966348866342
train,NN016,Very High Risk,Medium Risk,22,104573,0.0002103793522228491
train,NN016,Very High Risk,High Risk,2694,104573,0.025761907949470704
train,NN016,Very High Risk,Very High Risk,12300,104573,0.11762118328822928
train,NN016,Very High Risk,Extreme Risk,669,104573,0.006397444847140275
train,NN016,Extreme Risk,Medium Risk,3,104573,2.868809348493397e-05
train,NN016,Extreme Risk,High Risk,5,104573,4.7813489141556616e-05
train,NN016,Extreme Risk,Very High Risk,662,104573,0.006330505962342096
train,NN016,Extreme Risk,Extreme Risk,4560,104573,0.043605902097099636
train,NN017,Low Risk,Low Risk,15808,104573,0.15116712726994538
train,NN017,Low Risk,Medium Risk,5118,104573,0.048941887485297354
train,NN017,Low Risk,High Risk,2,104573,1.9125395656622646e-05
train,NN017,Medium Risk,Low Risk,4972,104573,0.0475457336023639
train,NN017,Medium Risk,Medium Risk,22395,104573,0.2141566178650321
train,NN017,Medium Risk,High Risk,3756,104573,0.03591749304313733
train,NN017,High Risk,Low Risk,134,104573,0.0012814015089937173
train,NN017,High Risk,Medium Risk,3841,104573,0.036730322358543795
train,NN017,High Risk,High Risk,25163,104573,0.24062616545379784
train,NN017,High Risk,Very High Risk,2469,104573,0.023610300938100657
train,NN017,Very High Risk,Medium Risk,17,104573,0.00016256586308129248
train,NN017,Very High Risk,High Risk,2443,104573,0.02336167079456456
train,NN017,Very High Risk,Very High Risk,12619,104573,0.12067168389546058
train,NN017,Very High Risk,Extreme Risk,606,104573,0.005794994883956662
train,NN017,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,NN017,Extreme Risk,High Risk,8,104573,7.650158262649058e-05
train,NN017,Extreme Risk,Very High Risk,598,104573,0.005718493301330172
train,NN017,Extreme Risk,Extreme Risk,4623,104573,0.04420835206028325
train,NN018,Low Risk,Low Risk,17664,104573,0.16891549443929121
train,NN018,Low Risk,Medium Risk,3261,104573,0.031183957618123224
train,NN018,Low Risk,High Risk,3,104573,2.868809348493397e-05
train,NN018,Medium Risk,Low Risk,3243,104573,0.03101182905721362
train,NN018,Medium Risk,Medium Risk,25330,104573,0.24222313599112583
train,NN018,Medium Risk,High Risk,2548,104573,0.02436575406653725
train,NN018,Medium Risk,Very High Risk,2,104573,1.9125395656622646e-05
train,NN018,High Risk,Low Risk,7,104573,6.693888479817926e-05
train,NN018,High Risk,Medium Risk,2780,104573,0.02658429996270548
train,NN018,High Risk,High Risk,26675,104573,0.2550849645702045
train,NN018,High Risk,Very High Risk,2144,104573,0.020502424143899477
train,NN018,High Risk,Extreme Risk,1,104573,9.562697828311323e-06
train,NN018,Very High Risk,High Risk,2145,104573,0.020511986841727788
train,NN018,Very High Risk,Very High Risk,12950,104573,0.12383693687663164
train,NN018,Very High Risk,Extreme Risk,590,104573,0.005641991718703681
train,NN018,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,NN018,Extreme Risk,High Risk,1,104573,9.562697828311323e-06
train,NN018,Extreme Risk,Very High Risk,590,104573,0.005641991718703681
train,NN018,Extreme Risk,Extreme Risk,4638,104573,0.04435179252770792
train,NN019,Low Risk,Low Risk,17106,104573,0.1635795090510935
train,NN019,Low Risk,Medium Risk,3822,104573,0.03654863109980588
train,NN019,Medium Risk,Low Risk,3802,104573,0.03635737714323965
train,NN019,Medium Risk,Medium Risk,24804,104573,0.23719315693343407
train,NN019,Medium Risk,High Risk,2517,104573,0.0240693104338596
train,NN019,High Risk,Low Risk,6,104573,5.737618696986794e-05
train,NN019,High Risk,Medium Risk,2745,104573,0.026249605538714582
train,NN019,High Risk,High Risk,26779,104573,0.2560794851443489
train,NN019,High Risk,Very High Risk,2077,104573,0.01986172338940262
train,NN019,Very High Risk,Medium Risk,1,104573,9.562697828311323e-06
train,NN019,Very High Risk,High Risk,2071,104573,0.01980434720243275
train,NN019,Very High Risk,Very High Risk,13080,104573,0.1250800875943121
train,NN019,Very High Risk,Extreme Risk,533,104573,0.005096917942489935
train,NN019,Extreme Risk,High Risk,5,104573,4.7813489141556616e-05
train,NN019,Extreme Risk,Very High Risk,529,104573,0.00505866715117669
train,NN019,Extreme Risk,Extreme Risk,4696,104573,0.04490642900174997
train,NNSTACK001,Low Risk,Low Risk,19406,104573,0.18557371405620954
train,NNSTACK001,Low Risk,Medium Risk,1522,104573,0.014554426094689835
train,NNSTACK001,Medium Risk,Low Risk,1431,104573,0.013684220592313504
train,NNSTACK001,Medium Risk,Medium Risk,27465,104573,0.26263949585457047
train,NNSTACK001,Medium Risk,High Risk,2227,104573,0.021296128063649316
train,NNSTACK001,High Risk,Low Risk,77,104573,0.0007363277327799718
train,NNSTACK001,High Risk,Medium Risk,2385,104573,0.022807034320522505
train,NNSTACK001,High Risk,High Risk,27391,104573,0.2619318562152754
train,NNSTACK001,High Risk,Very High Risk,1754,104573,0.01677297199085806
train,NNSTACK001,Very High Risk,High Risk,1754,104573,0.01677297199085806
train,NNSTACK001,Very High Risk,Very High Risk,13353,104573,0.1276907041014411
train,NNSTACK001,Very High Risk,Extreme Risk,578,104573,0.005527239344763945
train,NNSTACK001,Extreme Risk,Very High Risk,579,104573,0.0055368020425922565
train,NNSTACK001,Extreme Risk,Extreme Risk,4651,104573,0.04447610759947596
train,RASTACK001,Low Risk,Low Risk,18062,104573,0.17272144817495913
train,RASTACK001,Low Risk,Medium Risk,2866,104573,0.027406691975940253
train,RASTACK001,Medium Risk,Low Risk,2840,104573,0.027158061832404157
train,RASTACK001,Medium Risk,Medium Risk,25308,104573,0.24201275663890295
train,RASTACK001,Medium Risk,High Risk,2975,104573,0.028449026039226187
train,RASTACK001,High Risk,Low Risk,12,104573,0.00011475237393973588
train,RASTACK001,High Risk,Medium Risk,3192,104573,0.030524131467969742
train,RASTACK001,High Risk,High Risk,25588,104573,0.24469031203083014
train,RASTACK001,High Risk,Very High Risk,2815,104573,0.026918994386696374
train,RASTACK001,Very High Risk,Medium Risk,5,104573,4.7813489141556616e-05
train,RASTACK001,Very High Risk,High Risk,2763,104573,0.026421734099624186
train,RASTACK001,Very High Risk,Very High Risk,11972,104573,0.11448461840054316
train,RASTACK001,Very High Risk,Extreme Risk,945,104573,0.0090367494477542
train,RASTACK001,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,RASTACK001,Extreme Risk,High Risk,46,104573,0.0004398841001023209
train,RASTACK001,Extreme Risk,Very High Risk,899,104573,0.00859686534765188
train,RASTACK001,Extreme Risk,Extreme Risk,4284,104573,0.04096659749648571
train,RF001,Low Risk,Low Risk,17983,104573,0.17196599504652252
train,RF001,Low Risk,Medium Risk,2945,104573,0.028162145104376847
train,RF001,Medium Risk,Low Risk,2928,104573,0.027999579241295553
train,RF001,Medium Risk,Medium Risk,25328,104573,0.2422040105954692
train,RF001,Medium Risk,High Risk,2866,104573,0.027406691975940253
train,RF001,Medium Risk,Very High Risk,1,104573,9.562697828311323e-06
train,RF001,High Risk,Low Risk,3,104573,2.868809348493397e-05
train,RF001,High Risk,Medium Risk,3097,104573,0.029615675174280168
train,RF001,High Risk,High Risk,25580,104573,0.24461381044820366
train,RF001,High Risk,Very High Risk,2927,104573,0.027990016543467243
train,RF001,Very High Risk,Medium Risk,2,104573,1.9125395656622646e-05
train,RF001,Very High Risk,High Risk,2914,104573,0.027865701471699197
train,RF001,Very High Risk,Very High Risk,12015,104573,0.11489581440716055
train,RF001,Very High Risk,Extreme Risk,754,104573,0.007210274162546737
train,RF001,Extreme Risk,High Risk,12,104573,0.00011475237393973588
train,RF001,Extreme Risk,Very High Risk,743,104573,0.007105084486435313
train,RF001,Extreme Risk,Extreme Risk,4475,104573,0.04279307278169317
train,RF002,Low Risk,Low Risk,18105,104573,0.1731326441815765
train,RF002,Low Risk,Medium Risk,2823,104573,0.026995495969322866
train,RF002,Medium Risk,Low Risk,2806,104573,0.026832930106241572
train,RF002,Medium Risk,Medium Risk,25890,104573,0.24757824677498017
train,RF002,Medium Risk,High Risk,2427,104573,0.02320866762931158
train,RF002,High Risk,Low Risk,3,104573,2.868809348493397e-05
train,RF002,High Risk,Medium Risk,2657,104573,0.025408088129823186
train,RF002,High Risk,High Risk,26990,104573,0.2580972143861226
train,RF002,High Risk,Very High Risk,1957,104573,0.01871419965000526
train,RF002,Very High Risk,Medium Risk,2,104573,1.9125395656622646e-05
train,RF002,Very High Risk,High Risk,1949,104573,0.01863769806737877
train,RF002,Very High Risk,Very High Risk,13063,104573,0.12491752173123082
train,RF002,Very High Risk,Extreme Risk,671,104573,0.006416570242796898
train,RF002,Extreme Risk,High Risk,6,104573,5.737618696986794e-05
train,RF002,Extreme Risk,Very High Risk,666,104573,0.006368756753655341
train,RF002,Extreme Risk,Extreme Risk,4558,104573,0.04358677670144301
train,RF003,Low Risk,Low Risk,18399,104573,0.17594407734310002
train,RF003,Low Risk,Medium Risk,2529,104573,0.024184062807799337
train,RF003,Medium Risk,Low Risk,2515,104573,0.024050185038202977
train,RF003,Medium Risk,Medium Risk,26657,104573,0.25491283600929493
train,RF003,Medium Risk,High Risk,1951,104573,0.01865682346303539
train,RF003,High Risk,Medium Risk,2185,104573,0.02089449475486024
train,RF003,High Risk,High Risk,27923,104573,0.26701921145993707
train,RF003,High Risk,Very High Risk,1499,104573,0.014334484044638673
train,RF003,Very High Risk,Medium Risk,1,104573,9.562697828311323e-06
train,RF003,Very High Risk,High Risk,1493,104573,0.014277107857668805
train,RF003,Very High Risk,Very High Risk,13543,104573,0.12950761668882024
train,RF003,Very High Risk,Extreme Risk,648,104573,0.006196628192745738
train,RF003,Extreme Risk,High Risk,5,104573,4.7813489141556616e-05
train,RF003,Extreme Risk,Very High Risk,644,104573,0.006158377401432492
train,RF003,Extreme Risk,Extreme Risk,4581,104573,0.043806718751494174
train,RF004,Low Risk,Low Risk,18213,104573,0.17416541554703413
train,RF004,Low Risk,Medium Risk,2715,104573,0.025962724603865242
train,RF004,Medium Risk,Low Risk,2698,104573,0.02580015874078395
train,RF004,Medium Risk,Medium Risk,26135,104573,0.24992110774291643
train,RF004,Medium Risk,High Risk,2288,104573,0.021879452631176306
train,RF004,Medium Risk,Very High Risk,2,104573,1.9125395656622646e-05
train,RF004,High Risk,Low Risk,3,104573,2.868809348493397e-05
train,RF004,High Risk,Medium Risk,2520,104573,0.024097998527344535
train,RF004,High Risk,High Risk,27215,104573,0.26024882139749267
train,RF004,High Risk,Very High Risk,1869,104573,0.017872682241113862
train,RF004,Very High Risk,Medium Risk,2,104573,1.9125395656622646e-05
train,RF004,Very High Risk,High Risk,1861,104573,0.017796180658487374
train,RF004,Very High Risk,Very High Risk,13052,104573,0.1248123320551194
train,RF004,Very High Risk,Extreme Risk,770,104573,0.0073632773277997185
train,RF004,Extreme Risk,High Risk,8,104573,7.650158262649058e-05
train,RF004,Extreme Risk,Very High Risk,763,104573,0.007296338443001539
train,RF004,Extreme Risk,Extreme Risk,4459,104573,0.04264006961644019
train,RF005,Low Risk,Low Risk,17783,104573,0.17005345548086026
train,RF005,Low Risk,Medium Risk,3145,104573,0.030074684670039112
train,RF005,Medium Risk,Low Risk,3128,104573,0.029912118806957818
train,RF005,Medium Risk,Medium Risk,25025,104573,0.23930651315349086
train,RF005,Medium Risk,High Risk,2970,104573,0.02840121255008463
train,RF005,High Risk,Low Risk,3,104573,2.868809348493397e-05
train,RF005,High Risk,Medium Risk,3199,104573,0.030591070352767924
train,RF005,High Risk,High Risk,26449,104573,0.2529237948610062
train,RF005,High Risk,Very High Risk,1956,104573,0.01870463695217695
train,RF005,Very High Risk,Medium Risk,2,104573,1.9125395656622646e-05
train,RF005,Very High Risk,High Risk,1947,104573,0.018618572671722147
train,RF005,Very High Risk,Very High Risk,13013,104573,0.12443938683981524
train,RF005,Very High Risk,Extreme Risk,723,104573,0.006913830529869086
train,RF005,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,RF005,Extreme Risk,High Risk,6,104573,5.737618696986794e-05
train,RF005,Extreme Risk,Very High Risk,717,104573,0.006856454342899219
train,RF005,Extreme Risk,Extreme Risk,4506,104573,0.043089516414370824
train,RFSTACK001,Low Risk,Low Risk,20191,104573,0.19308043185143392
train,RFSTACK001,Low Risk,Medium Risk,737,104573,0.007047708299465445
train,RFSTACK001,Medium Risk,Low Risk,13019,104573,0.12449676302678511
train,RFSTACK001,Medium Risk,Medium Risk,15589,104573,0.14907289644554522
train,RFSTACK001,Medium Risk,High Risk,2515,104573,0.024050185038202977
train,RFSTACK001,High Risk,Medium Risk,2750,104573,0.02629741902785614
train,RFSTACK001,High Risk,High Risk,27852,104573,0.26634025991412696
train,RFSTACK001,High Risk,Very High Risk,1005,104573,0.00961051131745288
train,RFSTACK001,Very High Risk,High Risk,1005,104573,0.00961051131745288
train,RFSTACK001,Very High Risk,Very High Risk,14385,104573,0.1375594082602584
train,RFSTACK001,Very High Risk,Extreme Risk,295,104573,0.0028209958593518403
train,RFSTACK001,Extreme Risk,Very High Risk,295,104573,0.0028209958593518403
train,RFSTACK001,Extreme Risk,Extreme Risk,4935,104573,0.04719191378271638
train,RIDGESTACK001,Low Risk,Low Risk,19020,104573,0.18188251269448136
train,RIDGESTACK001,Low Risk,Medium Risk,1908,104573,0.018245627456418004
train,RIDGESTACK001,Medium Risk,Low Risk,1873,104573,0.01791093303242711
train,RIDGESTACK001,Medium Risk,Medium Risk,26153,104573,0.250093236303826
train,RIDGESTACK001,Medium Risk,High Risk,3097,104573,0.029615675174280168
train,RIDGESTACK001,High Risk,Low Risk,21,104573,0.00020081665439453778
train,RIDGESTACK001,High Risk,Medium Risk,3311,104573,0.03166209250953879
train,RIDGESTACK001,High Risk,High Risk,26094,104573,0.24952903713195568
train,RIDGESTACK001,High Risk,Very High Risk,2181,104573,0.020856243963546996
train,RIDGESTACK001,Very High Risk,High Risk,2181,104573,0.020856243963546996
train,RIDGESTACK001,Very High Risk,Very High Risk,13271,104573,0.12690656287951957
train,RIDGESTACK001,Very High Risk,Extreme Risk,233,104573,0.0022281085939965385
train,RIDGESTACK001,Extreme Risk,Very High Risk,234,104573,0.0022376712918248495
train,RIDGESTACK001,Extreme Risk,Extreme Risk,4996,104573,0.047775238350243374
train,RLOG001,Low Risk,Low Risk,16597,104573,0.15871209585648302
train,RLOG001,Low Risk,Medium Risk,4327,104573,0.0413777935031031
train,RLOG001,Low Risk,High Risk,4,104573,3.825079131324529e-05
train,RLOG001,Medium Risk,Low Risk,3291,104573,0.031470838552972565
train,RLOG001,Medium Risk,Medium Risk,21741,104573,0.20790261348531647
train,RLOG001,Medium Risk,High Risk,6091,104573,0.05824639247224427
train,RLOG001,High Risk,Low Risk,698,104573,0.006674763084161304
train,RLOG001,High Risk,Medium Risk,4333,104573,0.041435169690072965
train,RLOG001,High Risk,High Risk,20713,104573,0.19807216011781242
train,RLOG001,High Risk,Very High Risk,5739,104573,0.05488032283667869
train,RLOG001,High Risk,Extreme Risk,124,104573,0.001185774530710604
train,RLOG001,Very High Risk,Low Risk,285,104573,0.0027253688810687272
train,RLOG001,Very High Risk,Medium Risk,886,104573,0.008472550275883832
train,RLOG001,Very High Risk,High Risk,3959,104573,0.03785872070228453
train,RLOG001,Very High Risk,Very High Risk,8023,104573,0.07672152467654175
train,RLOG001,Very High Risk,Extreme Risk,2532,104573,0.02421275090128427
train,RLOG001,Extreme Risk,Low Risk,43,104573,0.0004111960066173869
train,RLOG001,Extreme Risk,Medium Risk,85,104573,0.0008128293154064625
train,RLOG001,Extreme Risk,High Risk,605,104573,0.005785432186128351
train,RLOG001,Extreme Risk,Very High Risk,1924,104573,0.018398630621670985
train,RLOG001,Extreme Risk,Extreme Risk,2573,104573,0.024604821512245034
train,RLOG002,Low Risk,Low Risk,16764,104573,0.160309066393811
train,RLOG002,Low Risk,Medium Risk,4162,104573,0.039799948361431726
train,RLOG002,Low Risk,High Risk,2,104573,1.9125395656622646e-05
train,RLOG002,Medium Risk,Low Risk,3086,104573,0.029510485498168742
train,RLOG002,Medium Risk,Medium Risk,22698,104573,0.2170541153070104
train,RLOG002,Medium Risk,High Risk,5339,104573,0.05105524370535416
train,RLOG002,High Risk,Low Risk,609,104573,0.005823682977441596
train,RLOG002,High Risk,Medium Risk,3677,104573,0.03516203991470074
train,RLOG002,High Risk,High Risk,21675,104573,0.20727147542864793
train,RLOG002,High Risk,Very High Risk,5599,104573,0.053541545140715095
train,RLOG002,High Risk,Extreme Risk,47,104573,0.0004494467979306322
train,RLOG002,Very High Risk,Low Risk,395,104573,0.0037772656421829727
train,RLOG002,Very High Risk,Medium Risk,745,104573,0.007124209882091935
train,RLOG002,Very High Risk,High Risk,3670,104573,0.035095101029902556
train,RLOG002,Very High Risk,Very High Risk,8530,104573,0.08156981247549559
train,RLOG002,Very High Risk,Extreme Risk,2345,104573,0.022424526407390052
train,RLOG002,Extreme Risk,Low Risk,60,104573,0.0005737618696986794
train,RLOG002,Extreme Risk,Medium Risk,90,104573,0.0008606428045480191
train,RLOG002,Extreme Risk,High Risk,686,104573,0.006560010710221568
train,RLOG002,Extreme Risk,Very High Risk,1557,104573,0.01488912051868073
train,RLOG002,Extreme Risk,Extreme Risk,2837,104573,0.027129373738919223
train,RLOG003,Low Risk,Low Risk,16659,104573,0.15930498312183833
train,RLOG003,Low Risk,Medium Risk,4268,104573,0.04081359433123273
train,RLOG003,Low Risk,High Risk,1,104573,9.562697828311323e-06
train,RLOG003,Medium Risk,Low Risk,3159,104573,0.03020856243963547
train,RLOG003,Medium Risk,Medium Risk,22696,104573,0.21703498991135378
train,RLOG003,Medium Risk,High Risk,5268,104573,0.05037629215954405
train,RLOG003,High Risk,Low Risk,623,104573,0.005957560747037955
train,RLOG003,High Risk,Medium Risk,3579,104573,0.03422489552752622
train,RLOG003,High Risk,High Risk,21781,104573,0.20828512139844893
