split,model_id,reference_risk_band,risk_band,applicant_count,total_applicants,applicant_pct
train,BLOG001,Low Risk,Low Risk,13031,104573,0.12461151540072485
train,BLOG001,Low Risk,Medium Risk,7340,104573,0.07019020205980511
train,BLOG001,Low Risk,High Risk,557,104573,0.005326422690369407
train,BLOG001,Medium Risk,Low Risk,9810,104573,0.09381006569573408
train,BLOG001,Medium Risk,Medium Risk,13218,104573,0.12639973989461906
train,BLOG001,Medium Risk,High Risk,8088,104573,0.07734310003538199
train,BLOG001,Medium Risk,Very High Risk,5,104573,4.7813489141556616e-05
train,BLOG001,Medium Risk,Extreme Risk,2,104573,1.9125395656622646e-05
train,BLOG001,High Risk,Low Risk,2485,104573,0.023763304103353637
train,BLOG001,High Risk,Medium Risk,4192,104573,0.04008682929628107
train,BLOG001,High Risk,High Risk,19257,104573,0.18414887207979114
train,BLOG001,High Risk,Very High Risk,5485,104573,0.05245139758828761
train,BLOG001,High Risk,Extreme Risk,188,104573,0.0017977871917225288
train,BLOG001,Very High Risk,Low Risk,542,104573,0.005182982222944737
train,BLOG001,Very High Risk,Medium Risk,1019,104573,0.009744389087049238
train,BLOG001,Very High Risk,High Risk,5036,104573,0.04815774626337582
train,BLOG001,Very High Risk,Very High Risk,8058,104573,0.07705621910053265
train,BLOG001,Very High Risk,Extreme Risk,1030,104573,0.009849578763160663
train,BLOG001,Extreme Risk,Low Risk,43,104573,0.0004111960066173869
train,BLOG001,Extreme Risk,Medium Risk,129,104573,0.0012335880198521606
train,BLOG001,Extreme Risk,High Risk,831,104573,0.00794660189532671
train,BLOG001,Extreme Risk,Very High Risk,3126,104573,0.029892993411301198
train,BLOG001,Extreme Risk,Extreme Risk,1101,104573,0.010528530308970767
train,BLOG002,Low Risk,Low Risk,13031,104573,0.12461151540072485
train,BLOG002,Low Risk,Medium Risk,7340,104573,0.07019020205980511
train,BLOG002,Low Risk,High Risk,557,104573,0.005326422690369407
train,BLOG002,Medium Risk,Low Risk,9810,104573,0.09381006569573408
train,BLOG002,Medium Risk,Medium Risk,13218,104573,0.12639973989461906
train,BLOG002,Medium Risk,High Risk,8088,104573,0.07734310003538199
train,BLOG002,Medium Risk,Very High Risk,7,104573,6.693888479817926e-05
train,BLOG002,High Risk,Low Risk,2443,104573,0.02336167079456456
train,BLOG002,High Risk,Medium Risk,4141,104573,0.03959913170703719
train,BLOG002,High Risk,High Risk,19292,104573,0.18448356650378206
train,BLOG002,High Risk,Very High Risk,5731,104573,0.05480382125405219
train,BLOG002,Very High Risk,Low Risk,354,104573,0.0033851950312222085
train,BLOG002,Very High Risk,Medium Risk,670,104573,0.006407007544968587
train,BLOG002,Very High Risk,High Risk,4548,104573,0.0434911497231599
train,BLOG002,Very High Risk,Very High Risk,9038,104573,0.08642766297227773
train,BLOG002,Very High Risk,Extreme Risk,1075,104573,0.010279900165434673
train,BLOG002,Extreme Risk,Low Risk,4,104573,3.825079131324529e-05
train,BLOG002,Extreme Risk,Medium Risk,15,104573,0.00014344046742466985
train,BLOG002,Extreme Risk,High Risk,214,104573,0.002046417335258623
train,BLOG002,Extreme Risk,Very High Risk,1298,104573,0.012412381781148098
train,BLOG002,Extreme Risk,Extreme Risk,3699,104573,0.03537241926692358
train,BLOG003,Low Risk,Low Risk,13031,104573,0.12461151540072485
train,BLOG003,Low Risk,Medium Risk,7340,104573,0.07019020205980511
train,BLOG003,Low Risk,High Risk,557,104573,0.005326422690369407
train,BLOG003,Medium Risk,Low Risk,9786,104573,0.09358056094785461
train,BLOG003,Medium Risk,Medium Risk,13203,104573,0.1262562994271944
train,BLOG003,Medium Risk,High Risk,8127,104573,0.07771604525068612
train,BLOG003,Medium Risk,Very High Risk,7,104573,6.693888479817926e-05
train,BLOG003,High Risk,Low Risk,968,104573,0.00925669149780536
train,BLOG003,High Risk,Medium Risk,2239,104573,0.021410880437589052
train,BLOG003,High Risk,High Risk,22446,104573,0.21464431545427595
train,BLOG003,High Risk,Very High Risk,5954,104573,0.056936302869765615
train,BLOG003,Very High Risk,Low Risk,95,104573,0.0009084562936895757
train,BLOG003,Very High Risk,Medium Risk,194,104573,0.0018551633786923966
train,BLOG003,Very High Risk,High Risk,3257,104573,0.03114570682680998
train,BLOG003,Very High Risk,Very High Risk,11090,104573,0.10605031891597258
train,BLOG003,Very High Risk,Extreme Risk,1049,104573,0.010031270021898579
train,BLOG003,Extreme Risk,Low Risk,1,104573,9.562697828311323e-06
train,BLOG003,Extreme Risk,Medium Risk,3,104573,2.868809348493397e-05
train,BLOG003,Extreme Risk,High Risk,52,104573,0.0004972602870721888
train,BLOG003,Extreme Risk,Very High Risk,984,104573,0.009409694663058342
train,BLOG003,Extreme Risk,Extreme Risk,4190,104573,0.040067703900624446
train,BLOG004,Low Risk,Low Risk,13031,104573,0.12461151540072485
train,BLOG004,Low Risk,Medium Risk,7340,104573,0.07019020205980511
train,BLOG004,Low Risk,High Risk,557,104573,0.005326422690369407
train,BLOG004,Medium Risk,Low Risk,9786,104573,0.09358056094785461
train,BLOG004,Medium Risk,Medium Risk,13227,104573,0.12648580417507388
train,BLOG004,Medium Risk,High Risk,8103,104573,0.07748654050280665
train,BLOG004,Medium Risk,Very High Risk,7,104573,6.693888479817926e-05
train,BLOG004,High Risk,Low Risk,830,104573,0.007937039197498398
train,BLOG004,High Risk,Medium Risk,3478,104573,0.03325906304686678
train,BLOG004,High Risk,High Risk,21347,104573,0.2041349105409618
train,BLOG004,High Risk,Very High Risk,5952,104573,0.056917177474108994
train,BLOG004,Very High Risk,Low Risk,17,104573,0.00016256586308129248
train,BLOG004,Very High Risk,Medium Risk,61,104573,0.0005833245675269908
train,BLOG004,Very High Risk,High Risk,2660,104573,0.02543677622330812
train,BLOG004,Very High Risk,Very High Risk,12204,104573,0.11670316429671139
train,BLOG004,Very High Risk,Extreme Risk,743,104573,0.007105084486435313
train,BLOG004,Extreme Risk,Medium Risk,2,104573,1.9125395656622646e-05
train,BLOG004,Extreme Risk,High Risk,20,104573,0.00019125395656622646
train,BLOG004,Extreme Risk,Very High Risk,807,104573,0.007717097147447238
train,BLOG004,Extreme Risk,Extreme Risk,4401,104573,0.04208543314239813
train,BLOG005,Low Risk,Low Risk,16452,104573,0.1573255046713779
train,BLOG005,Low Risk,Medium Risk,4474,104573,0.04278351008386486
train,BLOG005,Low Risk,High Risk,2,104573,1.9125395656622646e-05
train,BLOG005,Medium Risk,Low Risk,6506,104573,0.062214912070993465
train,BLOG005,Medium Risk,Medium Risk,19635,104573,0.18776357185889284
train,BLOG005,Medium Risk,High Risk,4980,104573,0.04762223518499039
train,BLOG005,Medium Risk,Very High Risk,2,104573,1.9125395656622646e-05
train,BLOG005,High Risk,Low Risk,402,104573,0.003844204526981152
train,BLOG005,High Risk,Medium Risk,4414,104573,0.04220974821416618
train,BLOG005,High Risk,High Risk,23723,104573,0.2268558805810295
train,BLOG005,High Risk,Very High Risk,3068,104573,0.029338356937259138
train,BLOG005,Very High Risk,Low Risk,2,104573,1.9125395656622646e-05
train,BLOG005,Very High Risk,Medium Risk,76,104573,0.0007267650349516606
train,BLOG005,Very High Risk,High Risk,3044,104573,0.02910885218937967
train,BLOG005,Very High Risk,Very High Risk,11823,104573,0.11305977642412478
train,BLOG005,Very High Risk,Extreme Risk,740,104573,0.007076396392950379
train,BLOG005,Extreme Risk,Medium Risk,2,104573,1.9125395656622646e-05
train,BLOG005,Extreme Risk,High Risk,20,104573,0.00019125395656622646
train,BLOG005,Extreme Risk,Very High Risk,719,104573,0.006875579738555841
train,BLOG005,Extreme Risk,Extreme Risk,4489,104573,0.042926950551289526
train,BNB001,Low Risk,Low Risk,14933,104573,0.142799766670173
train,BNB001,Low Risk,Medium Risk,5983,104573,0.05721362110678665
train,BNB001,Low Risk,High Risk,12,104573,0.00011475237393973588
train,BNB001,Medium Risk,Low Risk,5861,104573,0.05604697197173267
train,BNB001,Medium Risk,Medium Risk,19475,104573,0.186233540206363
train,BNB001,Medium Risk,High Risk,5787,104573,0.055339332332437624
train,BNB001,High Risk,Low Risk,131,104573,0.0012527134155087833
train,BNB001,High Risk,Medium Risk,5857,104573,0.05600872118041942
train,BNB001,High Risk,High Risk,22557,104573,0.21570577491321852
train,BNB001,High Risk,Very High Risk,3062,104573,0.029280980750289273
train,BNB001,Very High Risk,Low Risk,2,104573,1.9125395656622646e-05
train,BNB001,Very High Risk,Medium Risk,28,104573,0.00026775553919271706
train,BNB001,Very High Risk,High Risk,3025,104573,0.02892716093064175
train,BNB001,Very High Risk,Very High Risk,11683,104573,0.11172099872816119
train,BNB001,Very High Risk,Extreme Risk,947,104573,0.009055874843410822
train,BNB001,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,BNB001,Extreme Risk,High Risk,7,104573,6.693888479817926e-05
train,BNB001,Extreme Risk,Very High Risk,939,104573,0.008979373260784332
train,BNB001,Extreme Risk,Extreme Risk,4283,104573,0.0409570347986574
train,BNB002,Low Risk,Low Risk,14933,104573,0.142799766670173
train,BNB002,Low Risk,Medium Risk,5983,104573,0.05721362110678665
train,BNB002,Low Risk,High Risk,12,104573,0.00011475237393973588
train,BNB002,Medium Risk,Low Risk,5861,104573,0.05604697197173267
train,BNB002,Medium Risk,Medium Risk,19475,104573,0.186233540206363
train,BNB002,Medium Risk,High Risk,5787,104573,0.055339332332437624
train,BNB002,High Risk,Low Risk,131,104573,0.0012527134155087833
train,BNB002,High Risk,Medium Risk,5857,104573,0.05600872118041942
train,BNB002,High Risk,High Risk,22557,104573,0.21570577491321852
train,BNB002,High Risk,Very High Risk,3062,104573,0.029280980750289273
train,BNB002,Very High Risk,Low Risk,2,104573,1.9125395656622646e-05
train,BNB002,Very High Risk,Medium Risk,28,104573,0.00026775553919271706
train,BNB002,Very High Risk,High Risk,3025,104573,0.02892716093064175
train,BNB002,Very High Risk,Very High Risk,11683,104573,0.11172099872816119
train,BNB002,Very High Risk,Extreme Risk,947,104573,0.009055874843410822
train,BNB002,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,BNB002,Extreme Risk,High Risk,7,104573,6.693888479817926e-05
train,BNB002,Extreme Risk,Very High Risk,939,104573,0.008979373260784332
train,BNB002,Extreme Risk,Extreme Risk,4283,104573,0.0409570347986574
train,BNB003,Low Risk,Low Risk,14933,104573,0.142799766670173
train,BNB003,Low Risk,Medium Risk,5983,104573,0.05721362110678665
train,BNB003,Low Risk,High Risk,12,104573,0.00011475237393973588
train,BNB003,Medium Risk,Low Risk,5861,104573,0.05604697197173267
train,BNB003,Medium Risk,Medium Risk,19475,104573,0.186233540206363
train,BNB003,Medium Risk,High Risk,5787,104573,0.055339332332437624
train,BNB003,High Risk,Low Risk,131,104573,0.0012527134155087833
train,BNB003,High Risk,Medium Risk,5857,104573,0.05600872118041942
train,BNB003,High Risk,High Risk,22557,104573,0.21570577491321852
train,BNB003,High Risk,Very High Risk,3062,104573,0.029280980750289273
train,BNB003,Very High Risk,Low Risk,2,104573,1.9125395656622646e-05
train,BNB003,Very High Risk,Medium Risk,28,104573,0.00026775553919271706
train,BNB003,Very High Risk,High Risk,3025,104573,0.02892716093064175
train,BNB003,Very High Risk,Very High Risk,11683,104573,0.11172099872816119
train,BNB003,Very High Risk,Extreme Risk,947,104573,0.009055874843410822
train,BNB003,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,BNB003,Extreme Risk,High Risk,7,104573,6.693888479817926e-05
train,BNB003,Extreme Risk,Very High Risk,939,104573,0.008979373260784332
train,BNB003,Extreme Risk,Extreme Risk,4283,104573,0.0409570347986574
train,BNB004,Low Risk,Low Risk,14933,104573,0.142799766670173
train,BNB004,Low Risk,Medium Risk,5983,104573,0.05721362110678665
train,BNB004,Low Risk,High Risk,12,104573,0.00011475237393973588
train,BNB004,Medium Risk,Low Risk,5861,104573,0.05604697197173267
train,BNB004,Medium Risk,Medium Risk,19475,104573,0.186233540206363
train,BNB004,Medium Risk,High Risk,5787,104573,0.055339332332437624
train,BNB004,High Risk,Low Risk,131,104573,0.0012527134155087833
train,BNB004,High Risk,Medium Risk,5857,104573,0.05600872118041942
train,BNB004,High Risk,High Risk,22557,104573,0.21570577491321852
train,BNB004,High Risk,Very High Risk,3062,104573,0.029280980750289273
train,BNB004,Very High Risk,Low Risk,2,104573,1.9125395656622646e-05
train,BNB004,Very High Risk,Medium Risk,28,104573,0.00026775553919271706
train,BNB004,Very High Risk,High Risk,3025,104573,0.02892716093064175
train,BNB004,Very High Risk,Very High Risk,11683,104573,0.11172099872816119
train,BNB004,Very High Risk,Extreme Risk,947,104573,0.009055874843410822
train,BNB004,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,BNB004,Extreme Risk,High Risk,7,104573,6.693888479817926e-05
train,BNB004,Extreme Risk,Very High Risk,939,104573,0.008979373260784332
train,BNB004,Extreme Risk,Extreme Risk,4283,104573,0.0409570347986574
train,BNB005,Low Risk,Low Risk,14933,104573,0.142799766670173
train,BNB005,Low Risk,Medium Risk,5983,104573,0.05721362110678665
train,BNB005,Low Risk,High Risk,12,104573,0.00011475237393973588
train,BNB005,Medium Risk,Low Risk,5861,104573,0.05604697197173267
train,BNB005,Medium Risk,Medium Risk,19475,104573,0.186233540206363
train,BNB005,Medium Risk,High Risk,5787,104573,0.055339332332437624
train,BNB005,High Risk,Low Risk,131,104573,0.0012527134155087833
train,BNB005,High Risk,Medium Risk,5857,104573,0.05600872118041942
train,BNB005,High Risk,High Risk,22557,104573,0.21570577491321852
train,BNB005,High Risk,Very High Risk,3062,104573,0.029280980750289273
train,BNB005,Very High Risk,Low Risk,2,104573,1.9125395656622646e-05
train,BNB005,Very High Risk,Medium Risk,28,104573,0.00026775553919271706
train,BNB005,Very High Risk,High Risk,3025,104573,0.02892716093064175
train,BNB005,Very High Risk,Very High Risk,11683,104573,0.11172099872816119
train,BNB005,Very High Risk,Extreme Risk,947,104573,0.009055874843410822
train,BNB005,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,BNB005,Extreme Risk,High Risk,7,104573,6.693888479817926e-05
train,BNB005,Extreme Risk,Very High Risk,939,104573,0.008979373260784332
train,BNB005,Extreme Risk,Extreme Risk,4283,104573,0.0409570347986574
train,BNB006,Low Risk,Low Risk,14933,104573,0.142799766670173
train,BNB006,Low Risk,Medium Risk,5983,104573,0.05721362110678665
train,BNB006,Low Risk,High Risk,12,104573,0.00011475237393973588
train,BNB006,Medium Risk,Low Risk,5861,104573,0.05604697197173267
train,BNB006,Medium Risk,Medium Risk,19475,104573,0.186233540206363
train,BNB006,Medium Risk,High Risk,5787,104573,0.055339332332437624
train,BNB006,High Risk,Low Risk,131,104573,0.0012527134155087833
train,BNB006,High Risk,Medium Risk,5857,104573,0.05600872118041942
train,BNB006,High Risk,High Risk,22557,104573,0.21570577491321852
train,BNB006,High Risk,Very High Risk,3062,104573,0.029280980750289273
train,BNB006,Very High Risk,Low Risk,2,104573,1.9125395656622646e-05
train,BNB006,Very High Risk,Medium Risk,28,104573,0.00026775553919271706
train,BNB006,Very High Risk,High Risk,3025,104573,0.02892716093064175
train,BNB006,Very High Risk,Very High Risk,11683,104573,0.11172099872816119
train,BNB006,Very High Risk,Extreme Risk,947,104573,0.009055874843410822
train,BNB006,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,BNB006,Extreme Risk,High Risk,7,104573,6.693888479817926e-05
train,BNB006,Extreme Risk,Very High Risk,939,104573,0.008979373260784332
train,BNB006,Extreme Risk,Extreme Risk,4283,104573,0.0409570347986574
train,BNB007,Low Risk,Low Risk,14933,104573,0.142799766670173
train,BNB007,Low Risk,Medium Risk,5983,104573,0.05721362110678665
train,BNB007,Low Risk,High Risk,12,104573,0.00011475237393973588
train,BNB007,Medium Risk,Low Risk,5861,104573,0.05604697197173267
train,BNB007,Medium Risk,Medium Risk,19475,104573,0.186233540206363
train,BNB007,Medium Risk,High Risk,5787,104573,0.055339332332437624
train,BNB007,High Risk,Low Risk,131,104573,0.0012527134155087833
train,BNB007,High Risk,Medium Risk,5857,104573,0.05600872118041942
train,BNB007,High Risk,High Risk,22557,104573,0.21570577491321852
train,BNB007,High Risk,Very High Risk,3062,104573,0.029280980750289273
train,BNB007,Very High Risk,Low Risk,2,104573,1.9125395656622646e-05
train,BNB007,Very High Risk,Medium Risk,28,104573,0.00026775553919271706
train,BNB007,Very High Risk,High Risk,3024,104573,0.02891759823281344
train,BNB007,Very High Risk,Very High Risk,11684,104573,0.1117305614259895
train,BNB007,Very High Risk,Extreme Risk,947,104573,0.009055874843410822
train,BNB007,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,BNB007,Extreme Risk,High Risk,7,104573,6.693888479817926e-05
train,BNB007,Extreme Risk,Very High Risk,939,104573,0.008979373260784332
train,BNB007,Extreme Risk,Extreme Risk,4283,104573,0.0409570347986574
train,BNB008,Low Risk,Low Risk,14933,104573,0.142799766670173
train,BNB008,Low Risk,Medium Risk,5983,104573,0.05721362110678665
train,BNB008,Low Risk,High Risk,12,104573,0.00011475237393973588
train,BNB008,Medium Risk,Low Risk,5861,104573,0.05604697197173267
train,BNB008,Medium Risk,Medium Risk,19475,104573,0.186233540206363
train,BNB008,Medium Risk,High Risk,5787,104573,0.055339332332437624
train,BNB008,High Risk,Low Risk,131,104573,0.0012527134155087833
train,BNB008,High Risk,Medium Risk,5857,104573,0.05600872118041942
train,BNB008,High Risk,High Risk,22557,104573,0.21570577491321852
train,BNB008,High Risk,Very High Risk,3062,104573,0.029280980750289273
train,BNB008,Very High Risk,Low Risk,2,104573,1.9125395656622646e-05
train,BNB008,Very High Risk,Medium Risk,28,104573,0.00026775553919271706
train,BNB008,Very High Risk,High Risk,3024,104573,0.02891759823281344
train,BNB008,Very High Risk,Very High Risk,11684,104573,0.1117305614259895
train,BNB008,Very High Risk,Extreme Risk,947,104573,0.009055874843410822
train,BNB008,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,BNB008,Extreme Risk,High Risk,7,104573,6.693888479817926e-05
train,BNB008,Extreme Risk,Very High Risk,939,104573,0.008979373260784332
train,BNB008,Extreme Risk,Extreme Risk,4283,104573,0.0409570347986574
train,BNB009,Low Risk,Low Risk,14933,104573,0.142799766670173
train,BNB009,Low Risk,Medium Risk,5983,104573,0.05721362110678665
train,BNB009,Low Risk,High Risk,12,104573,0.00011475237393973588
train,BNB009,Medium Risk,Low Risk,5861,104573,0.05604697197173267
train,BNB009,Medium Risk,Medium Risk,19485,104573,0.18632916718464612
train,BNB009,Medium Risk,High Risk,5777,104573,0.055243705354154515
train,BNB009,High Risk,Low Risk,131,104573,0.0012527134155087833
train,BNB009,High Risk,Medium Risk,5880,104573,0.05622866323047058
train,BNB009,High Risk,High Risk,22534,104573,0.21548583286316736
train,BNB009,High Risk,Very High Risk,3062,104573,0.029280980750289273
train,BNB009,Very High Risk,Low Risk,2,104573,1.9125395656622646e-05
train,BNB009,Very High Risk,Medium Risk,28,104573,0.00026775553919271706
train,BNB009,Very High Risk,High Risk,3024,104573,0.02891759823281344
train,BNB009,Very High Risk,Very High Risk,11684,104573,0.1117305614259895
train,BNB009,Very High Risk,Extreme Risk,947,104573,0.009055874843410822
train,BNB009,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,BNB009,Extreme Risk,High Risk,7,104573,6.693888479817926e-05
train,BNB009,Extreme Risk,Very High Risk,939,104573,0.008979373260784332
train,BNB009,Extreme Risk,Extreme Risk,4283,104573,0.0409570347986574
train,BNB010,Low Risk,Low Risk,14933,104573,0.142799766670173
train,BNB010,Low Risk,Medium Risk,5983,104573,0.05721362110678665
train,BNB010,Low Risk,High Risk,12,104573,0.00011475237393973588
train,BNB010,Medium Risk,Low Risk,5861,104573,0.05604697197173267
train,BNB010,Medium Risk,Medium Risk,19485,104573,0.18632916718464612
train,BNB010,Medium Risk,High Risk,5777,104573,0.055243705354154515
train,BNB010,High Risk,Low Risk,131,104573,0.0012527134155087833
train,BNB010,High Risk,Medium Risk,5880,104573,0.05622866323047058
train,BNB010,High Risk,High Risk,22534,104573,0.21548583286316736
train,BNB010,High Risk,Very High Risk,3062,104573,0.029280980750289273
train,BNB010,Very High Risk,Low Risk,2,104573,1.9125395656622646e-05
train,BNB010,Very High Risk,Medium Risk,28,104573,0.00026775553919271706
train,BNB010,Very High Risk,High Risk,3024,104573,0.02891759823281344
train,BNB010,Very High Risk,Very High Risk,11684,104573,0.1117305614259895
train,BNB010,Very High Risk,Extreme Risk,947,104573,0.009055874843410822
train,BNB010,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,BNB010,Extreme Risk,High Risk,7,104573,6.693888479817926e-05
train,BNB010,Extreme Risk,Very High Risk,939,104573,0.008979373260784332
train,BNB010,Extreme Risk,Extreme Risk,4283,104573,0.0409570347986574
train,BNB011,Low Risk,Low Risk,14933,104573,0.142799766670173
train,BNB011,Low Risk,Medium Risk,5983,104573,0.05721362110678665
train,BNB011,Low Risk,High Risk,12,104573,0.00011475237393973588
train,BNB011,Medium Risk,Low Risk,5860,104573,0.056037409273904354
train,BNB011,Medium Risk,Medium Risk,19483,104573,0.18631004178898952
train,BNB011,Medium Risk,High Risk,5780,104573,0.05527239344763945
train,BNB011,High Risk,Low Risk,131,104573,0.0012527134155087833
train,BNB011,High Risk,Medium Risk,5868,104573,0.05611391085653084
train,BNB011,High Risk,High Risk,22545,104573,0.21559102253927878
train,BNB011,High Risk,Very High Risk,3063,104573,0.029290543448117583
train,BNB011,Very High Risk,Low Risk,2,104573,1.9125395656622646e-05
train,BNB011,Very High Risk,Medium Risk,28,104573,0.00026775553919271706
train,BNB011,Very High Risk,High Risk,3024,104573,0.02891759823281344
train,BNB011,Very High Risk,Very High Risk,11685,104573,0.11174012412381781
train,BNB011,Very High Risk,Extreme Risk,946,104573,0.009046312145582512
train,BNB011,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,BNB011,Extreme Risk,High Risk,7,104573,6.693888479817926e-05
train,BNB011,Extreme Risk,Very High Risk,939,104573,0.008979373260784332
train,BNB011,Extreme Risk,Extreme Risk,4283,104573,0.0409570347986574
train,BNB012,Low Risk,Low Risk,14933,104573,0.142799766670173
train,BNB012,Low Risk,Medium Risk,5983,104573,0.05721362110678665
train,BNB012,Low Risk,High Risk,12,104573,0.00011475237393973588
train,BNB012,Medium Risk,Low Risk,5860,104573,0.056037409273904354
train,BNB012,Medium Risk,Medium Risk,19483,104573,0.18631004178898952
train,BNB012,Medium Risk,High Risk,5780,104573,0.05527239344763945
train,BNB012,High Risk,Low Risk,131,104573,0.0012527134155087833
train,BNB012,High Risk,Medium Risk,5868,104573,0.05611391085653084
train,BNB012,High Risk,High Risk,22545,104573,0.21559102253927878
train,BNB012,High Risk,Very High Risk,3063,104573,0.029290543448117583
train,BNB012,Very High Risk,Low Risk,2,104573,1.9125395656622646e-05
train,BNB012,Very High Risk,Medium Risk,28,104573,0.00026775553919271706
train,BNB012,Very High Risk,High Risk,3024,104573,0.02891759823281344
train,BNB012,Very High Risk,Very High Risk,11685,104573,0.11174012412381781
train,BNB012,Very High Risk,Extreme Risk,946,104573,0.009046312145582512
train,BNB012,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,BNB012,Extreme Risk,High Risk,7,104573,6.693888479817926e-05
train,BNB012,Extreme Risk,Very High Risk,939,104573,0.008979373260784332
train,BNB012,Extreme Risk,Extreme Risk,4283,104573,0.0409570347986574
train,BNB013,Low Risk,Low Risk,14933,104573,0.142799766670173
train,BNB013,Low Risk,Medium Risk,5983,104573,0.05721362110678665
train,BNB013,Low Risk,High Risk,12,104573,0.00011475237393973588
train,BNB013,Medium Risk,Low Risk,5860,104573,0.056037409273904354
train,BNB013,Medium Risk,Medium Risk,19482,104573,0.1863004790911612
train,BNB013,Medium Risk,High Risk,5781,104573,0.055281956145467756
train,BNB013,High Risk,Low Risk,131,104573,0.0012527134155087833
train,BNB013,High Risk,Medium Risk,5865,104573,0.05608522276304591
train,BNB013,High Risk,High Risk,22548,104573,0.21561971063276372
train,BNB013,High Risk,Very High Risk,3063,104573,0.029290543448117583
train,BNB013,Very High Risk,Low Risk,2,104573,1.9125395656622646e-05
train,BNB013,Very High Risk,Medium Risk,28,104573,0.00026775553919271706
train,BNB013,Very High Risk,High Risk,3027,104573,0.028946286326298375
train,BNB013,Very High Risk,Very High Risk,11682,104573,0.11171143603033287
train,BNB013,Very High Risk,Extreme Risk,946,104573,0.009046312145582512
train,BNB013,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,BNB013,Extreme Risk,High Risk,7,104573,6.693888479817926e-05
train,BNB013,Extreme Risk,Very High Risk,939,104573,0.008979373260784332
train,BNB013,Extreme Risk,Extreme Risk,4283,104573,0.0409570347986574
train,BNB014,Low Risk,Low Risk,14933,104573,0.142799766670173
train,BNB014,Low Risk,Medium Risk,5983,104573,0.05721362110678665
train,BNB014,Low Risk,High Risk,12,104573,0.00011475237393973588
train,BNB014,Medium Risk,Low Risk,5860,104573,0.056037409273904354
train,BNB014,Medium Risk,Medium Risk,19482,104573,0.1863004790911612
train,BNB014,Medium Risk,High Risk,5781,104573,0.055281956145467756
train,BNB014,High Risk,Low Risk,131,104573,0.0012527134155087833
train,BNB014,High Risk,Medium Risk,5865,104573,0.05608522276304591
train,BNB014,High Risk,High Risk,22548,104573,0.21561971063276372
train,BNB014,High Risk,Very High Risk,3063,104573,0.029290543448117583
train,BNB014,Very High Risk,Low Risk,2,104573,1.9125395656622646e-05
train,BNB014,Very High Risk,Medium Risk,28,104573,0.00026775553919271706
train,BNB014,Very High Risk,High Risk,3027,104573,0.028946286326298375
train,BNB014,Very High Risk,Very High Risk,11682,104573,0.11171143603033287
train,BNB014,Very High Risk,Extreme Risk,946,104573,0.009046312145582512
train,BNB014,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,BNB014,Extreme Risk,High Risk,7,104573,6.693888479817926e-05
train,BNB014,Extreme Risk,Very High Risk,939,104573,0.008979373260784332
train,BNB014,Extreme Risk,Extreme Risk,4283,104573,0.0409570347986574
train,BNB015,Low Risk,Low Risk,14934,104573,0.1428093293680013
train,BNB015,Low Risk,Medium Risk,5982,104573,0.057204058408958335
train,BNB015,Low Risk,High Risk,12,104573,0.00011475237393973588
train,BNB015,Medium Risk,Low Risk,5884,104573,0.056266914021783826
train,BNB015,Medium Risk,Medium Risk,19455,104573,0.1860422862497968
train,BNB015,Medium Risk,High Risk,5784,104573,0.05531064423895269
train,BNB015,High Risk,Low Risk,131,104573,0.0012527134155087833
train,BNB015,High Risk,Medium Risk,5867,104573,0.056104348158702536
train,BNB015,High Risk,High Risk,22547,104573,0.2156101479349354
train,BNB015,High Risk,Very High Risk,3062,104573,0.029280980750289273
train,BNB015,Very High Risk,Low Risk,2,104573,1.9125395656622646e-05
train,BNB015,Very High Risk,Medium Risk,28,104573,0.00026775553919271706
train,BNB015,Very High Risk,High Risk,3023,104573,0.02890803553498513
train,BNB015,Very High Risk,Very High Risk,11686,104573,0.11174968682164613
train,BNB015,Very High Risk,Extreme Risk,946,104573,0.009046312145582512
train,BNB015,Extreme Risk,Medium Risk,1,104573,9.562697828311323e-06
train,BNB015,Extreme Risk,High Risk,7,104573,6.693888479817926e-05
train,BNB015,Extreme Risk,Very High Risk,939,104573,0.008979373260784332
train,BNB015,Extreme Risk,Extreme Risk,4283,104573,0.0409570347986574
train,BNB016,Low Risk,Low Risk,14934,104573,0.1428093293680013
train,BNB016,Low Risk,Medium Risk,5982,104573,0.057204058408958335
train,BNB016,Low Risk,High Risk,12,104573,0.00011475237393973588
train,BNB016,Medium Risk,Low Risk,5884,104573,0.056266914021783826
train,BNB016,Medium Risk,Medium Risk,19455,104573,0.1860422862497968
