reference_risk_band,comparison_risk_band,applicant_count,reference_model,comparison_model,split,applicant_pct
Medium Risk,Medium Risk,10225,CAT004,RLOG004,validation,0.22815003235379433
Very High Risk,Extreme Risk,1025,CAT004,RLOG004,validation,0.022870785639377916
Very High Risk,High Risk,1435,CAT004,RLOG004,validation,0.03201909989512908
Very High Risk,Low Risk,190,CAT004,RLOG004,validation,0.004239462703884687
Very High Risk,Medium Risk,359,CAT004,RLOG004,validation,0.008010353214182118
Very High Risk,Very High Risk,5058,CAT004,RLOG004,validation,0.11285895976973023
Extreme Risk,Extreme Risk,1119,CAT004,RLOG005,validation,0.024968204029720865
Extreme Risk,High Risk,229,CAT004,RLOG005,validation,0.005109668206261017
Extreme Risk,Low Risk,13,CAT004,RLOG005,validation,0.00029006850079211013
Extreme Risk,Medium Risk,39,CAT004,RLOG005,validation,0.0008702055023763304
Extreme Risk,Very High Risk,841,CAT004,RLOG005,validation,0.018765200705089587
High Risk,Extreme Risk,4,CAT004,RLOG005,validation,8.925184639757235e-05
High Risk,High Risk,7909,CAT004,RLOG005,validation,0.17647321328959992
High Risk,Low Risk,305,CAT004,RLOG005,validation,0.006805453287814892
High Risk,Medium Risk,1512,CAT004,RLOG005,validation,0.03373719793828235
High Risk,Very High Risk,2371,CAT004,RLOG005,validation,0.05290403195216101
Low Risk,High Risk,1,CAT004,RLOG005,validation,2.2312961599393088e-05
Low Risk,Low Risk,7442,CAT004,RLOG005,validation,0.16605306022268335
Low Risk,Medium Risk,1520,CAT004,RLOG005,validation,0.033915701631077495
Medium Risk,High Risk,2401,CAT004,RLOG005,validation,0.0535734208001428
Medium Risk,Low Risk,1088,CAT004,RLOG005,validation,0.02427650222013968
Medium Risk,Medium Risk,9956,CAT004,RLOG005,validation,0.22214784568355758
Very High Risk,Extreme Risk,1118,CAT004,RLOG005,validation,0.02494589106812147
Very High Risk,High Risk,1561,CAT004,RLOG005,validation,0.03483053305665261
Very High Risk,Low Risk,115,CAT004,RLOG005,validation,0.002565990583930205
Very High Risk,Medium Risk,418,CAT004,RLOG005,validation,0.00932681794854631
Very High Risk,Very High Risk,4855,CAT004,RLOG005,validation,0.10832942856505344
Extreme Risk,Extreme Risk,1205,CAT004,RLOG006,validation,0.02688711872726867
Extreme Risk,High Risk,238,CAT004,RLOG006,validation,0.0053104848606555545
Extreme Risk,Low Risk,22,CAT004,RLOG006,validation,0.000490885155186648
Extreme Risk,Medium Risk,40,CAT004,RLOG006,validation,0.0008925184639757235
Extreme Risk,Very High Risk,736,CAT004,RLOG006,validation,0.01642233973715331
High Risk,Extreme Risk,1,CAT004,RLOG006,validation,2.2312961599393088e-05
High Risk,High Risk,8187,CAT004,RLOG006,validation,0.1826762166142312
High Risk,Low Risk,273,CAT004,RLOG006,validation,0.006091438516634313
High Risk,Medium Risk,1337,CAT004,RLOG006,validation,0.02983242965838856
High Risk,Very High Risk,2303,CAT004,RLOG006,validation,0.05138675056340228
Low Risk,Low Risk,7439,CAT004,RLOG006,validation,0.16598612133788518
Low Risk,Medium Risk,1524,CAT004,RLOG006,validation,0.034004953477475064
Medium Risk,High Risk,2218,CAT004,RLOG006,validation,0.04949014882745387
Medium Risk,Low Risk,1054,CAT004,RLOG006,validation,0.023517861525760315
Medium Risk,Medium Risk,10173,CAT004,RLOG006,validation,0.22698975835062588
Very High Risk,Extreme Risk,1035,CAT004,RLOG006,validation,0.023093915255371845
Very High Risk,High Risk,1458,CAT004,RLOG006,validation,0.03253229801191512
Very High Risk,Low Risk,175,CAT004,RLOG006,validation,0.0039047682798937903
Very High Risk,Medium Risk,371,CAT004,RLOG006,validation,0.008278108753374836
Very High Risk,Very High Risk,5028,CAT004,RLOG006,validation,0.11218957092174844
Extreme Risk,Extreme Risk,1215,CAT004,RLOG007,validation,0.027110248343262602
Extreme Risk,High Risk,242,CAT004,RLOG007,validation,0.0053997367070531275
Extreme Risk,Low Risk,22,CAT004,RLOG007,validation,0.000490885155186648
Extreme Risk,Medium Risk,46,CAT004,RLOG007,validation,0.001026396233572082
Extreme Risk,Very High Risk,716,CAT004,RLOG007,validation,0.01597608050516545
High Risk,High Risk,8242,CAT004,RLOG007,validation,0.18390342950219782
High Risk,Low Risk,266,CAT004,RLOG007,validation,0.005935247785438562
High Risk,Medium Risk,1296,CAT004,RLOG007,validation,0.02891759823281344
High Risk,Very High Risk,2297,CAT004,RLOG007,validation,0.05125287279380592
Low Risk,Low Risk,7439,CAT004,RLOG007,validation,0.16598612133788518
Low Risk,Medium Risk,1524,CAT004,RLOG007,validation,0.034004953477475064
Medium Risk,High Risk,2178,CAT004,RLOG007,validation,0.048597630363478146
Medium Risk,Low Risk,1050,CAT004,RLOG007,validation,0.023428609679362743
Medium Risk,Medium Risk,10217,CAT004,RLOG007,validation,0.22797152866099918
Very High Risk,Extreme Risk,1026,CAT004,RLOG007,validation,0.022893098600977307
Very High Risk,High Risk,1439,CAT004,RLOG007,validation,0.03210835174152665
Very High Risk,Low Risk,186,CAT004,RLOG007,validation,0.004150210857487114
Very High Risk,Medium Risk,362,CAT004,RLOG007,validation,0.008077292098980298
Very High Risk,Very High Risk,5054,CAT004,RLOG007,validation,0.11276970792333266
Extreme Risk,Extreme Risk,1216,CAT004,RLOG008,validation,0.027132561304861993
Extreme Risk,High Risk,242,CAT004,RLOG008,validation,0.0053997367070531275
Extreme Risk,Low Risk,23,CAT004,RLOG008,validation,0.000513198116786041
Extreme Risk,Medium Risk,45,CAT004,RLOG008,validation,0.001004083271972689
Extreme Risk,Very High Risk,715,CAT004,RLOG008,validation,0.015953767543566057
High Risk,High Risk,8249,CAT004,RLOG008,validation,0.1840596202333936
High Risk,Low Risk,265,CAT004,RLOG008,validation,0.005912934823839168
High Risk,Medium Risk,1291,CAT004,RLOG008,validation,0.028806033424816475
High Risk,Very High Risk,2296,CAT004,RLOG008,validation,0.05123055983220653
Low Risk,Low Risk,7438,CAT004,RLOG008,validation,0.16596380837628577
Low Risk,Medium Risk,1525,CAT004,RLOG008,validation,0.03402726643907446
Medium Risk,High Risk,2173,CAT004,RLOG008,validation,0.04848606555548118
Medium Risk,Low Risk,1047,CAT004,RLOG008,validation,0.02336167079456456
Medium Risk,Medium Risk,10225,CAT004,RLOG008,validation,0.22815003235379433
Very High Risk,Extreme Risk,1025,CAT004,RLOG008,validation,0.022870785639377916
Very High Risk,High Risk,1437,CAT004,RLOG008,validation,0.032063725818327865
Very High Risk,Low Risk,190,CAT004,RLOG008,validation,0.004239462703884687
Very High Risk,Medium Risk,359,CAT004,RLOG008,validation,0.008010353214182118
Very High Risk,Very High Risk,5056,CAT004,RLOG008,validation,0.11281433384653144
Extreme Risk,Extreme Risk,1585,CAT004,T001,validation,0.03536604413503804
Extreme Risk,Medium Risk,5,CAT004,T001,validation,0.00011156480799696544
Extreme Risk,Very High Risk,651,CAT004,T001,validation,0.0145257380012049
High Risk,Medium Risk,9175,CAT004,T001,validation,0.20472142267443158
High Risk,Very High Risk,2926,CAT004,T001,validation,0.06528772563982417
Low Risk,Medium Risk,8963,CAT004,T001,validation,0.19999107481536024
Medium Risk,Medium Risk,13445,CAT004,T001,validation,0.29999776870384004
Very High Risk,Extreme Risk,426,CAT004,T001,validation,0.009505321641341455
Very High Risk,Medium Risk,1345,CAT004,T001,validation,0.030010933351183704
Very High Risk,Very High Risk,6296,CAT004,T001,validation,0.14048240622977887
Extreme Risk,Extreme Risk,1849,CAT004,T002,validation,0.04125666599727782
Extreme Risk,Very High Risk,392,CAT004,T002,validation,0.00874668094696209
High Risk,High Risk,7110,CAT004,T002,validation,0.15864515697168485
High Risk,Medium Risk,3160,CAT004,T002,validation,0.07050895865408216
High Risk,Very High Risk,1831,CAT004,T002,validation,0.040855032688488745
Low Risk,Medium Risk,8963,CAT004,T002,validation,0.19999107481536024
Medium Risk,High Risk,544,CAT004,T002,validation,0.01213825111006984
Medium Risk,Medium Risk,12901,CAT004,T002,validation,0.2878595175937702
Very High Risk,Extreme Risk,554,CAT004,T002,validation,0.01236138072606377
Very High Risk,High Risk,887,CAT004,T002,validation,0.019791596938661667
Very High Risk,Medium Risk,76,CAT004,T002,validation,0.0016957850815538745
Very High Risk,Very High Risk,6550,CAT004,T002,validation,0.14614989847602472
Extreme Risk,Extreme Risk,1854,CAT004,T003,validation,0.04136823080527478
Extreme Risk,Very High Risk,387,CAT004,T003,validation,0.008635116138965124
High Risk,High Risk,7329,CAT004,T003,validation,0.16353169556195193
High Risk,Low Risk,237,CAT004,T003,validation,0.0052881718990561615
High Risk,Medium Risk,2515,CAT004,T003,validation,0.056117098422473616
High Risk,Very High Risk,2020,CAT004,T003,validation,0.04507218243077404
Low Risk,Low Risk,8679,CAT004,T003,validation,0.1936541937211326
Low Risk,Medium Risk,284,CAT004,T003,validation,0.006336881094227637
Medium Risk,High Risk,627,CAT004,T003,validation,0.013990226922819466
Medium Risk,Low Risk,4044,CAT004,T003,validation,0.09023361670794565
Medium Risk,Medium Risk,8774,CAT004,T003,validation,0.19577392507307495
Very High Risk,Extreme Risk,387,CAT004,T003,validation,0.008635116138965124
Very High Risk,High Risk,810,CAT004,T003,validation,0.0180734988955084
Very High Risk,Medium Risk,1,CAT004,T003,validation,2.2312961599393088e-05
Very High Risk,Very High Risk,6869,CAT004,T003,validation,0.1532677332262311
Extreme Risk,Extreme Risk,1849,CAT004,T004,validation,0.04125666599727782
Extreme Risk,Very High Risk,392,CAT004,T004,validation,0.00874668094696209
High Risk,High Risk,7189,CAT004,T004,validation,0.1604078809380369
High Risk,Medium Risk,3160,CAT004,T004,validation,0.07050895865408216
High Risk,Very High Risk,1752,CAT004,T004,validation,0.03909230872213669
Low Risk,Medium Risk,8963,CAT004,T004,validation,0.19999107481536024
Medium Risk,High Risk,544,CAT004,T004,validation,0.01213825111006984
Medium Risk,Medium Risk,12901,CAT004,T004,validation,0.2878595175937702
Very High Risk,Extreme Risk,554,CAT004,T004,validation,0.01236138072606377
Very High Risk,High Risk,953,CAT004,T004,validation,0.021264252404221612
Very High Risk,Medium Risk,76,CAT004,T004,validation,0.0016957850815538745
Very High Risk,Very High Risk,6484,CAT004,T004,validation,0.14467724301046478
Extreme Risk,Extreme Risk,1812,CAT004,T005,validation,0.040431086418100275
Extreme Risk,Very High Risk,429,CAT004,T005,validation,0.009572260526139634
High Risk,High Risk,7217,CAT004,T005,validation,0.1610326438628199
High Risk,Low Risk,237,CAT004,T005,validation,0.0052881718990561615
High Risk,Medium Risk,2515,CAT004,T005,validation,0.056117098422473616
High Risk,Very High Risk,2132,CAT004,T005,validation,0.04757123412990606
Low Risk,Low Risk,8679,CAT004,T005,validation,0.1936541937211326
Low Risk,Medium Risk,284,CAT004,T005,validation,0.006336881094227637
Medium Risk,High Risk,627,CAT004,T005,validation,0.013990226922819466
Medium Risk,Low Risk,4044,CAT004,T005,validation,0.09023361670794565
Medium Risk,Medium Risk,8774,CAT004,T005,validation,0.19577392507307495
Very High Risk,Extreme Risk,369,CAT004,T005,validation,0.00823348283017605
Very High Risk,High Risk,507,CAT004,T005,validation,0.011312671530892295
Very High Risk,Medium Risk,1,CAT004,T005,validation,2.2312961599393088e-05
Very High Risk,Very High Risk,7190,CAT004,T005,validation,0.1604301938996363
Extreme Risk,Extreme Risk,1824,CAT004,T006,validation,0.040698841957292994
Extreme Risk,High Risk,5,CAT004,T006,validation,0.00011156480799696544
Extreme Risk,Very High Risk,412,CAT004,T006,validation,0.009192940178949952
High Risk,High Risk,7567,CAT004,T006,validation,0.16884218042260749
High Risk,Medium Risk,1729,CAT004,T006,validation,0.03857911060535065
High Risk,Very High Risk,2805,CAT004,T006,validation,0.06258785728629761
Low Risk,High Risk,8,CAT004,T006,validation,0.0001785036927951447
Low Risk,Medium Risk,8955,CAT004,T006,validation,0.1998125711225651
Medium Risk,High Risk,1529,CAT004,T006,validation,0.03411651828547203
Medium Risk,Medium Risk,11916,CAT004,T006,validation,0.265881250418368
Very High Risk,Extreme Risk,334,CAT004,T006,validation,0.007452529174197291
Very High Risk,High Risk,759,CAT004,T006,validation,0.016935537853939354
Very High Risk,Medium Risk,54,CAT004,T006,validation,0.0012048999263672268
Very High Risk,Very High Risk,6920,CAT004,T006,validation,0.15440569426780015
Extreme Risk,Extreme Risk,1821,CAT004,T007,validation,0.04063190307249481
Extreme Risk,High Risk,6,CAT004,T007,validation,0.00013387776959635853
Extreme Risk,Very High Risk,414,CAT004,T007,validation,0.009237566102148738
High Risk,High Risk,9164,CAT004,T007,validation,0.20447598009683826
High Risk,Low Risk,30,CAT004,T007,validation,0.0006693888479817927
High Risk,Medium Risk,1559,CAT004,T007,validation,0.03478590713345382
High Risk,Very High Risk,1348,CAT004,T007,validation,0.030077872235981882
Low Risk,High Risk,8,CAT004,T007,validation,0.0001785036927951447
Low Risk,Low Risk,8077,CAT004,T007,validation,0.18022179083829798
Low Risk,Medium Risk,878,CAT004,T007,validation,0.01959078028426713
Medium Risk,High Risk,1570,CAT004,T007,validation,0.03503134971104715
Medium Risk,Low Risk,2384,CAT004,T007,validation,0.05319410045295312
Medium Risk,Medium Risk,9491,CAT004,T007,validation,0.2117723185398398
Very High Risk,Extreme Risk,438,CAT004,T007,validation,0.009773077180534172
Very High Risk,High Risk,1181,CAT004,T007,validation,0.026351607648883238
Very High Risk,Medium Risk,4,CAT004,T007,validation,8.925184639757235e-05
Very High Risk,Very High Risk,6444,CAT004,T007,validation,0.14378472454648905
Extreme Risk,Extreme Risk,2050,CAT004,WASTACK001,validation,0.04574157127875583
Extreme Risk,Very High Risk,191,CAT004,WASTACK001,validation,0.00426177566548408
High Risk,High Risk,9670,CAT004,WASTACK001,validation,0.21576633866613115
High Risk,Low Risk,5,CAT004,WASTACK001,validation,0.00011156480799696544
High Risk,Medium Risk,1449,CAT004,WASTACK001,validation,0.032331481357520585
High Risk,Very High Risk,977,CAT004,WASTACK001,validation,0.021799763482607048
Low Risk,High Risk,3,CAT004,WASTACK001,validation,6.693888479817926e-05
Low Risk,Low Risk,7542,CAT004,WASTACK001,validation,0.16828435638262265
Low Risk,Medium Risk,1418,CAT004,WASTACK001,validation,0.031639779547939395
Medium Risk,High Risk,1451,CAT004,WASTACK001,validation,0.03237610728071937
Medium Risk,Low Risk,1416,CAT004,WASTACK001,validation,0.031595153624740614
Medium Risk,Medium Risk,10578,CAT004,WASTACK001,validation,0.23602650779838008
Very High Risk,Extreme Risk,191,CAT004,WASTACK001,validation,0.00426177566548408
Very High Risk,High Risk,977,CAT004,WASTACK001,validation,0.021799763482607048
Very High Risk,Very High Risk,6899,CAT004,WASTACK001,validation,0.15393712207421292
Extreme Risk,Extreme Risk,2050,CAT004,WASTACK002,validation,0.04574157127875583
Extreme Risk,Very High Risk,191,CAT004,WASTACK002,validation,0.00426177566548408
High Risk,High Risk,9671,CAT004,WASTACK002,validation,0.21578865162773056
High Risk,Low Risk,5,CAT004,WASTACK002,validation,0.00011156480799696544
High Risk,Medium Risk,1449,CAT004,WASTACK002,validation,0.032331481357520585
High Risk,Very High Risk,976,CAT004,WASTACK002,validation,0.021777450521007654
Low Risk,High Risk,3,CAT004,WASTACK002,validation,6.693888479817926e-05
Low Risk,Low Risk,7542,CAT004,WASTACK002,validation,0.16828435638262265
Low Risk,Medium Risk,1418,CAT004,WASTACK002,validation,0.031639779547939395
Medium Risk,High Risk,1451,CAT004,WASTACK002,validation,0.03237610728071937
Medium Risk,Low Risk,1416,CAT004,WASTACK002,validation,0.031595153624740614
Medium Risk,Medium Risk,10578,CAT004,WASTACK002,validation,0.23602650779838008
Very High Risk,Extreme Risk,191,CAT004,WASTACK002,validation,0.00426177566548408
Very High Risk,High Risk,976,CAT004,WASTACK002,validation,0.021777450521007654
Very High Risk,Very High Risk,6900,CAT004,WASTACK002,validation,0.1539594350358123
Extreme Risk,Extreme Risk,2059,CAT004,WASTACK003,validation,0.045942387933150364
Extreme Risk,Very High Risk,182,CAT004,WASTACK003,validation,0.004060959011089542
High Risk,High Risk,10320,CAT004,WASTACK003,validation,0.23026976370573665
High Risk,Low Risk,3,CAT004,WASTACK003,validation,6.693888479817926e-05
High Risk,Medium Risk,1068,CAT004,WASTACK003,validation,0.02383024298815182
High Risk,Very High Risk,710,CAT004,WASTACK003,validation,0.01584220273556909
Low Risk,Low Risk,7765,CAT004,WASTACK003,validation,0.17326014681928734
Low Risk,Medium Risk,1198,CAT004,WASTACK003,validation,0.02673092799607292
Medium Risk,High Risk,1071,CAT004,WASTACK003,validation,0.023897181872949997
Medium Risk,Low Risk,1195,CAT004,WASTACK003,validation,0.02666398911127474
Medium Risk,Medium Risk,11179,CAT004,WASTACK003,validation,0.24943659771961532
Very High Risk,Extreme Risk,182,CAT004,WASTACK003,validation,0.004060959011089542
Very High Risk,High Risk,710,CAT004,WASTACK003,validation,0.01584220273556909
Very High Risk,Very High Risk,7175,CAT004,WASTACK003,validation,0.16009549947564541
Extreme Risk,Extreme Risk,2168,CAT004,WASTACK004,validation,0.048374500747484214
Extreme Risk,Very High Risk,73,CAT004,WASTACK004,validation,0.0016288461967556955
High Risk,High Risk,11433,CAT004,WASTACK004,validation,0.25510408996586115
High Risk,Medium Risk,399,CAT004,WASTACK004,validation,0.008902871678157842
High Risk,Very High Risk,269,CAT004,WASTACK004,validation,0.006002186670236741
Low Risk,Low Risk,8464,CAT004,WASTACK004,validation,0.1888569069772631
Low Risk,Medium Risk,499,CAT004,WASTACK004,validation,0.011134167838097151
Medium Risk,High Risk,399,CAT004,WASTACK004,validation,0.008902871678157842
Medium Risk,Low Risk,499,CAT004,WASTACK004,validation,0.011134167838097151
Medium Risk,Medium Risk,12547,CAT004,WASTACK004,validation,0.2799607291875851
Very High Risk,Extreme Risk,73,CAT004,WASTACK004,validation,0.0016288461967556955
Very High Risk,High Risk,269,CAT004,WASTACK004,validation,0.006002186670236741
Very High Risk,Very High Risk,7725,CAT004,WASTACK004,validation,0.1723676283553116
Extreme Risk,Extreme Risk,1892,CAT004,WGNB001,validation,0.04221612334605172
Extreme Risk,Low Risk,1,CAT004,WGNB001,validation,2.2312961599393088e-05
Extreme Risk,Medium Risk,2,CAT004,WGNB001,validation,4.4625923198786177e-05
