model_id,model_family,validation_auc,validation_ks,validation_log_loss,validation_brier_score,auc_gap,feature_count,selection_score,model_artifact_available,model_artifact_path,governance_flag,governance_checks
NN009,neural_network,0.8656408362607243,0.5805446765412328,0.17753698484523395,0.0489939399365723,0.002662348918675672,17,0.9591558386707114,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/NN009.joblib,acceptable_with_supporting_diagnostics,Neural network model; require model-agnostic interpretability before governance approval.
NN010,neural_network,0.8605750167308497,0.5692995959892215,0.1804332926920896,0.049460797537204074,-0.0015004986210239712,17,0.9406215009816162,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/NN010.joblib,acceptable_with_supporting_diagnostics,Neural network model; require model-agnostic interpretability before governance approval.
NN011,neural_network,0.8594999450574138,0.5665287264512404,0.18041492861085617,0.04958614469954651,-0.0019121425579720075,17,0.9344993883652865,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/NN011.joblib,acceptable_with_supporting_diagnostics,Neural network model; require model-agnostic interpretability before governance approval.
NN012,neural_network,0.8595680837394138,0.5683301727210466,0.18040552469825377,0.0495931874741186,-0.0023237520731831385,17,0.9349869391763749,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/NN012.joblib,acceptable_with_supporting_diagnostics,Neural network model; require model-agnostic interpretability before governance approval.
NN013,neural_network,0.8620351165551338,0.5709421396033536,0.17928101684664144,0.0493280096140628,-0.0016315206172058394,17,0.945260270003408,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/NN013.joblib,acceptable_with_supporting_diagnostics,Neural network model; require model-agnostic interpretability before governance approval.
NN014,neural_network,0.8572252869497812,0.5664757111162622,0.18059582597230311,0.04958835490678137,-0.0025798588891774443,5,0.9414168297521361,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/NN014.joblib,acceptable_with_supporting_diagnostics,Neural network model; require model-agnostic interpretability before governance approval.
NN015,neural_network,0.8576411192640208,0.5649296654462388,0.18040774196485299,0.049474092783999425,-0.002215092031736088,5,0.9421809723876409,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/NN015.joblib,acceptable_with_supporting_diagnostics,Neural network model; require model-agnostic interpretability before governance approval.
NN016,neural_network,0.8585723678276412,0.5617495337684748,0.18070927877385287,0.04955731658836794,-0.0028037489898972145,10,0.9335621268425749,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/NN016.joblib,acceptable_with_supporting_diagnostics,Neural network model; require model-agnostic interpretability before governance approval.
NN017,neural_network,0.8590225163621632,0.5656071818361961,0.17990474126393696,0.049347184871828896,-0.0010914493042409878,10,0.9436299417146088,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/NN017.joblib,acceptable_with_supporting_diagnostics,Neural network model; require model-agnostic interpretability before governance approval.
NN018,neural_network,0.8654998920818981,0.5780738131147085,0.1779290892976151,0.04915761773370048,-0.0024167705719879695,12,0.9629883128346187,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/NN018.joblib,acceptable_with_supporting_diagnostics,Neural network model; require model-agnostic interpretability before governance approval.
NN019,neural_network,0.8653814139177893,0.5791170612522313,0.1777633092311294,0.04898871427743874,-0.0019555881559358834,12,0.9652458840884185,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/NN019.joblib,acceptable_with_supporting_diagnostics,Neural network model; require model-agnostic interpretability before governance approval.
T001,tree,0.7967323448382425,0.5234230542022191,0.19347484695248468,0.05178370515765124,0.002167127394254398,17,0.7551690292231892,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/T001.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
T002,tree,0.8448140402509753,0.5575467962467532,0.18343134994514862,0.05019621773694933,-0.0003550084444622348,17,0.898454194154088,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/T002.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
T003,tree,0.8534927867687231,0.5712909561381365,0.1816068165324206,0.04986976363703274,0.004199145701634932,17,0.9182867120729548,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/T003.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
T004,tree,0.844369936276953,0.5557921535106211,0.18383249630147136,0.050315417021205414,-3.8148914694113856e-05,17,0.896707984094866,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/T004.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
T005,tree,0.8526086045457548,0.5646724013060647,0.18228458128278405,0.05004735468952311,0.004257528985486814,17,0.909971901698079,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/T005.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
T006,tree,0.8456012666085848,0.5559771935148603,0.4735275308891049,0.15042688241486638,0.0007779020533997816,17,0.7428071731474418,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/T006.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
T007,tree,0.8521979925337653,0.5683320840445248,0.4655948931818786,0.14837376309894398,0.006370553412048174,17,0.7545640163738766,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/T007.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
RF001,tree,0.8592154047384353,0.5603600015997778,0.1823626757001077,0.049957281953069484,0.000949848063199088,17,0.9304933311329855,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/RF001.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
RF002,tree,0.8626828202807542,0.572938015253986,0.17964106644388242,0.04944961278580521,0.0030637966212901935,17,0.9438339781856129,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/RF002.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
RF003,tree,0.8658102233220615,0.581533356393451,0.17819456161326844,0.04926125942288869,0.009720003312336023,17,0.938304612236474,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/RF003.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
RF004,tree,0.8621708563594057,0.5725911100426813,0.18057865166031642,0.049800120756460495,0.00235004390977267,17,0.9441065423560686,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/RF004.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
RF005,tree,0.861833014006927,0.5762635508653589,0.4530174580693693,0.14425156638736789,0.0035044445323275664,17,0.7976873036773099,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/RF005.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
ET001,tree,0.8401772132938727,0.5239708156195457,0.20181679147176795,0.055094333303648775,-0.0018507241024535714,17,0.8450365048752388,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/ET001.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
ET002,tree,0.8476100118373041,0.5334434064524465,0.19510189914419349,0.05362726937227787,-0.0009523291324825545,17,0.8752325594142291,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/ET002.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
ET003,tree,0.8525473824655917,0.5426929219438905,0.1908896183391018,0.052609251006701684,0.000693983976519319,17,0.8968423945325626,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/ET003.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
ET004,tree,0.8336363059781055,0.5161037842914726,0.203760845516202,0.05587704373219935,0.00012047085265798341,17,0.8282034046774535,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/ET004.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
ET005,tree,0.8425065710902991,0.5285023007795284,0.5039809711475838,0.16637429304815782,0.0007050596351805272,17,0.6921392706300532,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/ET005.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
GB001,boosting,0.8672193863756498,0.5883792870448057,0.1766747279519193,0.04874958682720502,0.006967691860736092,17,0.9567156168515465,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/GB001.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
GB002,boosting,0.8673757445819434,0.587450527183631,0.1765828997775184,0.048756916018175334,0.015187978561192805,17,0.9309447527646808,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/GB002.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
GB003,boosting,0.8671654432523999,0.5853150532444549,0.17664812901278132,0.04874440499889165,0.007561844364423864,17,0.9520445355781885,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/GB003.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
GB004,boosting,0.8673145663029433,0.5843366467559322,0.17673824044328626,0.048777660156977605,0.005884416475314014,17,0.9566031204466442,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/GB004.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
XGB001,boosting,0.8677369807374111,0.5843512205974539,0.1764035602310706,0.04866291955113411,0.0037903362646378724,17,0.9641444699899508,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/XGB001.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
XGB002,boosting,0.8679456255866069,0.5874768795560874,0.17630419400204517,0.04864112287759781,0.0038323664158497195,17,0.967300596605216,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/XGB002.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
XGB003,boosting,0.8667064349371711,0.5832589470127136,0.1770661752610975,0.04880017787218094,-0.0009853887869921696,17,0.9692977474903213,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/XGB003.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
XGB004,boosting,0.8664333904325294,0.5821809366794299,0.17731069900026492,0.04886685311794281,-0.0012897240766217566,17,0.9666934787862907,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/XGB004.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
LGB001,boosting,0.8671195197239107,0.5831311750381918,0.17652912918524344,0.04871629608781164,0.01506787858063563,17,0.9269478597372015,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/LGB001.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
LGB002,boosting,0.8659750550624421,0.5828926418681046,0.17700284905346755,0.048807788480402466,0.03252944465695251,17,0.8703329108767383,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/LGB002.joblib,review_required_possible_overfit,Large train-validation AUC gap; review overfitting risk. | Tree/boosting model; review feature importance and SHAP when available.
LGB003,boosting,0.8675357462486176,0.5853123535000417,0.17623227272575243,0.04861135628804562,0.012751515803130498,17,0.937078235158721,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/LGB003.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
LGB004,boosting,0.8678344104517157,0.5829286464241265,0.17616718543132043,0.04861506931043209,0.010504341728538646,17,0.9425223374126981,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/LGB004.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
CAT001,boosting,0.8674652821230523,0.5858563400534988,0.17658865644490368,0.04871022162266766,0.0001952139028368327,17,0.9758840325295131,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/CAT001.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
CAT002,boosting,0.8683594749027379,0.5872307249836307,0.17614518562013318,0.04861625325225907,0.0018988765313004974,17,0.9739840138760633,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/CAT002.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
CAT003,boosting,0.8675548873568675,0.5848988386655196,0.17645461627789877,0.04864237071847614,-3.859711725018311e-05,17,0.9757876723115556,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/CAT003.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
CAT004,boosting,0.8673102737889651,0.584584306495628,0.17648466269128918,0.04863425205714622,-0.0004768633591102356,17,0.9736292026568637,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/CAT004.joblib,acceptable_with_feature_importance_review,Tree/boosting model; review feature importance and SHAP when available.
EASTACK001,ensemble,0.8639811225906793,0.574108103595835,0.1822313704660929,0.05042842204187209,-0.003210310818480444,8,0.9562423985820806,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/ensemble/models/EASTACK001.joblib,review_required_high_complexity,"Ensemble model; review base-model contribution, dominance, and incremental value."
WASTACK001,ensemble,0.8640286747260488,0.5736428157865954,0.1827083016330172,0.0506290379799126,-0.003145073101609386,8,0.9558521463341877,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/ensemble/models/WASTACK001.joblib,review_required_high_complexity,"Ensemble model; review base-model contribution, dominance, and incremental value."
WASTACK002,ensemble,0.8640230442856357,0.573687899129139,0.1828072432442564,0.05067971526729009,-0.003130945897832471,8,0.9558605527123585,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/ensemble/models/WASTACK002.joblib,review_required_high_complexity,"Ensemble model; review base-model contribution, dominance, and incremental value."
WASTACK003,ensemble,0.8647381659650277,0.5743236053180091,0.1783698163899725,0.04906372578819292,-0.0025160344484203012,8,0.9622723752899431,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/ensemble/models/WASTACK003.joblib,review_required_high_complexity,"Ensemble model; review base-model contribution, dominance, and incremental value."
WASTACK004,ensemble,0.8683594749027379,0.5872307249836307,0.1761451856201332,0.04861625325225907,0.0018988765313004974,8,0.984449130155133,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/ensemble/models/WASTACK004.joblib,review_required_high_complexity,"Ensemble model; review base-model contribution, dominance, and incremental value."
RASTACK001,ensemble,0.8583018598085322,0.5607729430372563,0.8117981740626471,0.2829776699312712,-0.0027640199688291345,8,0.5883279762176037,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/ensemble/models/RASTACK001.joblib,review_required_high_complexity,"Ensemble model; review base-model contribution, dominance, and incremental value."
LRSTACK001,ensemble,0.8658775058904202,0.5813257388806248,0.1814081213471374,0.0497544627699899,0.0016139019112370034,8,0.9723589784772314,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/ensemble/models/LRSTACK001.joblib,review_required_high_complexity,"Ensemble model; review base-model contribution, dominance, and incremental value."
RIDGESTACK001,ensemble,0.8659956336452246,0.5811982774961681,0.1800601749288365,0.04910446171594864,-0.0006725141256168632,8,0.9762320695815302,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/ensemble/models/RIDGESTACK001.joblib,review_required_high_complexity,"Ensemble model; review base-model contribution, dominance, and incremental value."
LASSOSTACK001,ensemble,0.8661484997042467,0.5817065700836687,0.1811564135287663,0.04960492554480642,0.0011259509692492786,8,0.9749562001691358,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/ensemble/models/LASSOSTACK001.joblib,review_required_high_complexity,"Ensemble model; review base-model contribution, dominance, and incremental value."
RFSTACK001,ensemble,0.8659878410201267,0.5865005516318474,0.1772455677811247,0.04874128453056175,8.442735800895385e-05,8,0.9838741431097457,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/ensemble/models/RFSTACK001.joblib,review_required_high_complexity,"Ensemble model; review base-model contribution, dominance, and incremental value."
NNSTACK001,ensemble,0.8661852926812031,0.5822986980972344,0.180564460510052,0.04954633217849919,0.0012521837875681952,8,0.9753978506643474,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/ensemble/models/NNSTACK001.joblib,review_required_high_complexity,"Ensemble model; review base-model contribution, dominance, and incremental value."
XGBSTACK001,ensemble,0.8686650079245861,0.5882830041245883,0.1761814919121256,0.04868342727422714,0.0029463828539344483,8,0.9827661596088596,True,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/ensemble/models/XGBSTACK001.joblib,review_required_high_complexity,"Ensemble model; review base-model contribution, dominance, and incremental value."
