model_id,model_family,model_name,dataset_type,feature_count,features,train_auc,validation_auc,validation_ks,validation_log_loss,validation_brier_score,auc_gap,selection_score,model_artifact_path,model_artifact_available,interpretability_type,governance_flag,reference_model_role
GNB009,naive_bayes,GaussianNB top_10_permutation_features,scaled_pruned,10,"RevolvingUtilization_log_scaled, RevolvingUtilization_capped_scaled, NumberOfTime30-59DaysPastDueNotWorse_scaled, age_sq_scaled, NumberOfTimes90DaysLate_scaled, NumberRealEstateLoansOrLines_scaled, MonthlyIncome_median_scaled, NumberOfDependents_missing_flag_scaled, NumberOfTime60-89DaysPastDueNotWorse_scaled, age_scaled",0.7925396814283117,0.79337473482975,0.4653687298973566,0.3524777588535744,0.06051474605629127,-0.0008350534014383015,0.6531491967398699,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/GNB009.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
GNB010,naive_bayes,GaussianNB top_12_permutation_features,scaled_pruned,12,"RevolvingUtilization_log_scaled, RevolvingUtilization_capped_scaled, NumberOfTime30-59DaysPastDueNotWorse_scaled, age_sq_scaled, NumberOfTimes90DaysLate_scaled, NumberRealEstateLoansOrLines_scaled, MonthlyIncome_median_scaled, NumberOfDependents_missing_flag_scaled, NumberOfTime60-89DaysPastDueNotWorse_scaled, age_scaled, RevolvingUtilization_high_flag_scaled, NumberOfOpenCreditLinesAndLoans_scaled",0.7921325170545825,0.7926794630410643,0.4633831276104199,0.43800943197638625,0.061779752022522824,-0.0005469459864817505,0.6209588131907501,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/GNB010.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
BNB001,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+",0.8534560165117626,0.8587046911411955,0.5678471334950026,0.33962973132100044,0.0751062548403582,-0.005248674629432903,0.8263164906032916,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/BNB001.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
BNB002,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+",0.8534560165117626,0.8587046911411955,0.5678471334950026,0.5833827669345046,0.13223089276170333,-0.005248674629432903,0.7137294792991706,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/BNB002.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
BNB003,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+",0.8534560618629444,0.8587046991050434,0.5678471334950026,0.3396263797845208,0.07510571574219214,-0.005248637242099008,0.8263180131131515,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/BNB003.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
BNB004,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+",0.8534560618629444,0.8587046991050434,0.5678471334950026,0.5833746193959687,0.13222900894736592,-0.005248637242099008,0.7137333583188646,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/BNB004.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
BNB005,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+",0.853456389561807,0.8587052486105435,0.5678471334950026,0.33962219060046095,0.07510504183986967,-0.0052488590487365094,0.8263202462315186,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/BNB005.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
BNB006,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+",0.853456389561807,0.8587052486105435,0.5678471334950026,0.5833644342884237,0.13222665400819214,-0.0052488590487365094,0.7137385374524062,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/BNB006.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
BNB007,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+",0.8534563485994492,0.858707096223239,0.5678471334950026,0.3396096246281849,0.0751030199355641,-0.005250747623789853,0.8263236074239155,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/BNB007.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
BNB008,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+",0.8534563485994492,0.858707096223239,0.5678471334950026,0.5833338744543448,0.13221958805003955,-0.005250747623789853,0.7137507391939311,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/BNB008.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
BNB009,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+",0.8534595597557135,0.858707382921761,0.5679188798000678,0.33958868660087965,0.07509964943784458,-0.005247823166047438,0.8264060279572417,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/BNB009.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
BNB010,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+",0.8534595597557135,0.858707382921761,0.5679188798000678,0.5832829263283386,0.13220780765755324,-0.005247823166047438,0.7138479023249925,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/BNB010.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
BNB011,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+",0.8534631585914356,0.8587092225706088,0.5679179480298723,0.33954683023236293,0.07509290598226415,-0.0052460639791731545,0.8264319237706085,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/BNB011.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
